month,day,hour,seasons,ghi,clearsky_ghi,solar_zenith_angle,relative_humidity,temperature
7,21,10,0,497,851,28.11,87.08,27.9
7,21,11,0,439,906,21.26,85.21000000000001,28.5
7,21,12,0,366,905,20.96,83.76,28.9
7,21,13,0,496,851,27.43,83.02,28.8
7,21,14,0,390,746,37.23,84.26,28.4
7,21,15,0,413,600,48.23,85.98,27.8
7,21,16,0,304,425,59.59,89.9,26.8
7,21,17,0,66,243,70.89,90.17,26.1
7,22,5,0,39,80,82.72,93.44,17.8
7,22,6,0,173,250,71.85000000000001,87.56,19.3
7,22,7,0,202,440,60.57,83.4,20.9
7,22,8,0,303,620,49.22,77.88,22.200000000000003
7,22,9,0,468,773,38.18,72.9,23.200000000000003
7,22,10,0,879,887,28.27,70.06,24.1
7,22,11,0,949,949,21.45,68.79,24.6
7,22,12,0,953,953,21.15,68.81,24.6
7,22,13,0,617,899,27.58,68.74,24.4
7,22,14,0,750,793,37.35,68.61,24.0
7,22,15,0,539,644,48.34,68.62,23.5
7,22,16,0,465,465,59.7,69.88,22.700000000000003
7,22,17,0,273,273,71.0,71.15,22.200000000000003
7,23,5,0,81,81,82.86,89.29,15.5
7,23,6,0,251,254,71.98,82.35000000000001,17.7
7,23,7,0,445,445,60.7,77.65,20.4
7,23,8,0,624,624,49.34,68.17,22.700000000000003
7,23,9,0,775,775,38.32,62.83,24.0
7,23,10,0,883,883,28.43,60.07,24.8
7,23,11,0,936,936,21.65,59.26,25.4
7,23,12,0,854,931,21.35,60.3,25.6
7,23,13,0,877,877,27.74,61.83,25.6
7,23,14,0,771,771,37.48,63.67,25.4
7,23,15,0,617,623,48.45,66.11,25.0
7,23,16,0,447,447,59.81,70.43,24.200000000000003
7,23,17,0,257,257,71.12,75.66,23.700000000000003
7,24,5,0,71,71,82.99,92.57,18.0
7,24,6,0,238,238,72.11,85.97,20.0
7,24,7,0,429,429,60.82,76.95,22.3
7,24,8,0,611,611,49.47,70.21000000000001,23.9
7,24,9,0,766,766,38.46,67.2,24.9
7,24,10,0,878,878,28.6,65.33,25.5
7,24,11,0,912,941,21.85,63.77,26.0
7,24,12,0,941,948,21.55,63.59,26.200000000000003
7,24,13,0,884,893,27.9,63.54,26.3
7,24,14,0,782,782,37.61,63.76,26.200000000000003
7,24,15,0,627,627,48.58,64.36,25.8
7,24,16,0,448,448,59.93,67.0,25.3
7,24,17,0,258,258,71.25,67.2,24.9
7,25,5,0,76,76,83.13,77.46000000000001,16.5
7,25,6,0,252,252,72.24,68.42,18.6
7,25,7,0,447,447,60.95,64.05,20.5
7,25,8,0,633,633,49.6,61.73,22.9
7,25,9,0,787,787,38.6,52.16,24.5
7,25,10,0,898,898,28.77,51.99,25.3
7,25,11,0,958,958,22.06,52.44,25.9
7,25,12,0,960,960,21.75,52.94,26.3
7,25,13,0,852,905,28.07,53.48,26.5
7,25,14,0,712,795,37.75,54.65,26.4
7,25,15,0,542,644,48.7,56.05,26.200000000000003
7,25,16,0,335,462,60.05,59.07,25.3
7,25,17,0,228,267,71.37,64.71000000000001,24.4
7,26,5,0,51,73,83.27,85.68,18.4
7,26,6,0,196,241,72.38,80.86,20.200000000000003
7,26,7,0,312,430,61.08,78.31,22.3
7,26,8,0,591,606,49.73,75.61,24.5
7,26,9,0,747,752,38.75,71.43,25.8
7,26,10,0,857,857,28.94,67.48,26.6
7,26,11,0,879,913,22.27,66.25,27.0
7,26,12,0,727,912,21.97,66.12,27.200000000000003
7,26,13,0,684,855,28.25,67.07000000000001,27.1
7,26,14,0,709,747,37.9,69.17,26.8
7,26,15,0,599,599,48.84,72.66,26.4
7,26,16,0,420,425,60.18,76.55,25.8
7,26,17,0,241,241,71.51,79.92,25.4
7,27,5,0,67,67,83.42,91.18,20.5
7,27,6,0,233,233,72.51,85.65,22.200000000000003
7,27,7,0,421,421,61.22,81.55,24.200000000000003
7,27,8,0,600,600,49.870000000000005,75.71000000000001,25.8
7,27,9,0,751,751,38.9,72.43,26.9
7,27,10,0,859,859,29.12,69.34,27.8
7,27,11,0,917,917,22.48,67.61,28.4
7,27,12,0,919,919,22.18,67.31,28.6
7,27,13,0,802,863,28.43,67.7,28.6
7,27,14,0,605,750,38.05,69.83,28.1
7,27,15,0,47,596,48.98,75.19,27.0
7,27,16,0,28,424,60.32,86.39,25.700000000000003
7,27,17,0,38,242,71.65,90.24,25.1
7,28,5,0,67,67,83.56,93.61,20.8
7,28,6,0,235,235,72.65,88.63,22.5
7,28,7,0,424,424,61.35,84.84,24.700000000000003
7,28,8,0,603,603,50.01,77.47,26.6
7,28,9,0,754,754,39.05,72.65,27.8
7,28,10,0,846,864,29.3,69.96000000000001,28.5
7,28,11,0,903,917,22.7,68.79,28.8
7,28,12,0,834,912,22.41,68.86,28.9
7,28,13,0,838,855,28.62,69.4,28.9
7,28,14,0,748,748,38.21,71.08,28.6
7,28,15,0,597,597,49.120000000000005,74.48,28.0
7,28,16,0,414,423,60.46,79.39,27.3
7,28,17,0,220,238,71.79,83.39,26.8
7,29,5,0,16,58,83.71000000000001,96.68,22.200000000000003
7,29,6,0,17,211,72.79,96.16,22.5
7,29,7,0,43,390,61.48,96.61,22.8
7,29,8,0,133,567,50.14,96.45,23.200000000000003
7,29,9,0,322,720,39.2,94.51,23.6
7,29,10,0,457,835,29.48,90.3,24.4
7,29,11,0,675,901,22.93,85.45,25.700000000000003
7,29,12,0,688,911,22.64,81.51,26.8
7,29,13,0,527,867,28.81,78.36,27.5
7,29,14,0,726,769,38.38,76.61,27.5
7,29,15,0,625,625,49.27,75.29,27.1
7,29,16,0,449,449,60.61,76.62,26.200000000000003
7,29,17,0,257,257,71.94,79.65,25.700000000000003
7,30,5,0,69,69,83.86,96.53,19.9
7,30,6,0,241,244,72.93,89.77,21.5
7,30,7,0,439,439,61.620000000000005,83.03,23.1
7,30,8,0,622,622,50.28,77.16,24.4
7,30,9,0,774,774,39.35,72.16,25.4
7,30,10,0,882,882,29.67,69.78,25.9
7,30,11,0,938,938,23.16,69.34,26.1
7,30,12,0,938,938,22.87,68.99,26.1
7,30,13,0,884,884,29.01,68.64,26.1
7,30,14,0,778,778,38.55,68.53,25.9
7,30,15,0,628,628,49.43,68.65,25.5
7,30,16,0,447,447,60.76,70.95,24.6
7,30,17,0,253,253,72.10000000000001,73.77,24.1
7,31,5,0,67,67,84.0,91.56,16.8
7,31,6,0,244,244,73.07000000000001,82.78,18.8
7,31,7,0,444,444,61.76,72.83,20.700000000000003
7,31,8,0,633,633,50.43,67.07000000000001,21.8
7,31,9,0,788,788,39.51,64.01,22.700000000000003
7,31,10,0,704,899,29.86,62.47,23.4
7,31,11,0,849,958,23.39,61.85,23.9
7,31,12,0,947,959,23.12,61.44,24.3
7,31,13,0,878,902,29.22,61.53,24.5
7,31,14,0,610,790,38.72,62.3,24.4
7,31,15,0,532,638,49.59,63.56,24.1
7,31,16,0,432,453,60.92,66.63,23.4
7,31,17,0,241,255,72.26,71.76,22.9
8,1,5,0,67,67,84.15,88.22,14.3
8,1,6,0,244,244,73.21000000000001,79.42,16.8
8,1,7,0,441,441,61.9,73.5,19.5
8,1,8,0,626,626,50.57,63.5,21.8
8,1,9,0,780,780,39.67,58.81,23.4
8,1,10,0,849,889,30.05,59.06,24.4
8,1,11,0,934,943,23.63,59.74,25.200000000000003
8,1,12,0,732,939,23.36,60.73,25.6
8,1,13,0,799,879,29.43,61.52,25.8
8,1,14,0,645,768,38.9,62.13,25.8
8,1,15,0,610,615,49.75,64.41,25.5
8,1,16,0,434,434,61.08,68.83,24.8
8,1,17,0,242,242,72.42,72.95,24.4
8,2,5,0,61,61,84.31,94.27,17.7
8,2,6,0,232,232,73.36,86.02,19.9
8,2,7,0,427,427,62.04,80.08,22.4
8,2,8,0,613,613,50.71,70.26,24.5
8,2,9,0,769,769,39.83,64.67,25.6
8,2,10,0,882,882,30.24,63.78,26.3
8,2,11,0,943,943,23.87,63.1,26.8
8,2,12,0,945,945,23.62,62.77,27.0
8,2,13,0,889,889,29.65,62.2,27.1
8,2,14,0,780,780,39.09,62.29,26.9
8,2,15,0,628,628,49.93,63.34,26.4
8,2,16,0,445,445,61.25,66.47,25.6
8,2,17,0,250,250,72.59,68.14,25.1
8,3,5,0,33,62,84.46000000000001,83.04,17.2
8,3,6,0,183,237,73.5,78.06,19.3
8,3,7,0,337,433,62.18,72.99,21.200000000000003
8,3,8,0,530,618,50.86,70.13,23.700000000000003
8,3,9,0,711,772,40.0,58.03,25.5
8,3,10,0,865,881,30.44,56.26,26.1
8,3,11,0,933,938,24.11,55.72,26.6
8,3,12,0,937,937,23.87,55.31,27.0
8,3,13,0,879,879,29.87,55.06,27.3
8,3,14,0,763,768,39.29,56.03,27.200000000000003
8,3,15,0,587,616,50.1,57.11,27.0
8,3,16,0,420,434,61.42,60.44,26.5
8,3,17,0,199,240,72.77,57.0,26.200000000000003
8,4,5,0,56,56,84.62,71.27,19.8
8,4,6,0,223,223,73.65,71.89,21.6
8,4,7,0,413,413,62.32,66.52,23.4
8,4,8,0,594,594,51.01,64.62,25.5
8,4,9,0,746,746,40.16,60.6,26.8
8,4,10,0,855,855,30.65,60.39,27.6
8,4,11,0,912,912,24.36,61.71,28.1
8,4,12,0,913,913,24.14,63.34,28.4
8,4,13,0,857,857,30.1,64.79,28.5
8,4,14,0,749,749,39.48,66.4,28.4
8,4,15,0,599,599,50.29,67.82000000000001,28.200000000000003
8,4,16,0,419,419,61.6,71.0,27.8
8,4,17,0,230,230,72.95,72.15,27.6
8,5,5,0,54,54,84.77,90.6,21.5
8,5,6,0,220,220,73.8,83.97,23.3
8,5,7,0,412,412,62.47,79.26,25.200000000000003
8,5,8,0,594,594,51.16,71.86,27.0
8,5,9,0,746,746,40.33,68.26,28.1
8,5,10,0,768,853,30.85,66.47,28.8
8,5,11,0,842,909,24.62,66.22,29.1
8,5,12,0,834,908,24.4,66.04,29.3
8,5,13,0,783,849,30.34,66.45,29.1
8,5,14,0,734,741,39.69,67.53,28.8
8,5,15,0,590,592,50.47,69.62,28.5
8,5,16,0,366,414,61.78,73.64,27.8
8,5,17,0,217,225,73.13,75.26,27.200000000000003
8,6,5,0,40,48,84.93,86.64,18.6
8,6,6,0,184,207,73.94,82.48,19.700000000000003
8,6,7,0,386,395,62.61,79.16,21.6
8,6,8,0,576,576,51.31,76.78,24.1
8,6,9,0,728,728,40.5,75.24,26.1
8,6,10,0,838,838,31.06,74.96000000000001,27.0
8,6,11,0,897,897,24.88,74.10000000000001,27.5
8,6,12,0,900,900,24.68,73.13,27.8
8,6,13,0,845,845,30.58,72.36,27.9
8,6,14,0,738,738,39.9,72.73,27.6
8,6,15,0,589,589,50.67,74.46000000000001,27.0
8,6,16,0,413,413,61.97,76.95,26.200000000000003
8,6,17,0,224,224,73.32000000000001,79.79,25.700000000000003
8,7,5,0,52,52,85.08,93.22,19.3
8,7,6,0,219,219,74.09,85.68,21.3
8,7,7,0,351,414,62.76,79.18,23.8
8,7,8,0,598,598,51.47,66.88,26.0
8,7,9,0,753,753,40.68,63.54,27.0
8,7,10,0,865,865,31.27,62.04,27.700000000000003
8,7,11,0,853,923,25.14,60.91,28.200000000000003
8,7,12,0,870,922,24.95,60.26,28.5
8,7,13,0,859,864,30.83,60.2,28.6
8,7,14,0,752,752,40.12,60.85,28.4
8,7,15,0,600,600,50.870000000000005,62.09,28.1
8,7,16,0,419,419,62.16,65.94,27.3
8,7,17,0,225,227,73.52,67.95,26.8
8,8,5,0,43,44,85.24,93.16,20.0
8,8,6,0,202,202,74.25,89.14,21.3
8,8,7,0,366,390,62.91,84.44,23.1
8,8,8,0,519,575,51.620000000000005,79.22,25.3
8,8,9,0,727,729,40.85,74.32000000000001,27.3
8,8,10,0,802,836,31.49,71.22,28.5
8,8,11,0,857,887,25.41,71.21000000000001,28.5
8,8,12,0,803,889,25.24,71.73,27.700000000000003
8,8,13,0,626,838,31.08,72.68,27.200000000000003
8,8,14,0,682,736,40.34,71.74,27.1
8,8,15,0,589,589,51.07,72.14,27.0
8,8,16,0,408,408,62.36,74.5,26.5
8,8,17,0,217,217,73.72,79.29,26.0
8,9,5,0,51,51,85.4,88.58,16.7
8,9,6,0,225,225,74.4,78.73,18.7
8,9,7,0,425,425,63.06,73.59,21.200000000000003
8,9,8,0,613,613,51.78,61.15,23.200000000000003
8,9,9,0,771,771,41.03,57.57,24.200000000000003
8,9,10,0,885,885,31.71,56.22,24.9
8,9,11,0,944,944,25.68,55.46,25.4
8,9,12,0,946,946,25.52,55.05,25.700000000000003
8,9,13,0,886,886,31.34,54.81,25.8
8,9,14,0,775,775,40.56,55.3,25.6
8,9,15,0,618,618,51.28,56.49,25.1
8,9,16,0,431,431,62.56,58.98,24.4
8,9,17,0,233,233,73.92,60.67,24.0
8,10,5,0,13,46,85.56,82.25,17.2
8,10,6,0,66,214,74.55,74.7,19.200000000000003
8,10,7,0,264,410,63.21,67.34,21.6
8,10,8,0,444,594,51.93,58.15,24.1
8,10,9,0,674,749,41.21,52.36,25.5
8,10,10,0,846,858,31.93,51.13,26.200000000000003
8,10,11,0,905,914,25.95,49.9,26.8
8,10,12,0,778,913,25.82,49.65,27.0
8,10,13,0,705,853,31.6,48.89,27.1
8,10,14,0,590,741,40.8,48.93,27.0
8,10,15,0,525,587,51.5,49.74,26.9
8,10,16,0,405,405,62.77,50.74,26.5
8,10,17,0,212,212,74.13,50.09,26.0
8,11,5,0,22,39,85.72,77.46000000000001,19.200000000000003
8,11,6,0,92,193,74.7,74.01,20.700000000000003
8,11,7,0,134,376,63.36,72.03,22.4
8,11,8,0,129,553,52.09,70.14,24.3
8,11,9,0,52,704,41.39,66.69,26.0
8,11,10,0,72,811,32.15,64.92,27.200000000000003
8,11,11,0,351,869,26.23,67.2,28.200000000000003
8,11,12,0,268,869,26.11,71.91,28.6
8,11,13,0,235,810,31.87,77.08,28.6
8,11,14,0,493,698,41.04,82.4,28.200000000000003
8,11,15,0,365,543,51.71,88.01,27.5
8,11,16,0,323,367,62.98,93.7,26.6
8,11,17,0,179,186,74.35000000000001,95.73,26.1
8,12,5,0,4,38,85.88,99.42,22.6
8,12,6,0,11,192,74.86,97.04,23.5
8,12,7,0,61,379,63.51,91.17,24.700000000000003
8,12,8,0,50,558,52.26,83.72,25.9
8,12,9,0,51,709,41.57,80.84,26.6
8,12,10,0,213,816,32.38,80.11,27.0
8,12,11,0,491,872,26.51,80.29,27.1
8,12,12,0,373,871,26.41,81.46000000000001,27.1
8,12,13,0,330,810,32.14,83.84,27.0
8,12,14,0,321,696,41.28,86.69,26.8
8,12,15,0,234,543,51.94,89.13,26.6
8,12,16,0,258,366,63.2,92.45,26.3
8,12,17,0,184,184,74.56,94.95,26.1
8,13,5,0,20,38,86.04,99.52,21.6
8,13,6,0,106,197,75.01,96.23,22.200000000000003
8,13,7,0,170,387,63.67,90.64,23.3
8,13,8,0,212,571,52.42,84.35000000000001,24.4
8,13,9,0,290,727,41.76,77.07000000000001,25.6
8,13,10,0,513,840,32.61,72.59,26.700000000000003
8,13,11,0,513,889,26.8,70.78,27.5
8,13,12,0,654,875,26.72,70.21000000000001,27.9
8,13,13,0,398,820,32.42,70.36,28.1
8,13,14,0,467,714,41.53,71.19,28.0
8,13,15,0,536,565,52.17,72.74,27.700000000000003
8,13,16,0,381,388,63.42,76.37,27.1
8,13,17,0,200,200,74.79,81.43,26.700000000000003
8,14,5,0,38,38,86.2,97.54,20.4
8,14,6,0,200,200,75.17,89.33,22.4
8,14,7,0,397,397,63.82,82.16,24.1
8,14,8,0,455,585,52.58,75.83,25.200000000000003
8,14,9,0,733,743,41.95,69.67,25.9
8,14,10,0,855,855,32.84,65.6,26.3
8,14,11,0,913,913,27.08,63.4,26.6
8,14,12,0,912,912,27.03,62.78,26.700000000000003
8,14,13,0,825,852,32.71,62.620000000000005,26.700000000000003
8,14,14,0,690,738,41.78,63.09,26.5
8,14,15,0,394,581,52.4,64.53,26.0
8,14,16,0,235,396,63.65,68.59,25.0
8,14,17,0,202,202,75.02,73.73,24.4
8,15,5,0,35,35,86.36,96.36,17.400000000000002
8,15,6,0,194,194,75.33,86.09,19.1
8,15,7,0,388,388,63.98,76.87,20.9
8,15,8,0,575,575,52.75,70.52,22.3
8,15,9,0,732,732,42.14,66.38,23.5
8,15,10,0,815,844,33.08,64.02,24.5
8,15,11,0,688,906,27.38,62.8,25.200000000000003
8,15,12,0,696,908,27.34,62.18,25.700000000000003
8,15,13,0,546,846,32.99,62.120000000000005,26.0
8,15,14,0,412,728,42.04,62.54,26.0
8,15,15,0,453,569,52.64,63.190000000000005,25.6
8,15,16,0,277,383,63.88,66.22,24.8
8,15,17,0,152,190,75.25,67.52,24.4
8,16,5,0,17,30,86.53,91.99,19.5
8,16,6,0,67,183,75.48,86.32000000000001,20.9
8,16,7,0,131,374,64.13,80.46000000000001,22.700000000000003
8,16,8,0,394,556,52.92,75.73,24.3
8,16,9,0,565,707,42.33,73.23,25.6
8,16,10,0,693,820,33.32,71.41,26.700000000000003
8,16,11,0,746,880,27.67,69.9,27.6
8,16,12,0,762,877,27.66,69.01,28.1
8,16,13,0,705,816,33.29,69.24,28.1
8,16,14,0,594,703,42.3,70.77,27.700000000000003
8,16,15,0,395,548,52.89,74.61,27.0
8,16,16,0,285,366,64.12,81.86,25.9
8,16,17,0,164,180,75.48,86.3,25.3
8,17,5,0,3,28,86.69,91.66,20.9
8,17,6,0,9,178,75.64,91.44,21.5
8,17,7,0,19,355,64.29,91.82,21.9
8,17,8,0,35,530,53.09,91.88,22.5
8,17,9,0,179,684,42.53,91.36,23.3
8,17,10,0,247,793,33.56,88.66,24.1
8,17,11,0,182,853,27.97,87.08,24.8
8,17,12,0,76,859,27.98,86.22,25.5
8,17,13,0,383,801,33.59,86.26,26.1
8,17,14,0,337,691,42.57,86.92,26.3
8,17,15,0,285,540,53.13,88.73,26.1
8,17,16,0,60,363,64.36,92.66,25.4
8,17,17,0,140,179,75.72,94.61,25.0
8,18,5,0,11,23,86.86,98.39,23.0
8,18,6,0,58,170,75.8,97.5,23.8
8,18,7,0,100,360,64.45,94.99,24.8
8,18,8,0,445,542,53.26,92.77,25.8
8,18,9,0,517,693,42.73,90.76,26.5
8,18,10,0,799,802,33.81,89.08,26.700000000000003
8,18,11,0,582,857,28.28,88.16,26.700000000000003
8,18,12,0,644,851,28.31,87.48,26.6
8,18,13,0,148,787,33.89,87.51,26.4
8,18,14,0,207,677,42.84,88.08,26.200000000000003
8,18,15,0,483,529,53.39,89.85000000000001,26.1
8,18,16,0,347,353,64.6,91.44,25.700000000000003
8,18,17,0,170,170,75.97,95.23,25.4
8,19,5,0,27,27,87.02,96.88,22.0
8,19,6,0,177,181,75.96000000000001,94.45,24.0
8,19,7,0,371,371,64.61,89.03,25.8
8,19,8,0,555,555,53.43,81.19,27.6
8,19,9,0,708,708,42.93,75.58,28.8
8,19,10,0,805,816,34.05,72.02,29.6
8,19,11,0,867,873,28.58,70.45,30.0
8,19,12,0,872,872,28.64,69.7,30.200000000000003
8,19,13,0,812,812,34.19,69.12,30.3
8,19,14,0,699,699,43.12,69.89,30.200000000000003
8,19,15,0,543,543,53.64,71.74,29.9
8,19,16,0,360,360,64.85,75.57000000000001,29.4
8,19,17,0,173,173,76.22,77.47,29.1
8,20,5,0,8,24,87.18,99.05,23.5
8,20,6,0,35,168,76.13,95.63,24.8
8,20,7,0,24,351,64.78,92.28,25.9
8,20,8,0,33,528,53.6,90.8,26.9
8,20,9,0,50,679,43.13,88.78,27.5
8,20,10,0,64,790,34.31,88.78,27.6
8,20,11,0,145,852,28.89,89.83,27.5
8,20,12,0,544,854,28.97,90.85,27.5
8,20,13,0,532,797,34.51,90.31,27.4
8,20,14,0,635,690,43.4,89.95,27.200000000000003
8,20,15,0,530,539,53.91,90.04,26.9
8,20,16,0,343,357,65.1,91.37,26.3
8,20,17,0,153,169,76.47,92.6,25.9
8,21,5,0,21,25,87.34,96.96,21.1
8,21,6,0,91,182,76.29,95.97,22.700000000000003
8,21,7,0,196,373,64.94,91.99,24.0
8,21,8,0,323,556,53.78,87.11,25.3
8,21,9,0,335,709,43.34,82.2,26.5
8,21,10,0,416,818,34.56,79.04,27.3
8,21,11,0,544,870,29.21,77.28,27.8
8,21,12,0,300,863,29.31,76.19,28.3
8,21,13,0,387,803,34.82,75.14,28.6
8,21,14,0,215,689,43.68,74.53,28.5
8,21,15,0,186,537,54.17,74.79,28.1
8,21,16,0,88,357,65.36,76.79,27.6
8,21,17,0,87,169,76.72,77.09,27.200000000000003
8,22,5,0,20,20,87.5,93.75,17.2
8,22,6,0,138,168,76.45,87.26,18.3
8,22,7,0,321,365,65.1,79.63,20.3
8,22,8,0,401,555,53.96,72.5,22.5
8,22,9,0,577,714,43.54,66.99,24.1
8,22,10,0,644,831,34.82,63.07,24.9
8,22,11,0,725,889,29.52,60.09,25.5
8,22,12,0,766,887,29.65,58.07,26.200000000000003
8,22,13,0,711,828,35.14,57.48,26.5
8,22,14,0,659,713,43.97,57.32,26.5
8,22,15,0,539,554,54.44,58.24,26.1
8,22,16,0,354,366,65.62,62.63,25.200000000000003
8,22,17,0,171,171,76.98,67.03,24.6
8,23,5,0,18,23,87.67,86.75,15.6
8,23,6,0,146,184,76.61,78.15,17.6
8,23,7,0,356,384,65.27,69.53,19.9
8,23,8,0,573,573,54.14,59.5,21.8
8,23,9,0,733,733,43.75,54.44,22.9
8,23,10,0,848,848,35.08,51.76,23.700000000000003
8,23,11,0,902,906,29.84,50.56,24.200000000000003
8,23,12,0,906,906,29.99,50.45,24.4
8,23,13,0,837,846,35.46,51.13,24.4
8,23,14,0,699,729,44.27,52.620000000000005,24.1
8,23,15,0,528,566,54.72,54.82,23.4
8,23,16,0,359,376,65.88,58.48,22.200000000000003
8,23,17,0,176,176,77.24,63.26,21.4
8,24,5,0,16,23,87.83,89.66,13.9
8,24,6,0,158,184,76.78,79.07000000000001,16.2
8,24,7,0,384,386,65.43,70.04,19.0
8,24,8,0,516,577,54.32,57.71,21.200000000000003
8,24,9,0,707,735,43.97,53.49,22.200000000000003
8,24,10,0,744,846,35.34,54.120000000000005,22.700000000000003
8,24,11,0,799,903,30.16,55.49,22.9
8,24,12,0,773,899,30.34,55.47,23.200000000000003
8,24,13,0,701,838,35.79,55.69,23.4
8,24,14,0,721,721,44.57,55.95,23.4
8,24,15,0,541,561,54.99,56.54,22.9
8,24,16,0,353,371,66.15,59.2,21.700000000000003
8,24,17,0,144,172,77.51,66.18,20.8
8,25,5,0,6,21,87.99,94.64,14.5
8,25,6,0,43,177,76.94,88.64,15.6
8,25,7,0,116,374,65.6,81.3,17.3
8,25,8,0,444,559,54.5,74.27,19.0
8,25,9,0,300,711,44.18,68.76,20.700000000000003
8,25,10,0,144,817,35.61,62.95,22.3
8,25,11,0,244,869,30.49,58.41,23.3
8,25,12,0,651,860,30.69,57.21,23.6
8,25,13,0,332,796,36.12,58.43,23.4
8,25,14,0,454,680,44.87,61.83,22.700000000000003
8,25,15,0,407,522,55.27,68.99,21.9
8,25,16,0,137,337,66.42,78.4,21.200000000000003
8,25,17,0,78,149,77.78,85.0,20.8
8,26,5,0,2,16,88.16,98.7,20.4
8,26,6,0,8,158,77.11,98.02,21.3
8,26,7,0,34,345,65.77,96.79,22.4
8,26,8,0,154,529,54.69,94.75,23.6
8,26,9,0,122,683,44.4,89.64,25.0
8,26,10,0,153,794,35.88,83.59,26.1
8,26,11,0,417,851,30.82,79.21000000000001,26.6
8,26,12,0,591,851,31.04,78.25,26.5
8,26,13,0,572,791,36.46,78.56,26.4
8,26,14,0,649,676,45.17,79.3,26.200000000000003
8,26,15,0,450,519,55.56,80.83,25.8
8,26,16,0,255,336,66.7,84.52,25.0
8,26,17,0,97,147,78.06,86.61,24.6
8,27,5,0,16,17,88.32000000000001,99.59,18.8
8,27,6,0,157,172,77.28,95.93,19.6
8,27,7,0,284,372,65.94,88.92,21.1
8,27,8,0,489,559,54.870000000000005,78.52,23.0
8,27,9,0,715,715,44.62,67.92,24.8
8,27,10,0,818,827,36.15,63.34,25.9
8,27,11,0,792,884,31.15,61.35,26.4
8,27,12,0,847,880,31.4,59.08,26.700000000000003
8,27,13,0,707,820,36.79,57.55,26.6
8,27,14,0,619,704,45.48,56.22,26.3
8,27,15,0,532,542,55.85,56.66,25.6
8,27,16,0,352,352,66.98,61.58,24.200000000000003
8,27,17,0,156,156,78.33,68.39,23.3
8,28,5,0,17,17,88.48,88.88,13.8
8,28,6,0,176,176,77.45,80.2,15.8
8,28,7,0,376,376,66.11,71.61,18.7
8,28,8,0,567,567,55.06,59.06,21.5
8,28,9,0,724,724,44.84,50.08,23.0
8,28,10,0,836,836,36.43,47.1,23.9
8,28,11,0,890,890,31.48,46.74,24.5
8,28,12,0,887,887,31.76,47.35,24.9
8,28,13,0,814,822,37.14,48.41,25.0
8,28,14,0,704,704,45.8,50.07,24.700000000000003
8,28,15,0,542,542,56.14,51.98,24.200000000000003
8,28,16,0,350,350,67.26,56.35,23.0
8,28,17,0,153,153,78.61,61.82,22.1
8,29,5,0,14,14,88.64,93.43,15.3
8,29,6,0,157,161,77.61,82.16,18.0
8,29,7,0,274,351,66.29,73.44,20.8
8,29,8,0,407,538,55.25,66.52,23.9
8,29,9,0,634,698,45.06,60.81,26.1
8,29,10,0,466,808,36.7,57.48,27.3
8,29,11,0,435,862,31.82,56.4,28.0
8,29,12,0,191,855,32.12,57.49,28.3
8,29,13,0,518,787,37.48,59.43,28.4
8,29,14,0,579,668,46.11,62.28,28.200000000000003
8,29,15,0,448,506,56.44,66.43,27.700000000000003
8,29,16,0,318,318,67.54,71.96000000000001,27.0
8,29,17,0,88,131,78.89,76.2,26.6
8,30,5,0,8,14,88.8,95.5,16.0
8,30,6,0,98,160,77.78,88.4,17.3
8,30,7,0,234,353,66.46000000000001,79.64,19.5
8,30,8,0,358,539,55.44,68.06,21.700000000000003
8,30,9,0,506,693,45.29,61.5,22.8
8,30,10,0,519,803,36.98,58.65,23.1
8,30,11,0,392,857,32.160000000000004,56.2,23.3
8,30,12,0,496,852,32.49,54.35,23.5
8,30,13,0,539,790,37.83,53.68,23.200000000000003
8,30,14,0,439,673,46.43,53.95,22.6
8,30,15,0,178,514,56.74,56.26,21.700000000000003
8,30,16,0,149,326,67.83,62.870000000000005,20.4
8,30,17,0,60,135,79.18,68.82000000000001,19.700000000000003
8,31,5,0,5,12,88.96000000000001,78.03,14.8
8,31,6,0,72,153,77.95,73.66,16.0
8,31,7,0,199,342,66.64,68.89,17.6
8,31,8,0,301,525,55.63,64.7,19.200000000000003
8,31,9,0,634,679,45.52,63.65,20.5
8,31,10,0,665,787,37.27,62.32,21.700000000000003
8,31,11,0,228,837,32.5,60.29,22.700000000000003
8,31,12,0,809,825,32.85,59.08,23.4
8,31,13,0,533,760,38.18,58.94,23.9
8,31,14,0,383,643,46.75,60.1,24.1
8,31,15,0,220,484,57.04,63.36,23.8
8,31,16,0,109,300,68.12,70.25,22.700000000000003
8,31,17,0,37,119,79.46000000000001,76.74,21.9
9,1,5,1,3,5,89.12,99.15,16.8
9,1,6,1,32,125,78.13,96.57,17.400000000000002
9,1,7,1,137,306,66.81,91.86,18.8
9,1,8,1,263,488,55.83,85.79,21.200000000000003
9,1,9,1,553,643,45.75,81.05,23.4
9,1,10,1,175,753,37.55,76.41,24.700000000000003
9,1,11,1,146,811,32.85,73.81,25.4
9,1,12,1,130,809,33.22,72.32000000000001,25.8
9,1,13,1,107,750,38.53,71.67,26.0
9,1,14,1,204,637,47.08,72.43,25.700000000000003
9,1,15,1,233,481,57.34,74.31,25.1
9,1,16,1,112,297,68.42,78.96000000000001,24.1
9,1,17,1,32,116,79.75,83.31,23.5
