month,day,hour,seasons,ghi,clearsky_ghi,solar_zenith_angle,relative_humidity,temperature
1,1,5,2,0,0,115.67,92.9,-1.7000000000000002
1,1,5,2,0,0,110.09,92.9,-1.7000000000000002
1,1,6,2,0,0,104.6,89.59,-1.8
1,1,6,2,0,0,99.26,90.35,-1.9
1,1,7,2,0,0,94.08,86.69,-2.0
1,1,7,2,3,15,88.73,84.88,-1.7000000000000002
1,1,8,2,9,72,84.26,80.19,-1.4
1,1,8,2,16,143,79.93,77.87,-1.0
1,1,9,2,25,216,75.93,74.94,-0.6000000000000001
1,1,9,2,34,283,72.36,72.27,-0.1
1,1,10,2,44,342,69.29,72.0,0.4
1,1,10,2,53,390,66.81,69.45,0.9
1,1,11,2,53,424,64.98,69.57000000000001,1.3
1,1,11,2,64,445,63.86,68.58,1.5
1,1,12,2,72,451,63.49,68.92,1.7000000000000002
1,1,12,2,67,444,63.88,68.92,1.7000000000000002
1,1,13,2,50,421,65.02,69.28,1.7000000000000002
1,1,13,2,45,386,66.87,69.78,1.6
1,1,14,2,43,339,69.37,70.01,1.5
1,1,14,2,33,279,72.45,72.56,1.0
1,1,15,2,27,211,76.04,78.24,0.6000000000000001
1,1,15,2,17,139,80.04,84.82000000000001,-0.5
1,1,16,2,9,68,84.38,89.41,-1.6
1,1,16,2,4,14,88.85000000000001,90.74,-1.8
1,1,17,2,0,0,94.22,89.08,-2.1
1,1,17,2,0,0,99.4,89.08,-2.1
1,2,5,2,0,0,115.71,92.45,-2.8000000000000003
1,2,5,2,0,0,110.12,91.76,-2.7
1,2,6,2,0,0,104.64,90.97,-2.6
1,2,6,2,0,0,99.28,90.39,-2.5
1,2,7,2,0,0,94.1,88.32000000000001,-2.3000000000000003
1,2,7,2,4,16,88.75,85.75,-1.9
1,2,8,2,11,73,84.27,79.7,-1.5
1,2,8,2,22,145,79.92,77.89,-1.2000000000000002
1,2,9,2,29,217,75.92,71.88,-1.0
1,2,9,2,33,284,72.34,71.35000000000001,-0.9
1,2,10,2,36,344,69.26,70.28,-0.9
1,2,10,2,52,392,66.76,69.77,-0.8
1,2,11,2,57,428,64.92,69.77,-0.7000000000000001
1,2,11,2,55,449,63.78,69.27,-0.6000000000000001
1,2,12,2,51,457,63.4,70.26,-0.6000000000000001
1,2,12,2,97,451,63.78,70.18,-0.6000000000000001
1,2,13,2,64,431,64.91,71.58,-0.6000000000000001
1,2,13,2,66,395,66.75,72.03,-0.7000000000000001
1,2,14,2,44,348,69.25,74.57000000000001,-0.8
1,2,14,2,41,289,72.32000000000001,75.11,-0.9
1,2,15,2,29,219,75.9,78.76,-1.1
1,2,15,2,17,145,79.91,79.92,-1.3
1,2,16,2,8,72,84.25,82.83,-1.5
1,2,16,2,4,15,88.73,84.05,-1.7000000000000002
1,2,17,2,0,0,94.08,84.39,-1.9
1,2,17,2,0,0,99.26,84.39,-1.9
1,3,5,2,0,0,115.75,92.79,-4.6000000000000005
1,3,5,2,0,0,110.15,92.79,-4.6000000000000005
1,3,6,2,0,0,104.66,93.04,-4.6000000000000005
1,3,6,2,0,0,99.31,92.34,-4.5
1,3,7,2,0,0,94.12,91.57,-4.3
1,3,7,2,7,18,88.75,87.54,-3.7
1,3,8,2,41,81,84.27,85.87,-3.0
1,3,8,2,153,157,79.92,78.58,-1.8
1,3,9,2,233,233,75.9,73.69,-0.7000000000000001
1,3,9,2,303,303,72.31,68.04,0.4
1,3,10,2,363,363,69.22,64.43,1.4
1,3,10,2,412,412,66.71000000000001,60.79,2.2
1,3,11,2,447,447,64.85,59.99,2.9000000000000004
1,3,11,2,468,468,63.7,57.44,3.5
1,3,12,2,476,476,63.3,57.06,4.0
1,3,12,2,468,468,63.67,55.870000000000005,4.3
1,3,13,2,444,444,64.79,56.56,4.6000000000000005
1,3,13,2,408,408,66.63,56.96,4.5
1,3,14,2,358,358,69.12,59.96,4.4
1,3,14,2,298,298,72.19,63.41,3.6
1,3,15,2,228,228,75.76,71.86,2.8000000000000003
1,3,15,2,153,153,79.77,78.83,1.5
1,3,16,2,79,79,84.11,83.29,0.2
1,3,16,2,17,17,88.61,85.12,-0.1
1,3,17,2,0,0,93.94,85.26,-0.4
1,3,17,2,0,0,99.12,85.26,-0.4
1,4,5,2,0,0,115.77,90.26,-2.1
1,4,5,2,0,0,110.18,90.26,-2.1
1,4,6,2,0,0,104.68,90.09,-2.1
1,4,6,2,0,0,99.32,89.43,-2.0
1,4,7,2,0,0,94.13,89.77,-1.9
1,4,7,2,17,17,88.76,80.95,-0.5
1,4,8,2,78,79,84.26,81.06,0.8
1,4,8,2,154,154,79.9,75.99,1.7000000000000002
1,4,9,2,229,229,75.87,71.07000000000001,2.5
1,4,9,2,298,298,72.27,66.62,3.4000000000000004
1,4,10,2,359,359,69.17,70.18,4.2
1,4,10,2,408,408,66.64,65.85,5.1000000000000005
1,4,11,2,444,444,64.77,67.73,6.0
1,4,11,2,424,466,63.61,63.17,7.0
1,4,12,2,407,473,63.2,56.49,8.0
1,4,12,2,387,466,63.56,55.67,8.200000000000001
1,4,13,2,384,443,64.67,57.38,8.3
1,4,13,2,389,408,66.5,58.95,7.9
1,4,14,2,360,360,68.98,68.49,7.4
1,4,14,2,300,300,72.05,76.44,5.800000000000001
1,4,15,2,231,231,75.62,84.56,4.3
1,4,15,2,156,156,79.62,95.31,2.6
1,4,16,2,82,82,83.97,94.07,0.9
1,4,16,2,18,18,88.48,95.43,0.7000000000000001
1,4,17,2,0,0,93.79,98.78,0.4
1,4,17,2,0,0,98.97,98.78,0.4
1,5,5,2,0,0,115.79,100.0,-0.5
1,5,5,2,0,0,110.2,100.0,-0.3
1,5,6,2,0,0,104.7,100.0,-0.2
1,5,6,2,0,0,99.33,100.0,-0.2
1,5,7,2,0,0,94.13,99.22,-0.2
1,5,7,2,17,17,88.76,97.19,0.1
1,5,8,2,78,78,84.25,96.57,0.5
1,5,8,2,143,152,79.88,90.52,1.4
1,5,9,2,226,226,75.84,90.71,2.3000000000000003
1,5,9,2,295,295,72.22,82.74,3.6
1,5,10,2,354,354,69.11,82.82000000000001,4.800000000000001
1,5,10,2,403,403,66.57000000000001,75.17,6.2
1,5,11,2,439,439,64.69,72.91,7.5
1,5,11,2,461,461,63.51,69.06,8.3
1,5,12,2,470,470,63.09,69.59,9.2
1,5,12,2,463,463,63.440000000000005,67.74,9.6
1,5,13,2,442,442,64.54,70.22,10.0
1,5,13,2,407,407,66.36,71.16,9.8
1,5,14,2,360,360,68.84,76.79,9.6
1,5,14,2,300,300,71.9,85.54,8.0
1,5,15,2,232,232,75.47,91.42,6.4
1,5,15,2,158,158,79.47,100.0,4.6000000000000005
1,5,16,2,83,83,83.82000000000001,100.0,2.7
1,5,16,2,18,19,88.34,100.0,2.4000000000000004
1,5,17,2,0,0,93.64,100.0,2.1
1,5,17,2,0,0,98.82,100.0,2.1
1,6,5,2,0,0,115.81,99.33,-0.7000000000000001
1,6,5,2,0,0,110.21,99.33,-0.7000000000000001
1,6,6,2,0,0,104.71,99.14,-0.6000000000000001
1,6,6,2,0,0,99.33,98.52,-0.5
1,6,7,2,0,0,94.13,99.43,-0.4
1,6,7,2,9,16,88.75,94.51,0.3
1,6,8,2,43,75,84.23,96.55,1.1
1,6,8,2,98,148,79.85000000000001,91.92,1.8
1,6,9,2,155,221,75.8,94.22,2.6
1,6,9,2,199,290,72.17,89.04,3.4000000000000004
1,6,10,2,266,351,69.04,87.78,4.2
1,6,10,2,296,399,66.49,84.10000000000001,4.800000000000001
1,6,11,2,272,435,64.59,82.05,5.300000000000001
1,6,11,2,319,458,63.41,79.26,5.800000000000001
1,6,12,2,344,466,62.97,77.01,6.300000000000001
1,6,12,2,291,459,63.31,77.01,6.300000000000001
1,6,13,2,275,438,64.4,76.75,6.4
1,6,13,2,161,403,66.22,77.28,6.300000000000001
1,6,14,2,114,356,68.69,79.74,6.1000000000000005
1,6,14,2,52,297,71.75,82.54,5.6000000000000005
1,6,15,2,43,230,75.32000000000001,85.74,5.1000000000000005
1,6,15,2,46,156,79.32000000000001,87.55,4.800000000000001
1,6,16,2,44,83,83.66,89.03,4.4
1,6,16,2,7,22,88.19,90.28,4.2
1,6,17,2,0,0,93.48,91.36,4.0
1,6,17,2,0,0,98.66,91.36,4.0
1,7,5,2,0,0,115.82,95.72,6.6000000000000005
1,7,5,2,0,0,110.22,93.77,6.9
1,7,6,2,0,0,104.71,94.32,7.1000000000000005
1,7,6,2,0,0,99.33,93.58,7.2
1,7,7,2,0,0,94.12,93.49,7.4
1,7,7,2,2,13,88.75,91.6,7.7
1,7,8,2,5,64,84.21000000000001,92.44,8.0
1,7,8,2,8,131,79.82000000000001,89.97,8.4
1,7,9,2,11,201,75.76,92.91,8.8
1,7,9,2,25,267,72.11,89.74,9.3
1,7,10,2,41,326,68.97,92.28,9.8
1,7,10,2,31,376,66.41,89.25,10.3
1,7,11,2,76,414,64.5,91.34,10.8
1,7,11,2,88,440,63.3,88.27,11.3
1,7,12,2,58,451,62.85,91.21,11.7
1,7,12,2,50,446,63.18,87.68,12.3
1,7,13,2,108,427,64.26,90.92,12.9
1,7,13,2,98,395,66.07000000000001,88.01,13.4
1,7,14,2,101,349,68.53,89.18,13.9
1,7,14,2,65,295,71.59,89.28,13.9
1,7,15,2,197,232,75.16,84.91,13.9
1,7,15,2,161,161,79.16,91.2,12.8
1,7,16,2,88,88,83.51,86.79,11.7
1,7,16,2,24,24,88.06,94.68,10.4
1,7,17,2,0,0,93.32,95.44,9.1
1,7,17,2,0,0,98.51,95.44,9.1
1,8,5,2,0,0,115.83,100.0,4.2
1,8,5,2,0,0,110.22,100.0,4.1000000000000005
1,8,6,2,0,0,104.71,100.0,4.0
1,8,6,2,0,0,99.32,100.0,3.9
1,8,7,2,0,0,94.1,99.39,3.7
1,8,7,2,8,17,88.72,98.69,3.8
1,8,8,2,42,78,84.18,95.93,3.9
1,8,8,2,109,153,79.77,92.73,4.4
1,8,9,2,223,229,75.7,85.03,4.9
1,8,9,2,282,299,72.05,82.79,5.300000000000001
1,8,10,2,277,360,68.89,78.5,5.7
1,8,10,2,404,410,66.32000000000001,75.84,6.2
1,8,11,2,449,449,64.39,67.85,6.6000000000000005
1,8,11,2,468,474,63.18,66.02,7.0
1,8,12,2,486,486,62.72,53.870000000000005,7.4
1,8,12,2,483,483,63.03,53.870000000000005,7.4
1,8,13,2,465,465,64.11,47.42,7.4
1,8,13,2,430,430,65.91,48.07,7.2
1,8,14,2,385,385,68.37,46.91,7.0
1,8,14,2,324,324,71.42,48.22,6.6000000000000005
1,8,15,2,251,251,74.99,51.02,6.1000000000000005
1,8,15,2,174,174,78.99,53.55,5.4
1,8,16,2,96,96,83.34,59.96,4.6000000000000005
1,8,16,2,27,27,87.89,61.73,4.2
1,8,17,2,0,0,93.16,65.96000000000001,3.7
1,8,17,2,0,0,98.34,65.96000000000001,3.7
1,9,5,2,0,0,115.83,65.66,-6.1000000000000005
1,9,5,2,0,0,110.21,66.67,-6.300000000000001
1,9,6,2,0,0,104.7,66.15,-6.5
1,9,6,2,0,0,99.31,66.66,-6.6000000000000005
1,9,7,2,0,0,94.08,65.34,-6.7
1,9,7,2,8,19,88.67,64.41,-6.5
1,9,8,2,45,85,84.13,61.72,-6.300000000000001
1,9,8,2,112,162,79.72,60.78,-6.1000000000000005
1,9,9,2,228,239,75.64,59.13,-5.9
1,9,9,2,311,311,71.97,57.8,-5.6000000000000005
1,9,10,2,373,373,68.8,57.09,-5.300000000000001
1,9,10,2,409,423,66.21000000000001,55.39,-4.9
1,9,11,2,426,461,64.27,55.38,-4.6000000000000005
1,9,11,2,465,485,63.05,54.14,-4.3
1,9,12,2,373,495,62.58,54.21,-4.0
1,9,12,2,379,489,62.88,53.81,-3.9
1,9,13,2,395,468,63.95,54.3,-3.8
1,9,13,2,429,433,65.74,54.3,-3.8
1,9,14,2,385,385,68.2,54.82,-3.8
1,9,14,2,325,325,71.25,56.120000000000005,-4.1000000000000005
1,9,15,2,255,255,74.82000000000001,57.2,-4.3
1,9,15,2,178,178,78.82000000000001,58.95,-4.7
1,9,16,2,99,99,83.17,62.82,-5.2
1,9,16,2,28,28,87.72,64.26,-5.5
1,9,17,2,0,0,92.99,69.5,-5.800000000000001
1,9,17,2,0,0,98.18,69.5,-5.800000000000001
1,10,5,2,0,0,115.82,66.63,-7.800000000000001
1,10,5,2,0,0,110.2,66.63,-7.800000000000001
1,10,6,2,0,0,104.68,66.52,-7.800000000000001
1,10,6,2,0,0,99.29,66.52,-7.800000000000001
1,10,7,2,0,0,94.05,66.88,-7.9
1,10,7,2,10,18,88.64,65.85,-7.7
1,10,8,2,49,81,84.09,65.53,-7.5
1,10,8,2,103,158,79.66,63.54,-7.1000000000000005
1,10,9,2,164,234,75.57000000000001,63.91,-6.7
1,10,9,2,164,305,71.89,61.04,-6.1000000000000005
1,10,10,2,270,367,68.71000000000001,62.53,-5.6000000000000005
1,10,10,2,417,417,66.11,60.14,-5.1000000000000005
1,10,11,2,455,455,64.15,61.4,-4.5
1,10,11,2,478,478,62.91,59.58,-4.1000000000000005
1,10,12,2,488,488,62.43,61.1,-3.7
1,10,12,2,482,482,62.73,59.75,-3.4000000000000004
1,10,13,2,462,462,63.79,60.51,-3.1
1,10,13,2,427,427,65.57000000000001,60.06,-3.0
1,10,14,2,380,380,68.03,60.08,-2.8000000000000003
1,10,14,2,322,322,71.08,60.53,-2.9000000000000004
1,10,15,2,254,254,74.64,61.3,-3.0
1,10,15,2,178,178,78.65,63.09,-3.4000000000000004
1,10,16,2,100,100,83.0,73.91,-3.8
1,10,16,2,30,30,87.56,75.67,-4.1000000000000005
1,10,17,2,0,0,92.82,81.74,-4.3
1,10,17,2,0,0,98.01,81.74,-4.3
1,11,5,2,0,0,115.8,96.83,-8.0
1,11,5,2,0,0,110.19,96.83,-8.0
1,11,6,2,0,0,104.66,97.02,-8.0
1,11,6,2,0,0,99.26,95.52,-7.800000000000001
1,11,7,2,0,0,94.02,95.23,-7.7
1,11,7,2,11,18,88.60000000000001,88.85000000000001,-6.800000000000001
1,11,8,2,52,81,84.04,86.12,-5.800000000000001
1,11,8,2,105,157,79.60000000000001,79.23,-4.7
1,11,9,2,161,234,75.5,75.06,-3.6
1,11,9,2,206,305,71.8,71.17,-2.9000000000000004
1,11,10,2,130,367,68.61,68.72,-2.1
1,11,10,2,114,418,65.99,67.22,-1.8
1,11,11,2,169,455,64.02,66.75,-1.4
1,11,11,2,209,478,62.77,65.78,-1.2000000000000002
1,11,12,2,211,485,62.28,65.89,-0.9
1,11,12,2,155,480,62.56,65.83,-0.9
1,11,13,2,152,460,63.620000000000005,66.85,-0.8
1,11,13,2,104,425,65.4,67.34,-0.9
1,11,14,2,61,377,67.85,69.39,-1.0
1,11,14,2,35,317,70.9,70.41,-1.2000000000000002
1,11,15,2,47,249,74.46000000000001,74.10000000000001,-1.3
1,11,15,2,45,174,78.47,75.75,-1.6
1,11,16,2,27,98,82.83,82.33,-1.9
1,11,16,2,11,31,87.4,83.55,-2.1
1,11,17,2,0,0,92.65,85.73,-2.3000000000000003
1,11,17,2,0,0,97.84,85.73,-2.3000000000000003
1,12,5,2,0,0,115.79,94.46,-3.1
1,12,5,2,0,0,110.16,94.46,-3.1
1,12,6,2,0,0,104.63,94.54,-3.1
1,12,6,2,0,0,99.23,93.93,-3.0
1,12,7,2,0,0,93.98,94.06,-3.0
1,12,7,2,4,17,88.56,93.37,-2.9000000000000004
1,12,8,2,11,76,83.98,93.36,-2.7
1,12,8,2,16,151,79.53,91.31,-2.4000000000000004
1,12,9,2,20,228,75.42,91.29,-2.0
1,12,9,2,38,300,71.71000000000001,89.21000000000001,-1.7000000000000002
1,12,10,2,48,362,68.5,89.81,-1.4
1,12,10,2,72,414,65.87,89.15,-1.3
1,12,11,2,93,452,63.89,89.59,-1.1
1,12,11,2,68,476,62.620000000000005,88.93,-1.0
1,12,12,2,55,485,62.120000000000005,89.17,-0.8
1,12,12,2,109,480,62.39,89.17,-0.8
1,12,13,2,109,459,63.440000000000005,89.53,-0.7000000000000001
1,12,13,2,71,424,65.22,89.53,-0.7000000000000001
1,12,14,2,43,375,67.67,90.05,-0.7000000000000001
1,12,14,2,54,314,70.71000000000001,91.37,-0.9
1,12,15,2,61,243,74.28,91.66,-1.0
1,12,15,2,46,168,78.29,93.7,-1.3
1,12,16,2,22,92,82.65,93.4,-1.6
1,12,16,2,10,29,87.23,94.79,-1.8
1,12,17,2,0,0,92.47,93.86,-2.0
1,12,17,2,0,0,97.66,93.86,-2.0
1,13,5,2,0,0,115.76,93.04,-3.8
1,13,5,2,0,0,110.14,93.04,-3.8
1,13,6,2,0,0,104.6,92.73,-3.9
1,13,6,2,0,0,99.19,92.14,-3.8
1,13,7,2,0,0,93.93,91.9,-3.8
1,13,7,2,14,16,88.51,89.19,-3.4000000000000004
1,13,8,2,73,75,83.92,89.57000000000001,-3.1
1,13,8,2,133,150,79.46000000000001,86.95,-2.7
1,13,9,2,196,229,75.33,86.44,-2.3000000000000003
1,13,9,2,229,303,71.61,84.01,-1.9
1,13,10,2,299,368,68.39,83.99,-1.5
1,13,10,2,380,421,65.74,81.48,-1.1
1,13,11,2,437,461,63.75,81.56,-0.6000000000000001
1,13,11,2,436,487,62.47,79.8,-0.3
1,13,12,2,342,499,61.95,80.35000000000001,0.0
1,13,12,2,247,494,62.22,79.77,0.1
1,13,13,2,194,475,63.26,79.76,0.3
1,13,13,2,187,441,65.03,79.76,0.3
1,13,14,2,277,393,67.48,80.19,0.3
1,13,14,2,275,333,70.52,81.36,0.1
1,13,15,2,209,262,74.09,82.49,-0.2
1,13,15,2,146,185,78.10000000000001,88.09,-1.1
1,13,16,2,89,106,82.46000000000001,88.28,-1.9
1,13,16,2,26,35,87.06,95.15,-2.9000000000000004
1,13,17,2,0,0,92.29,90.57,-3.8
1,13,17,2,0,0,97.49,90.57,-3.8
1,14,5,2,0,0,115.73,100.0,-9.2
1,14,5,2,0,0,110.1,99.91,-9.0
1,14,6,2,0,0,104.56,97.91,-8.700000000000001
1,14,6,2,0,0,99.14,96.39,-8.5
1,14,7,2,0,0,93.88,96.38,-8.3
1,14,7,2,16,20,88.45,89.88,-7.4
1,14,8,2,75,87,83.84,93.5,-6.6000000000000005
1,14,8,2,144,167,79.38,85.33,-5.4
1,14,9,2,208,249,75.23,87.98,-4.1000000000000005
1,14,9,2,255,324,71.5,82.87,-3.3000000000000003
1,14,10,2,334,389,68.27,83.08,-2.5
1,14,10,2,433,443,65.61,80.07000000000001,-2.0
1,14,11,2,446,483,63.6,81.0,-1.5
1,14,11,2,460,509,62.31,79.24,-1.2000000000000002
1,14,12,2,449,520,61.78,79.84,-0.9
1,14,12,2,351,515,62.04,79.26,-0.8
1,14,13,2,313,494,63.07,80.7,-0.8
1,14,13,2,298,459,64.84,81.3,-0.9
1,14,14,2,249,409,67.28,81.77,-0.9
1,14,14,2,192,347,70.33,84.11,-1.3
1,14,15,2,128,275,73.9,85.97,-1.7000000000000002
1,14,15,2,85,195,77.91,90.52,-2.4000000000000004
1,14,16,2,46,113,82.28,90.08,-3.1
1,14,16,2,15,39,86.88,93.5,-3.6
1,14,17,2,0,0,92.11,92.5,-4.1000000000000005
1,14,17,2,0,0,97.31,92.5,-4.1000000000000005
1,15,5,2,0,0,115.69,94.59,-5.9
1,15,5,2,0,0,110.06,95.31,-6.0
1,15,6,2,0,0,104.51,94.32,-6.1000000000000005
1,15,6,2,0,0,99.09,93.61,-6.0
1,15,7,2,0,0,93.82,93.13,-5.9
1,15,7,2,6,19,88.39,87.64,-5.1000000000000005
1,15,8,2,28,85,83.77,90.29,-4.2
1,15,8,2,57,165,79.29,85.68,-3.5
1,15,9,2,88,246,75.13,85.32000000000001,-2.7
1,15,9,2,116,320,71.39,83.45,-2.4000000000000004
1,15,10,2,165,386,68.14,83.22,-2.2
1,15,10,2,178,440,65.46000000000001,82.0,-2.0
1,15,11,2,176,481,63.440000000000005,83.28,-1.9
1,15,11,2,212,506,62.14,82.67,-1.8
1,15,12,2,232,517,61.6,84.82000000000001,-1.8
1,15,12,2,215,512,61.85,84.2,-1.7000000000000002
1,15,13,2,217,491,62.870000000000005,85.43,-1.6
1,15,13,2,224,456,64.64,85.43,-1.6
1,15,14,2,156,408,67.08,86.93,-1.6
1,15,14,2,118,347,70.13,86.93,-1.6
1,15,15,2,105,275,73.7,88.78,-1.7000000000000002
1,15,15,2,77,195,77.71000000000001,90.01,-1.9
1,15,16,2,42,113,82.09,91.46,-2.0
1,15,16,2,16,42,86.7,93.5,-2.3000000000000003
1,15,17,2,2,2,91.92,94.64,-2.6
1,15,17,2,0,0,97.12,94.64,-2.6
1,16,5,2,0,0,115.65,95.38,-3.1
1,16,5,2,0,0,110.01,97.64,-3.4000000000000004
1,16,6,2,0,0,104.46,96.07,-3.6
1,16,6,2,0,0,99.03,96.79,-3.7
1,16,7,2,0,0,93.75,95.25,-3.8
1,16,7,2,9,20,88.33,88.41,-2.8000000000000003
1,16,8,2,41,90,83.69,89.33,-1.8
1,16,8,2,84,172,79.19,83.71000000000001,-0.9
1,16,9,2,136,254,75.02,82.7,0.1
1,16,9,2,173,330,71.27,79.19,0.7000000000000001
1,16,10,2,201,397,68.0,76.11,1.2000000000000002
1,16,10,2,269,451,65.31,75.03,1.4
1,16,11,2,282,491,63.28,74.83,1.6
1,16,11,2,264,516,61.96,74.22,1.7000000000000002
1,16,12,2,224,527,61.41,74.35000000000001,1.8
1,16,12,2,123,522,61.65,73.82000000000001,1.9
1,16,13,2,181,501,62.67,73.7,1.9
1,16,13,2,258,465,64.43,74.23,1.8
1,16,14,2,196,413,66.88,75.75,1.6
1,16,14,2,139,352,69.92,78.51,1.1
1,16,15,2,96,279,73.5,85.99,0.7000000000000001
1,16,15,2,72,198,77.52,90.45,0.0
1,16,16,2,43,116,81.9,88.63,-0.6000000000000001
1,16,16,2,20,43,86.52,89.94,-0.8
1,16,17,2,2,2,91.73,87.94,-1.1
1,16,17,2,0,0,96.94,87.94,-1.1
1,17,5,2,0,0,115.6,95.25,-2.1
1,17,5,2,0,0,109.96,94.55,-2.0
1,17,6,2,0,0,104.4,95.26,-2.0
1,17,6,2,0,0,98.96,95.26,-2.0
1,17,7,2,0,0,93.68,95.54,-2.0
1,17,7,2,12,17,88.26,93.45,-1.7000000000000002
1,17,8,2,52,76,83.60000000000001,94.21,-1.3
1,17,8,2,106,151,79.09,90.17,-0.7000000000000001
1,17,9,2,167,227,74.91,92.0,-0.1
1,17,9,2,191,300,71.14,88.73,0.4
1,17,10,2,193,364,67.86,90.35,0.8
1,17,10,2,155,418,65.16,87.16,1.3
1,17,11,2,255,459,63.11,86.39,1.7000000000000002
1,17,11,2,315,486,61.78,84.56,2.0
1,17,12,2,341,499,61.22,85.4,2.2
1,17,12,2,378,495,61.45,85.4,2.2
1,17,13,2,273,477,62.47,85.81,2.2
1,17,13,2,297,444,64.22,86.43,2.1
1,17,14,2,305,398,66.67,86.37,2.0
1,17,14,2,166,339,69.72,88.24,1.7000000000000002
1,17,15,2,136,270,73.29,90.14,1.4
1,17,15,2,97,193,77.31,95.47,0.6000000000000001
1,17,16,2,53,114,81.7,95.05,-0.2
1,17,16,2,21,44,86.33,97.86,-0.6000000000000001
1,17,17,2,2,2,91.54,95.46,-1.1
1,17,17,2,0,0,96.75,95.46,-1.1
1,18,5,2,0,0,115.54,98.41,-5.300000000000001
1,18,5,2,0,0,109.9,99.16,-5.4
1,18,6,2,0,0,104.34,98.86,-5.4
1,18,6,2,0,0,98.89,97.37,-5.2
1,18,7,2,0,0,93.6,96.88,-5.0
1,18,7,2,8,23,88.17,89.86,-4.0
1,18,8,2,26,89,83.5,90.52,-3.0
1,18,8,2,51,169,78.98,82.83,-1.8
1,18,9,2,59,249,74.79,79.60000000000001,-0.7000000000000001
1,18,9,2,70,324,71.0,76.28,-0.1
1,18,10,2,89,389,67.71000000000001,75.4,0.5
1,18,10,2,130,443,64.99,74.25,0.7000000000000001
1,18,11,2,158,482,62.93,76.64,0.8
1,18,11,2,188,509,61.59,76.64,0.8
1,18,12,2,263,519,61.02,77.55,0.9
1,18,12,2,161,515,61.24,77.55,0.9
1,18,13,2,271,495,62.25,78.58,0.9
1,18,13,2,245,460,64.01,79.15,0.8
1,18,14,2,304,411,66.45,79.64,0.8
1,18,14,2,168,349,69.5,81.38,0.5
1,18,15,2,128,277,73.08,84.58,0.2
1,18,15,2,116,198,77.11,86.35000000000001,-0.1
1,18,16,2,74,117,81.5,87.82000000000001,-0.4
1,18,16,2,27,46,86.14,88.46000000000001,-0.5
1,18,17,2,2,2,91.35,88.85000000000001,-0.6000000000000001
1,18,17,2,0,0,96.56,88.85000000000001,-0.6000000000000001
1,19,5,2,0,0,115.48,95.44,-2.1
1,19,5,2,0,0,109.83,96.86,-2.3000000000000003
1,19,6,2,0,0,104.27,93.44,-2.4000000000000004
1,19,6,2,0,0,98.82,95.54,-2.7
1,19,7,2,0,0,93.52,92.37,-2.9000000000000004
1,19,7,2,8,20,88.09,93.06,-3.0
1,19,8,2,22,82,83.4,90.09,-3.1
1,19,8,2,49,160,78.87,88.76,-2.9000000000000004
1,19,9,2,70,240,74.66,86.39,-2.8000000000000003
1,19,9,2,92,315,70.86,85.2,-2.6
1,19,10,2,98,380,67.55,83.4,-2.4000000000000004
1,19,10,2,130,436,64.82000000000001,82.78,-2.3000000000000003
1,19,11,2,128,478,62.75,81.02,-2.1
1,19,11,2,199,505,61.39,81.02,-2.1
1,19,12,2,100,517,60.81,79.89,-2.0
1,19,12,2,160,514,61.03,79.97,-2.0
1,19,13,2,175,494,62.03,79.13,-2.1
1,19,13,2,241,461,63.79,80.9,-2.4000000000000004
1,19,14,2,126,415,66.23,79.29,-2.6
1,19,14,2,90,355,69.28,81.67,-3.0
1,19,15,2,70,285,72.87,79.71000000000001,-3.3000000000000003
1,19,15,2,45,207,76.9,82.74,-3.8
1,19,16,2,27,125,81.29,81.32000000000001,-4.3
1,19,16,2,12,51,85.95,83.8,-4.7
1,19,17,2,1,3,91.15,82.26,-5.0
1,19,17,2,0,0,96.37,82.26,-5.0
1,20,5,2,0,0,115.41,83.25,-16.400000000000002
1,20,5,2,0,0,109.76,81.19,-16.1
1,20,6,2,0,0,104.19,81.65,-15.7
1,20,6,2,0,0,98.73,80.97,-15.6
1,20,7,2,0,0,93.42,80.55,-15.6
1,20,7,2,17,27,87.98,74.85000000000001,-14.7
1,20,8,2,62,100,83.28,75.47,-13.9
1,20,8,2,91,185,78.74,69.57000000000001,-12.9
1,20,9,2,147,269,74.52,68.71000000000001,-11.9
1,20,9,2,208,346,70.71000000000001,65.55,-11.3
1,20,10,2,265,414,67.39,63.91,-10.6
1,20,10,2,354,470,64.64,60.95,-10.0
1,20,11,2,445,512,62.55,60.51,-9.5
1,20,11,2,417,539,61.19,58.64,-9.1
1,20,12,2,403,550,60.6,57.84,-8.700000000000001
1,20,12,2,457,546,60.81,57.84,-8.700000000000001
1,20,13,2,419,526,61.81,56.7,-8.6
1,20,13,2,395,492,63.56,57.65,-8.8
1,20,14,2,370,442,66.0,57.8,-9.0
1,20,14,2,289,380,69.06,59.18,-9.3
1,20,15,2,241,307,72.65,58.85,-9.6
1,20,15,2,170,226,76.68,60.8,-10.0
1,20,16,2,100,141,81.08,60.09,-10.5
1,20,16,2,39,61,85.74,64.62,-11.4
1,20,17,2,4,6,90.96,62.76,-12.2
1,20,17,2,0,0,96.18,62.76,-12.2
1,21,5,2,0,0,115.33,84.19,-15.2
1,21,5,2,0,0,109.68,80.13,-14.6
1,21,6,2,0,0,104.11,83.49,-14.0
1,21,6,2,0,0,98.64,80.81,-13.6
1,21,7,2,0,0,93.33,82.55,-13.1
