month,hour,seasons,ghi,clearsky_ghi,solar_zenith_angle,relative_humidity,temperature
1,5,2,0,0,110.09,92.9,-1.7000000000000002
1,6,2,0,0,99.26,90.35,-1.9
1,7,2,3,15,88.73,84.88,-1.7000000000000002
1,8,2,16,143,79.93,77.87,-1.0
1,9,2,34,283,72.36,72.27,-0.1
1,10,2,53,390,66.81,69.45,0.9
1,11,2,64,445,63.86,68.58,1.5
1,12,2,67,444,63.88,68.92,1.7000000000000002
1,13,2,45,386,66.87,69.78,1.6
1,14,2,33,279,72.45,72.56,1.0
1,15,2,17,139,80.04,84.82000000000001,-0.5
1,16,2,4,14,88.85000000000001,90.74,-1.8
1,17,2,0,0,99.4,89.08,-2.1
1,18,2,0,0,110.24,91.28,-2.7
1,5,2,0,0,110.12,91.76,-2.7
1,6,2,0,0,99.28,90.39,-2.5
1,7,2,4,16,88.75,85.75,-1.9
1,8,2,22,145,79.92,77.89,-1.2000000000000002
1,9,2,33,284,72.34,71.35000000000001,-0.9
1,10,2,52,392,66.76,69.77,-0.8
1,11,2,55,449,63.78,69.27,-0.6000000000000001
1,12,2,97,451,63.78,70.18,-0.6000000000000001
1,13,2,66,395,66.75,72.03,-0.7000000000000001
1,14,2,41,289,72.32000000000001,75.11,-0.9
1,15,2,17,145,79.91,79.92,-1.3
1,16,2,4,15,88.73,84.05,-1.7000000000000002
1,17,2,0,0,99.26,84.39,-1.9
1,18,2,0,0,110.1,84.52,-2.5
1,5,2,0,0,110.15,92.79,-4.6000000000000005
1,6,2,0,0,99.31,92.34,-4.5
1,7,2,7,18,88.75,87.54,-3.7
1,8,2,153,157,79.92,78.58,-1.8
1,9,2,303,303,72.31,68.04,0.4
1,10,2,412,412,66.71000000000001,60.79,2.2
1,11,2,468,468,63.7,57.44,3.5
1,12,2,468,468,63.67,55.870000000000005,4.3
1,13,2,408,408,66.63,56.96,4.5
1,14,2,298,298,72.19,63.41,3.6
1,15,2,153,153,79.77,78.83,1.5
1,16,2,17,17,88.61,85.12,-0.1
1,17,2,0,0,99.12,85.26,-0.4
1,18,2,0,0,109.96,87.39,-0.9
1,5,2,0,0,110.18,90.26,-2.1
1,6,2,0,0,99.32,89.43,-2.0
1,7,2,17,17,88.76,80.95,-0.5
1,8,2,154,154,79.9,75.99,1.7000000000000002
1,9,2,298,298,72.27,66.62,3.4000000000000004
1,10,2,408,408,66.64,65.85,5.1000000000000005
1,11,2,424,466,63.61,63.17,7.0
1,12,2,387,466,63.56,55.67,8.200000000000001
1,13,2,389,408,66.5,58.95,7.9
1,14,2,300,300,72.05,76.44,5.800000000000001
1,15,2,156,156,79.62,95.31,2.6
1,16,2,18,18,88.48,95.43,0.7000000000000001
1,17,2,0,0,98.97,98.78,0.4
1,18,2,0,0,109.81,99.19,0.6000000000000001
1,5,2,0,0,110.2,100.0,-0.3
1,6,2,0,0,99.33,100.0,-0.2
1,7,2,17,17,88.76,97.19,0.1
1,8,2,143,152,79.88,90.52,1.4
1,9,2,295,295,72.22,82.74,3.6
1,10,2,403,403,66.57000000000001,75.17,6.2
1,11,2,461,461,63.51,69.06,8.3
1,12,2,463,463,63.440000000000005,67.74,9.6
1,13,2,407,407,66.36,71.16,9.8
1,14,2,300,300,71.9,85.54,8.0
1,15,2,158,158,79.47,100.0,4.6000000000000005
1,16,2,18,19,88.34,100.0,2.4000000000000004
1,17,2,0,0,98.82,100.0,2.1
1,18,2,0,0,109.66,100.0,1.9
1,5,2,0,0,110.21,99.33,-0.7000000000000001
1,6,2,0,0,99.33,98.52,-0.5
1,7,2,9,16,88.75,94.51,0.3
1,8,2,98,148,79.85000000000001,91.92,1.8
1,9,2,199,290,72.17,89.04,3.4000000000000004
1,10,2,296,399,66.49,84.10000000000001,4.800000000000001
1,11,2,319,458,63.41,79.26,5.800000000000001
1,12,2,291,459,63.31,77.01,6.300000000000001
1,13,2,161,403,66.22,77.28,6.300000000000001
1,14,2,52,297,71.75,82.54,5.6000000000000005
1,15,2,46,156,79.32000000000001,87.55,4.800000000000001
1,16,2,7,22,88.19,90.28,4.2
1,17,2,0,0,98.66,91.36,4.0
1,18,2,0,0,109.51,92.07,3.9
1,5,2,0,0,110.22,93.77,6.9
1,6,2,0,0,99.33,93.58,7.2
1,7,2,2,13,88.75,91.6,7.7
1,8,2,8,131,79.82000000000001,89.97,8.4
1,9,2,25,267,72.11,89.74,9.3
1,10,2,31,376,66.41,89.25,10.3
1,11,2,88,440,63.3,88.27,11.3
1,12,2,50,446,63.18,87.68,12.3
1,13,2,98,395,66.07000000000001,88.01,13.4
1,14,2,65,295,71.59,89.28,13.9
1,15,2,161,161,79.16,91.2,12.8
1,16,2,24,24,88.06,94.68,10.4
1,17,2,0,0,98.51,95.44,9.1
1,18,2,0,0,109.35,100.0,7.1000000000000005
1,5,2,0,0,110.22,100.0,4.1000000000000005
1,6,2,0,0,99.32,100.0,3.9
1,7,2,8,17,88.72,98.69,3.8
1,8,2,109,153,79.77,92.73,4.4
1,9,2,282,299,72.05,82.79,5.300000000000001
1,10,2,404,410,66.32000000000001,75.84,6.2
1,11,2,468,474,63.18,66.02,7.0
1,12,2,483,483,63.03,53.870000000000005,7.4
1,13,2,430,430,65.91,48.07,7.2
1,14,2,324,324,71.42,48.22,6.6000000000000005
1,15,2,174,174,78.99,53.55,5.4
1,16,2,27,27,87.89,61.73,4.2
1,17,2,0,0,98.34,65.96000000000001,3.7
1,18,2,0,0,109.19,72.89,2.3000000000000003
1,5,2,0,0,110.21,66.67,-6.300000000000001
1,6,2,0,0,99.31,66.66,-6.6000000000000005
1,7,2,8,19,88.67,64.41,-6.5
1,8,2,112,162,79.72,60.78,-6.1000000000000005
1,9,2,311,311,71.97,57.8,-5.6000000000000005
1,10,2,409,423,66.21000000000001,55.39,-4.9
1,11,2,465,485,63.05,54.14,-4.3
1,12,2,379,489,62.88,53.81,-3.9
1,13,2,429,433,65.74,54.3,-3.8
1,14,2,325,325,71.25,56.120000000000005,-4.1000000000000005
1,15,2,178,178,78.82000000000001,58.95,-4.7
1,16,2,28,28,87.72,64.26,-5.5
1,17,2,0,0,98.18,69.5,-5.800000000000001
1,18,2,0,0,109.03,73.57000000000001,-6.2
1,5,2,0,0,110.2,66.63,-7.800000000000001
1,6,2,0,0,99.29,66.52,-7.800000000000001
1,7,2,10,18,88.64,65.85,-7.7
1,8,2,103,158,79.66,63.54,-7.1000000000000005
1,9,2,164,305,71.89,61.04,-6.1000000000000005
1,10,2,417,417,66.11,60.14,-5.1000000000000005
1,11,2,478,478,62.91,59.58,-4.1000000000000005
1,12,2,482,482,62.73,59.75,-3.4000000000000004
1,13,2,427,427,65.57000000000001,60.06,-3.0
1,14,2,322,322,71.08,60.53,-2.9000000000000004
1,15,2,178,178,78.65,63.09,-3.4000000000000004
1,16,2,30,30,87.56,75.67,-4.1000000000000005
1,17,2,0,0,98.01,81.74,-4.3
1,18,2,0,0,108.86,84.93,-5.1000000000000005
1,5,2,0,0,110.19,96.83,-8.0
1,6,2,0,0,99.26,95.52,-7.800000000000001
1,7,2,11,18,88.60000000000001,88.85000000000001,-6.800000000000001
1,8,2,105,157,79.60000000000001,79.23,-4.7
1,9,2,206,305,71.8,71.17,-2.9000000000000004
1,10,2,114,418,65.99,67.22,-1.8
1,11,2,209,478,62.77,65.78,-1.2000000000000002
1,12,2,155,480,62.56,65.83,-0.9
1,13,2,104,425,65.4,67.34,-0.9
1,14,2,35,317,70.9,70.41,-1.2000000000000002
1,15,2,45,174,78.47,75.75,-1.6
1,16,2,11,31,87.4,83.55,-2.1
1,17,2,0,0,97.84,85.73,-2.3000000000000003
1,18,2,0,0,108.69,86.76,-2.5
1,5,2,0,0,110.16,94.46,-3.1
1,6,2,0,0,99.23,93.93,-3.0
1,7,2,4,17,88.56,93.37,-2.9000000000000004
1,8,2,16,151,79.53,91.31,-2.4000000000000004
1,9,2,38,300,71.71000000000001,89.21000000000001,-1.7000000000000002
1,10,2,72,414,65.87,89.15,-1.3
1,11,2,68,476,62.620000000000005,88.93,-1.0
1,12,2,109,480,62.39,89.17,-0.8
1,13,2,71,424,65.22,89.53,-0.7000000000000001
1,14,2,54,314,70.71000000000001,91.37,-0.9
1,15,2,46,168,78.29,93.7,-1.3
1,16,2,10,29,87.23,94.79,-1.8
1,17,2,0,0,97.66,93.86,-2.0
1,18,2,0,0,108.52,94.32,-2.3000000000000003
1,5,2,0,0,110.14,93.04,-3.8
1,6,2,0,0,99.19,92.14,-3.8
1,7,2,14,16,88.51,89.19,-3.4000000000000004
1,8,2,133,150,79.46000000000001,86.95,-2.7
1,9,2,229,303,71.61,84.01,-1.9
1,10,2,380,421,65.74,81.48,-1.1
1,11,2,436,487,62.47,79.8,-0.3
1,12,2,247,494,62.22,79.77,0.1
1,13,2,187,441,65.03,79.76,0.3
1,14,2,275,333,70.52,81.36,0.1
1,15,2,146,185,78.10000000000001,88.09,-1.1
1,16,2,26,35,87.06,95.15,-2.9000000000000004
1,17,2,0,0,97.49,90.57,-3.8
1,18,2,0,0,108.35,94.94,-5.5
1,5,2,0,0,110.1,99.91,-9.0
1,6,2,0,0,99.14,96.39,-8.5
1,7,2,16,20,88.45,89.88,-7.4
1,8,2,144,167,79.38,85.33,-5.4
1,9,2,255,324,71.5,82.87,-3.3000000000000003
1,10,2,433,443,65.61,80.07000000000001,-2.0
1,11,2,460,509,62.31,79.24,-1.2000000000000002
1,12,2,351,515,62.04,79.26,-0.8
1,13,2,298,459,64.84,81.3,-0.9
1,14,2,192,347,70.33,84.11,-1.3
1,15,2,85,195,77.91,90.52,-2.4000000000000004
1,16,2,15,39,86.88,93.5,-3.6
1,17,2,0,0,97.31,92.5,-4.1000000000000005
1,18,2,0,0,108.18,93.9,-4.4
1,5,2,0,0,110.06,95.31,-6.0
1,6,2,0,0,99.09,93.61,-6.0
1,7,2,6,19,88.39,87.64,-5.1000000000000005
1,8,2,57,165,79.29,85.68,-3.5
1,9,2,116,320,71.39,83.45,-2.4000000000000004
1,10,2,178,440,65.46000000000001,82.0,-2.0
1,11,2,212,506,62.14,82.67,-1.8
1,12,2,215,512,61.85,84.2,-1.7000000000000002
1,13,2,224,456,64.64,85.43,-1.6
1,14,2,118,347,70.13,86.93,-1.6
1,15,2,77,195,77.71000000000001,90.01,-1.9
1,16,2,16,42,86.7,93.5,-2.3000000000000003
1,17,2,0,0,97.12,94.64,-2.6
1,18,2,0,0,108.0,95.55,-2.7
1,5,2,0,0,110.01,97.64,-3.4000000000000004
1,6,2,0,0,99.03,96.79,-3.7
1,7,2,9,20,88.33,88.41,-2.8000000000000003
1,8,2,84,172,79.19,83.71000000000001,-0.9
1,9,2,173,330,71.27,79.19,0.7000000000000001
1,10,2,269,451,65.31,75.03,1.4
1,11,2,264,516,61.96,74.22,1.7000000000000002
1,12,2,123,522,61.65,73.82000000000001,1.9
1,13,2,258,465,64.43,74.23,1.8
1,14,2,139,352,69.92,78.51,1.1
1,15,2,72,198,77.52,90.45,0.0
1,16,2,20,43,86.52,89.94,-0.8
1,17,2,0,0,96.94,87.94,-1.1
1,18,2,0,0,107.82,87.15,-1.3
1,5,2,0,0,109.96,94.55,-2.0
1,6,2,0,0,98.96,95.26,-2.0
1,7,2,12,17,88.26,93.45,-1.7000000000000002
1,8,2,106,151,79.09,90.17,-0.7000000000000001
1,9,2,191,300,71.14,88.73,0.4
1,10,2,155,418,65.16,87.16,1.3
1,11,2,315,486,61.78,84.56,2.0
1,12,2,378,495,61.45,85.4,2.2
1,13,2,297,444,64.22,86.43,2.1
1,14,2,166,339,69.72,88.24,1.7000000000000002
1,15,2,97,193,77.31,95.47,0.6000000000000001
1,16,2,21,44,86.33,97.86,-0.6000000000000001
1,17,2,0,0,96.75,95.46,-1.1
1,18,2,0,0,107.64,96.24,-1.6
1,5,2,0,0,109.9,99.16,-5.4
1,6,2,0,0,98.89,97.37,-5.2
1,7,2,8,23,88.17,89.86,-4.0
1,8,2,51,169,78.98,82.83,-1.8
1,9,2,70,324,71.0,76.28,-0.1
1,10,2,130,443,64.99,74.25,0.7000000000000001
1,11,2,188,509,61.59,76.64,0.8
1,12,2,161,515,61.24,77.55,0.9
1,13,2,245,460,64.01,79.15,0.8
1,14,2,168,349,69.5,81.38,0.5
1,15,2,116,198,77.11,86.35000000000001,-0.1
1,16,2,27,46,86.14,88.46000000000001,-0.5
1,17,2,0,0,96.56,88.85000000000001,-0.6000000000000001
1,18,2,0,0,107.46,90.62,-0.8
1,5,2,0,0,109.83,96.86,-2.3000000000000003
1,6,2,0,0,98.82,95.54,-2.7
1,7,2,8,20,88.09,93.06,-3.0
1,8,2,49,160,78.87,88.76,-2.9000000000000004
1,9,2,92,315,70.86,85.2,-2.6
1,10,2,130,436,64.82000000000001,82.78,-2.3000000000000003
1,11,2,199,505,61.39,81.02,-2.1
1,12,2,160,514,61.03,79.97,-2.0
1,13,2,241,461,63.79,80.9,-2.4000000000000004
1,14,2,90,355,69.28,81.67,-3.0
1,15,2,45,207,76.9,82.74,-3.8
1,16,2,12,51,85.95,83.8,-4.7
1,17,2,0,0,96.37,82.26,-5.0
1,18,2,0,0,107.27,86.54,-6.1000000000000005
1,5,2,0,0,109.76,81.19,-16.1
1,6,2,0,0,98.73,80.97,-15.6
1,7,2,17,27,87.98,74.85000000000001,-14.7
1,8,2,91,185,78.74,69.57000000000001,-12.9
1,9,2,208,346,70.71000000000001,65.55,-11.3
1,10,2,354,470,64.64,60.95,-10.0
1,11,2,417,539,61.19,58.64,-9.1
1,12,2,457,546,60.81,57.84,-8.700000000000001
1,13,2,395,492,63.56,57.65,-8.8
1,14,2,289,380,69.06,59.18,-9.3
1,15,2,170,226,76.68,60.8,-10.0
1,16,2,39,61,85.74,64.62,-11.4
1,17,2,0,0,96.18,62.76,-12.2
1,18,2,0,0,107.08,71.44,-14.9
1,5,2,0,0,109.68,80.13,-14.6
1,6,2,0,0,98.64,80.81,-13.6
1,7,2,14,27,87.88,78.0,-12.4
1,8,2,135,184,78.61,75.79,-11.1
1,9,2,288,347,70.55,71.3,-9.8
1,10,2,332,467,64.46000000000001,67.66,-8.6
1,11,2,446,537,60.98,65.82000000000001,-7.9
1,12,2,472,541,60.58,65.13,-7.6
1,13,2,347,486,63.33,65.32000000000001,-7.6
1,14,2,292,374,68.84,65.79,-7.800000000000001
1,15,2,162,220,76.47,67.77,-8.4
1,16,2,41,58,85.55,68.82000000000001,-8.8
1,17,2,0,0,95.98,70.37,-9.0
1,18,2,0,0,106.9,72.39,-9.3
1,5,2,0,0,109.59,78.83,-8.0
1,6,2,0,0,98.55,77.54,-7.4
1,7,2,12,24,87.79,76.23,-6.4
1,8,2,62,168,78.48,76.0,-4.9
1,9,2,197,323,70.4,77.02,-3.2
1,10,2,188,441,64.27,79.95,-1.6
1,11,2,178,506,60.76,84.19,-0.4
1,12,2,210,512,60.35,88.78,0.3
1,13,2,273,459,63.1,90.94,0.6000000000000001
1,14,2,145,351,68.61,92.42,0.7000000000000001
1,15,2,55,204,76.25,93.15,0.9
1,16,2,17,53,85.35000000000001,94.8,1.0
1,17,2,0,0,95.78,96.73,1.0
1,18,2,0,0,106.71,99.12,0.7000000000000001
1,5,2,0,0,109.5,100.0,0.6000000000000001
1,6,2,0,0,98.44,100.0,0.4
1,7,2,12,25,87.69,100.0,-0.5
1,8,2,68,170,78.34,100.0,-1.9
1,9,2,172,328,70.23,97.36,-3.4000000000000004
1,10,2,245,455,64.08,89.51,-4.3
1,11,2,228,529,60.54,84.39,-4.5
1,12,2,221,539,60.11,83.47,-4.5
1,13,2,248,486,62.86,83.44,-4.6000000000000005
1,14,2,174,378,68.37,83.2,-4.9
1,15,2,193,224,76.03,83.93,-5.4
1,16,2,47,61,85.15,85.35000000000001,-6.0
1,17,2,0,0,95.58,85.61,-6.300000000000001
1,18,2,0,0,106.51,89.23,-7.0
1,5,2,0,0,109.41,89.19,-12.2
1,6,2,0,0,98.33,86.62,-11.8
1,7,2,19,29,87.56,82.48,-10.6
1,8,2,168,185,78.19,81.98,-8.8
1,9,2,273,345,70.05,81.43,-7.300000000000001
1,10,2,266,475,63.870000000000005,80.56,-6.1000000000000005
1,11,2,156,548,60.31,80.28,-5.1000000000000005
1,12,2,284,560,59.870000000000005,80.27,-4.800000000000001
1,13,2,254,505,62.61,79.42,-5.2
1,14,2,251,398,68.13,79.3,-6.2
1,15,2,170,243,75.8,79.26,-7.5
1,16,2,43,74,84.94,79.77,-8.9
1,17,2,0,0,95.38,76.95,-9.6
1,18,2,0,0,106.32,81.82000000000001,-11.7
1,5,2,0,0,109.3,81.08,-24.4
1,6,2,0,0,98.22,80.43,-24.3
1,7,2,27,37,87.41,70.13,-22.6
1,8,2,160,205,78.04,60.81,-19.3
1,9,2,229,373,69.87,59.89,-16.6
1,10,2,341,498,63.66,58.4,-14.6
1,11,2,499,565,60.08,58.36,-12.9
1,12,2,353,565,59.620000000000005,59.66,-11.7
1,13,2,403,502,62.36,62.05,-10.9
1,14,2,198,388,67.89,65.7,-10.4
1,15,2,116,231,75.58,71.18,-10.0
1,16,2,39,67,84.72,78.58,-10.0
1,17,2,0,0,95.18,83.58,-10.0
1,18,2,0,0,106.13,84.78,-9.4
1,5,2,0,0,109.19,79.55,-21.0
1,6,2,0,0,98.1,79.05,-20.700000000000003
1,7,2,28,38,87.29,75.04,-19.6
1,8,2,162,205,77.88,67.23,-17.2
1,9,2,314,369,69.68,67.64,-14.2
1,10,2,410,490,63.45,67.95,-11.4
1,11,2,484,554,59.84,69.08,-9.2
1,12,2,499,555,59.370000000000005,70.75,-7.7
1,13,2,416,494,62.1,74.99,-6.7
1,14,2,255,376,67.65,82.47,-6.1000000000000005
1,15,2,51,221,75.35000000000001,92.27,-6.1000000000000005
1,16,2,34,62,84.52,95.85,-6.4
1,17,2,0,0,94.97,96.54,-6.5
1,18,2,0,0,105.93,98.18,-6.2
1,5,2,0,0,109.08,85.96000000000001,-19.3
1,6,2,0,0,97.97,86.03,-19.6
1,7,2,28,39,87.16,77.81,-18.9
1,8,2,168,210,77.71000000000001,73.81,-16.8
1,9,2,267,380,69.49,70.78,-14.8
1,10,2,388,501,63.22,68.24,-13.2
1,11,2,495,574,59.59,66.19,-11.7
1,12,2,523,577,59.11,61.79,-10.5
1,13,2,474,522,61.84,60.29,-9.8
1,14,2,319,408,67.4,60.59,-9.5
1,15,2,183,251,75.11,68.26,-10.2
1,16,2,50,80,84.3,74.8,-11.9
1,17,2,0,0,94.77,71.98,-12.9
1,18,2,0,0,105.73,71.33,-12.2
1,5,2,0,0,108.95,90.61,-2.7
1,6,2,0,0,97.84,92.23,-1.7000000000000002
1,7,2,22,34,87.04,93.61,-0.7000000000000001
1,8,2,119,192,77.55,95.68,0.1
1,9,2,250,358,69.29,96.73,0.1
1,10,2,248,488,63.0,96.0,-1.0
1,11,2,280,562,59.34,92.21,-3.0
1,12,2,283,573,58.84,89.7,-5.300000000000001
1,13,2,195,518,61.58,86.47,-7.1000000000000005
1,14,2,184,406,67.15,85.22,-8.8
1,15,2,119,248,74.88,84.12,-10.2
1,16,2,34,78,84.08,82.42,-11.1
1,17,2,0,0,94.56,82.12,-11.5
1,18,2,0,0,105.54,83.68,-11.8
1,5,2,0,0,108.83,79.49,-18.1
1,6,2,0,0,97.7,76.06,-18.4
1,7,2,19,45,86.87,71.2,-17.6
1,8,2,113,222,77.36,69.24,-15.9
1,9,2,251,392,69.09,70.29,-14.1
1,10,2,373,527,62.76,70.81,-12.9
1,11,2,455,604,59.08,68.16,-12.6
1,12,2,462,614,58.57,68.86,-13.1
1,13,2,438,559,61.31,71.23,-14.1
1,14,2,301,443,66.89,71.44,-15.2
1,15,2,181,280,74.64,70.43,-16.3
1,16,2,56,96,83.86,69.22,-17.0
1,17,2,0,0,94.35,69.05,-17.400000000000002
1,18,2,0,0,105.34,70.56,-18.1
1,5,2,0,0,108.69,64.88,-30.8
1,6,2,0,0,97.56,61.41,-31.5
1,7,2,24,47,86.7,56.370000000000005,-31.0
1,8,2,138,226,77.18,53.97,-29.5
1,9,2,284,400,68.87,53.44,-27.9
1,10,2,352,532,62.52,54.23,-26.3
1,11,2,426,606,58.82,56.06,-24.8
1,12,2,449,616,58.3,57.91,-23.5
1,13,2,471,561,61.04,59.71,-22.6
1,14,2,320,446,66.63,61.36,-22.200000000000003
1,15,2,174,283,74.39,66.75,-23.0
1,16,2,51,99,83.63,76.28,-25.4
1,17,2,0,0,94.14,69.25,-27.1
1,18,2,0,0,105.14,76.47,-29.3
1,5,2,0,0,108.55,75.12,-28.5
1,6,2,0,0,97.41,69.7,-27.3
1,7,2,45,48,86.55,62.2,-25.6
1,8,2,189,217,76.99,58.73,-23.0
1,9,2,354,384,68.66,58.72,-20.4
1,10,2,368,510,62.28,59.88,-18.2
1,11,2,490,578,58.55,60.52,-16.400000000000002
1,12,2,393,586,58.02,64.04,-15.5
1,13,2,364,527,60.76,67.34,-15.0
1,14,2,263,413,66.37,70.32000000000001,-14.6
1,15,2,169,252,74.15,74.32000000000001,-14.5
1,16,2,62,82,83.42,78.14,-14.5
1,17,2,0,0,93.93,81.25,-14.5
1,18,2,0,0,104.93,82.39,-14.3
2,5,2,0,0,108.41,89.06,-14.5
2,6,2,0,0,97.25,86.68,-14.3
2,7,2,32,43,86.39,81.62,-13.2
2,8,2,174,205,76.8,80.47,-11.2
2,9,2,286,369,68.44,79.82000000000001,-9.2
2,10,2,433,496,62.03,80.82000000000001,-7.6
2,11,2,438,570,58.28,80.75,-6.2
2,12,2,500,578,57.73,81.65,-5.2
2,13,2,526,526,60.48,82.15,-4.6000000000000005
2,14,2,320,418,66.11,82.17,-4.3
2,15,2,258,264,73.91,85.44,-4.800000000000001
2,16,2,87,93,83.2,94.23,-6.6000000000000005
2,17,2,0,0,93.72,89.28,-7.9
2,18,2,0,0,104.73,96.62,-10.3
2,5,2,0,0,108.25,98.15,-3.8
2,6,2,0,0,97.09,98.27,-3.6
2,7,2,36,48,86.23,92.32,-2.5
2,8,2,183,211,76.60000000000001,93.59,-0.8
2,9,2,292,373,68.21000000000001,95.54,0.3
2,10,2,440,499,61.77,94.42,1.1
2,11,2,540,569,58.0,92.78,2.1
2,12,2,578,578,57.45,91.94,3.2
2,13,2,526,526,60.2,92.52,4.1000000000000005
2,14,2,417,417,65.84,95.82,4.4
2,15,2,264,264,73.67,100.0,3.7
2,16,2,93,93,82.98,100.0,2.7
2,17,2,0,0,93.5,100.0,2.4000000000000004
2,18,2,0,0,104.53,100.0,2.2
2,5,2,0,0,108.1,100.0,2.9000000000000004
2,6,2,0,0,96.92,100.0,2.8000000000000003
2,7,2,47,47,86.06,100.0,2.9000000000000004
2,8,2,170,208,76.4,99.95,3.2
2,9,2,315,370,67.98,98.19,3.8
2,10,2,179,494,61.51,95.64,4.7
2,11,2,170,564,57.71,95.08,5.800000000000001
2,12,2,278,573,57.15,94.81,6.800000000000001
2,13,2,375,521,59.92,94.99,7.5
2,14,2,265,412,65.57000000000001,97.84,7.7
2,15,2,198,260,73.42,100.0,6.5
2,16,2,90,93,82.76,100.0,5.1000000000000005
2,17,2,0,0,93.29,100.0,4.6000000000000005
2,18,2,0,0,104.32,100.0,4.4
2,5,2,0,0,107.93,100.0,7.800000000000001
2,6,2,0,0,96.75,100.0,8.1
2,7,2,16,42,85.88,100.0,8.700000000000001
2,8,2,68,186,76.19,97.39,9.8
2,9,2,95,334,67.74,94.39,11.0
2,10,2,152,452,61.24,93.47,11.9
2,11,2,144,523,57.42,94.62,12.4
2,12,2,182,536,56.85,100.0,11.7
2,13,2,201,490,59.620000000000005,100.0,9.2
2,14,2,179,394,65.3,98.94,5.800000000000001
2,15,2,141,255,73.17,82.79,3.5
2,16,2,47,97,82.53,83.73,2.1
2,17,2,0,0,93.07,83.87,1.4
2,18,2,0,0,104.12,93.34,-1.2000000000000002
2,5,2,0,0,107.76,77.75,-5.9
2,6,2,0,0,96.57,75.97,-5.6000000000000005
2,7,2,17,57,85.68,70.74,-4.5
2,8,2,76,225,75.97,66.16,-3.0
2,9,2,122,387,67.49,63.48,-1.4
2,10,2,178,511,60.97,60.96,0.2
2,11,2,139,580,57.13,59.85,1.5
2,12,2,100,586,56.55,60.75,2.4000000000000004
2,13,2,144,528,59.33,62.7,2.9000000000000004
2,14,2,117,414,65.02,66.83,2.8000000000000003
2,15,2,40,260,72.91,74.14,2.1
2,16,2,27,95,82.3,83.51,1.2000000000000002
2,17,2,0,0,92.86,87.91,0.9
2,18,2,0,0,103.91,93.44,0.5
2,5,2,0,0,107.59,98.81,0.0
2,6,2,0,0,96.38,97.67,0.1
2,7,2,19,54,85.49,94.84,0.5
2,8,2,64,219,75.74,89.95,1.2000000000000002
2,9,2,94,382,67.24,84.39,2.1
2,10,2,158,507,60.69,79.71000000000001,3.2
2,11,2,137,577,56.83,77.49,4.1000000000000005
2,12,2,192,583,56.24,76.55,4.7
2,13,2,122,526,59.03,77.97,4.7
2,14,2,93,414,64.75,81.9,4.1000000000000005
2,15,2,32,262,72.66,93.24,3.1
2,16,2,18,98,82.07000000000001,96.66,2.4000000000000004
2,17,2,0,0,92.64,97.5,2.2
2,18,2,0,0,103.71,98.57,2.0
2,5,2,0,0,107.41,100.0,1.9
2,6,2,0,0,96.19,99.71,2.4000000000000004
2,7,2,11,53,85.29,96.83,3.8
2,8,2,30,210,75.52,97.64,4.800000000000001
2,9,2,39,363,66.99,98.59,4.7
2,10,2,53,481,60.41,91.67,4.3
2,11,2,64,552,56.52,89.58,4.2
2,12,2,79,570,55.93,93.88,3.2
2,13,2,74,531,58.73,94.78,0.5
2,14,2,107,434,64.46000000000001,85.85000000000001,-2.6
2,15,2,46,289,72.41,78.16,-5.0
2,16,2,17,117,81.83,75.53,-6.9
2,17,2,0,0,92.43,70.21000000000001,-7.7
2,18,2,0,0,103.5,68.94,-8.700000000000001
2,5,2,0,0,107.22,61.93,-12.6
2,6,2,0,0,96.0,61.86,-13.0
2,7,2,67,72,85.07000000000001,60.43,-13.3
2,8,2,241,255,75.28,56.92,-12.9
2,9,2,417,426,66.72,53.68,-12.0
2,10,2,545,555,60.11,51.24,-10.8
2,11,2,629,629,56.21,49.79,-9.6
2,12,2,640,640,55.61,49.61,-8.8
2,13,2,567,588,58.42,50.2,-8.4
2,14,2,476,476,64.18,51.08,-8.4
2,15,2,316,316,72.15,53.83,-9.1
2,16,2,132,132,81.60000000000001,57.81,-10.2
2,17,2,0,0,92.21,61.46,-10.9
2,18,2,0,0,103.29,68.19,-11.9
2,5,2,0,0,107.03,82.63,-15.8
2,6,2,0,0,95.8,78.56,-15.4
2,7,2,71,75,84.86,67.92,-13.9
2,8,2,259,259,75.04,55.2,-11.8
2,9,2,426,426,66.46000000000001,50.76,-9.6
2,10,2,553,553,59.82,47.8,-7.4
2,11,2,626,626,55.9,46.86,-5.6000000000000005
2,12,2,637,637,55.29,46.78,-4.3
2,13,2,585,585,58.120000000000005,47.66,-3.5
2,14,2,455,468,63.9,49.09,-3.2
2,15,2,257,311,71.89,53.44,-3.9
2,16,2,108,130,81.37,73.03,-5.800000000000001
2,17,2,2,2,91.99,78.21000000000001,-7.1000000000000005
2,18,2,0,0,103.09,80.21000000000001,-8.200000000000001
2,5,2,0,0,106.83,88.97,-7.6
2,6,2,0,0,95.59,87.27,-7.2
2,7,2,17,71,84.65,85.27,-6.6000000000000005
2,8,2,44,245,74.8,83.31,-5.800000000000001
2,9,2,66,410,66.19,81.17,-4.800000000000001
2,10,2,147,534,59.52,80.38,-3.8
2,11,2,142,605,55.58,81.2,-2.7
2,12,2,103,615,54.97,83.25,-1.8
2,13,2,145,563,57.81,85.58,-1.3
2,14,2,174,453,63.61,88.09,-1.1
2,15,2,91,295,71.63,92.69,-1.4
