month,day,hour,seasons,diff_ghi,clearsky_ghi,solar_zenith_angle,relative_humidity,temperature
9,15,15,1,-92.0,416,61.870000000000005,67.13,28.1
9,15,16,1,-186.0,232,72.77,76.54,26.8
9,15,17,1,-167.0,60,84.02,84.37,25.8
9,16,5,1,-60.0,0,92.24,99.32,19.8
9,16,6,1,115.0,115,80.77,97.46,20.9
9,16,7,1,190.0,305,69.60000000000001,93.42,22.5
9,16,8,1,185.0,490,58.95,87.13,24.3
9,16,9,1,132.0,646,49.47,76.01,26.0
9,16,10,1,133.0,755,42.12,66.13,27.200000000000003
9,16,11,1,51.0,806,38.26,59.45,28.0
9,16,12,1,-10.0,796,39.01,55.21,28.4
9,16,13,1,-71.0,725,44.11,53.59,28.3
9,16,14,1,-124.0,601,52.27,53.73,27.9
9,16,15,1,-167.0,434,62.21,56.15,27.0
9,16,16,1,-219.0,243,73.09,64.61,25.200000000000003
9,16,17,1,-158.0,63,84.33,76.85000000000001,23.9
9,17,5,1,-57.0,0,92.42,99.25,17.0
9,17,6,1,52.0,110,80.95,93.28,18.2
9,17,7,1,58.0,296,69.79,85.58,20.1
9,17,8,1,109.0,478,59.18,78.60000000000001,22.6
9,17,9,1,223.0,628,49.73,73.23,24.700000000000003
9,17,10,1,258.0,736,42.44,66.3,26.200000000000003
9,17,11,1,26.0,788,38.64,60.95,27.3
9,17,12,1,19.0,778,39.4,56.54,28.1
9,17,13,1,-35.0,710,44.5,53.86,28.4
9,17,14,1,-234.0,587,52.63,53.07,28.200000000000003
9,17,15,1,-150.0,423,62.55,55.04,27.3
9,17,16,1,-126.0,234,73.41,64.92,25.200000000000003
9,17,17,1,-153.0,57,84.64,75.16,23.700000000000003
9,18,5,1,-47.0,0,92.61,100.0,16.1
9,18,6,1,107.0,112,81.13,93.44,17.6
9,18,7,1,161.0,305,69.99,83.73,19.9
9,18,8,1,227.0,495,59.4,72.62,23.1
9,18,9,1,155.0,650,50.0,58.03,26.0
9,18,10,1,104.0,757,42.76,50.120000000000005,27.6
9,18,11,1,42.0,806,39.01,46.58,28.6
9,18,12,1,-31.0,794,39.8,44.66,29.1
9,18,13,1,-45.0,722,44.88,43.91,29.3
9,18,14,1,-124.0,596,52.99,44.36,29.0
9,18,15,1,-168.0,428,62.89,47.12,28.200000000000003
9,18,16,1,-192.0,236,73.74,57.23,25.9
9,18,17,1,-181.0,57,84.95,70.58,24.200000000000003
9,19,5,1,-55.0,0,92.79,87.16,15.9
9,19,6,1,106.0,106,81.32000000000001,83.54,17.7
9,19,7,1,185.0,293,70.19,76.71000000000001,19.9
9,19,8,1,182.0,473,59.620000000000005,70.63,23.1
9,19,9,1,147.0,620,50.27,56.93,26.4
9,19,10,1,100.0,720,43.08,47.51,28.200000000000003
9,19,11,1,-71.0,763,39.39,45.7,29.1
9,19,12,1,95.0,744,40.2,46.02,29.5
9,19,13,1,-226.0,669,45.27,47.97,29.3
9,19,14,1,-4.0,546,53.35,52.68,28.5
9,19,15,1,-138.0,386,63.23,60.39,27.200000000000003
9,19,16,1,-271.0,204,74.06,70.24,25.3
9,19,17,1,-84.0,43,85.26,79.77,24.200000000000003
9,20,5,1,-21.0,0,92.98,93.08,19.700000000000003
9,20,6,1,16.0,89,81.5,88.56,20.6
9,20,7,1,230.0,262,70.39,80.5,22.4
9,20,8,1,177.0,437,59.85,69.51,25.8
9,20,9,1,160.0,583,50.54,53.5,29.0
9,20,10,1,102.0,685,43.41,48.79,30.4
9,20,11,1,51.0,736,39.76,48.49,30.9
9,20,12,1,-19.0,730,40.6,49.02,30.9
9,20,13,1,-55.0,662,45.65,49.61,30.8
9,20,14,1,-129.0,543,53.71,49.870000000000005,30.8
9,20,15,1,-149.0,384,63.57,52.74,30.200000000000003
9,20,16,1,-181.0,203,74.39,61.73,28.200000000000003
9,20,17,1,-161.0,42,85.58,73.43,26.700000000000003
9,21,5,1,-42.0,0,93.16,99.28,21.4
9,21,6,1,24.0,94,81.69,94.47,22.0
9,21,7,1,6.0,271,70.59,88.98,23.0
9,21,8,1,53.0,441,60.08,83.72,23.4
9,21,9,1,47.0,581,50.81,82.3,23.200000000000003
9,21,10,1,63.0,682,43.73,81.88,23.200000000000003
9,21,11,1,-36.0,728,40.14,79.72,23.4
9,21,12,1,223.0,713,40.99,77.46000000000001,23.700000000000003
9,21,13,1,-248.0,646,46.04,75.35000000000001,24.4
9,21,14,1,232.0,527,54.08,76.21000000000001,25.0
9,21,15,1,-233.0,371,63.91,78.60000000000001,25.0
9,21,16,1,-97.0,194,74.71000000000001,77.93,24.5
9,21,17,1,-26.0,37,85.89,76.76,24.1
9,22,5,1,-8.0,0,93.35,84.91,20.9
9,22,6,1,24.0,92,81.87,81.26,21.6
9,22,7,1,156.0,270,70.79,76.29,22.9
9,22,8,1,44.0,447,60.31,69.42,24.6
9,22,9,1,-63.0,595,51.08,62.78,26.1
9,22,10,1,-7.0,697,44.06,60.33,26.700000000000003
9,22,11,1,-11.0,740,40.52,62.16,26.5
9,22,12,1,-13.0,723,41.39,67.12,26.1
9,22,13,1,-60.0,652,46.43,74.15,25.6
9,22,14,1,12.0,533,54.44,80.23,25.1
9,22,15,1,-30.0,374,64.25,85.2,24.5
9,22,16,1,3.0,195,75.04,90.96,23.700000000000003
9,22,17,1,-39.0,37,86.2,94.62,23.1
9,23,5,1,-16.0,0,93.54,100.0,14.4
9,23,6,1,103.0,103,82.06,96.48,15.2
9,23,7,1,194.0,297,70.99,88.79,16.5
9,23,8,1,191.0,488,60.54,70.47,18.4
9,23,9,1,157.0,645,51.36,54.25,20.4
9,23,10,1,106.0,751,44.39,47.26,21.8
9,23,11,1,47.0,798,40.9,44.83,22.8
9,23,12,1,-12.0,786,41.79,44.41,23.3
9,23,13,1,-76.0,710,46.81,44.65,23.5
9,23,14,1,-128.0,582,54.8,46.29,23.200000000000003
9,23,15,1,-171.0,411,64.59,48.82,22.5
9,23,16,1,-195.0,216,75.36,57.19,20.700000000000003
9,23,17,1,-177.0,39,86.5,73.27,19.4
9,24,5,1,-39.0,0,93.72,82.19,14.9
9,24,6,1,92.0,92,82.25,75.83,16.1
9,24,7,1,178.0,276,71.2,68.23,17.900000000000002
9,24,8,1,176.0,460,60.77,61.72,20.3
9,24,9,1,79.0,615,51.63,54.44,22.3
9,24,10,1,95.0,725,44.72,50.45,23.8
9,24,11,1,59.0,775,41.28,48.07,25.0
9,24,12,1,-62.0,764,42.19,46.57,25.9
9,24,13,1,-128.0,692,47.2,45.89,26.200000000000003
9,24,14,1,-119.0,566,55.16,46.48,25.9
9,24,15,1,-41.0,398,64.93,51.81,24.6
9,24,16,1,-127.0,206,75.69,61.49,22.6
9,24,17,1,-168.0,34,86.81,67.45,21.4
9,25,5,1,-34.0,0,93.91,83.72,17.2
9,25,6,1,22.0,81,82.44,84.03,17.6
9,25,7,1,53.0,253,71.4,81.55,18.7
9,25,8,1,120.0,429,61.01,81.21000000000001,19.700000000000003
9,25,9,1,92.0,580,51.91,82.38,20.9
9,25,10,1,120.0,696,45.06,76.96000000000001,23.0
9,25,11,1,352.0,759,41.66,65.32000000000001,25.200000000000003
9,25,12,1,-5.0,754,42.59,54.09,26.4
9,25,13,1,-71.0,683,47.59,48.01,26.6
9,25,14,1,-126.0,557,55.53,45.71,26.1
9,25,15,1,-169.0,388,65.27,46.6,25.0
9,25,16,1,-190.0,198,76.01,57.82,22.6
9,25,17,1,-168.0,30,87.12,69.79,20.9
9,26,5,1,-30.0,0,94.1,97.5,11.5
9,26,6,1,67.0,99,82.62,90.55,12.7
9,26,7,1,229.0,296,71.61,76.36,15.6
9,26,8,1,190.0,486,61.25,52.09,18.4
9,26,9,1,157.0,643,52.19,39.73,20.1
9,26,10,1,106.0,749,45.39,35.92,21.3
9,26,11,1,46.0,795,42.04,34.49,22.1
9,26,12,1,-16.0,779,42.99,33.88,22.700000000000003
9,26,13,1,-78.0,701,47.97,34.06,22.8
9,26,14,1,-133.0,568,55.89,34.92,22.6
9,26,15,1,-173.0,395,65.61,36.65,21.9
9,26,16,1,-195.0,200,76.34,43.05,20.5
9,26,17,1,-172.0,28,87.42,50.18,19.6
9,27,5,1,-28.0,0,94.29,65.08,14.1
9,27,6,1,26.0,79,82.81,60.78,15.7
9,27,7,1,97.0,251,71.82000000000001,59.55,17.8
9,27,8,1,-74.0,424,61.48,58.96,20.200000000000003
9,27,9,1,-13.0,565,52.47,59.370000000000005,22.200000000000003
9,27,10,1,11.0,666,45.72,63.26,23.6
9,27,11,1,7.0,718,42.42,70.17,24.4
9,27,12,1,-3.0,708,43.38,74.63,25.200000000000003
9,27,13,1,73.0,634,48.36,74.73,26.0
9,27,14,1,274.0,508,56.25,73.88,26.5
9,27,15,1,-187.0,346,65.95,75.74,26.4
9,27,16,1,-50.0,170,76.66,79.84,25.6
9,27,17,1,-140.0,21,87.72,79.15,25.1
9,28,5,1,-21.0,0,94.48,100.0,17.8
9,28,6,1,59.0,70,83.0,99.3,18.0
9,28,7,1,178.0,239,72.03,94.87,18.9
9,28,8,1,179.0,418,61.72,90.76,20.200000000000003
9,28,9,1,129.0,571,52.76,85.89,21.5
9,28,10,1,-148.0,673,46.06,82.2,22.6
9,28,11,1,1.0,713,42.8,79.76,23.4
9,28,12,1,36.0,690,43.78,79.13,23.700000000000003
9,28,13,1,-155.0,613,48.75,81.17,23.4
9,28,14,1,111.0,486,56.61,85.52,22.5
9,28,15,1,-182.0,324,66.29,90.91,21.3
9,28,16,1,-58.0,152,76.98,96.43,19.9
9,28,17,1,-135.0,15,88.01,95.25,19.1
9,29,5,1,-15.0,0,94.67,100.0,19.200000000000003
9,29,6,1,70.0,70,83.2,99.07,19.6
9,29,7,1,168.0,238,72.24,97.71,20.4
9,29,8,1,116.0,412,61.96,95.11,21.6
9,29,9,1,121.0,558,53.04,91.16,23.200000000000003
9,29,10,1,69.0,661,46.4,86.37,24.9
9,29,11,1,-487.0,710,43.18,81.69,26.4
9,29,12,1,283.0,696,44.18,78.63,27.4
9,29,13,1,-166.0,622,49.13,77.15,27.8
9,29,14,1,-70.0,497,56.98,77.73,27.700000000000003
9,29,15,1,-77.0,334,66.63,81.11,27.0
9,29,16,1,-11.0,156,77.31,89.81,25.6
9,29,17,1,-13.0,14,88.31,92.83,24.6
9,30,5,1,-3.0,0,94.86,98.01,19.4
9,30,6,1,65.0,75,83.39,92.94,20.6
9,30,7,1,184.0,249,72.45,88.26,22.3
9,30,8,1,173.0,422,62.21,82.08,24.5
9,30,9,1,119.0,564,53.33,74.43,26.6
9,30,10,1,90.0,664,46.73,69.17,27.9
9,30,11,1,69.0,711,43.56,66.54,28.8
9,30,12,1,0.0,700,44.58,65.38,29.4
9,30,13,1,-139.0,629,49.52,65.0,29.6
9,30,14,1,-74.0,506,57.34,66.77,29.1
9,30,15,1,-154.0,343,66.97,71.9,28.1
9,30,16,1,-244.0,161,77.63,80.82000000000001,26.4
9,30,17,1,-81.0,15,88.60000000000001,83.52,25.4
10,1,5,1,-8.0,0,95.05,99.81,20.700000000000003
10,1,6,1,75.0,75,83.58,95.57,21.5
10,1,7,1,178.0,253,72.66,89.52,23.0
10,1,8,1,179.0,432,62.45,81.33,25.4
10,1,9,1,148.0,580,53.61,72.58,27.8
10,1,10,1,55.0,678,47.07,67.11,29.200000000000003
10,1,11,1,69.0,718,43.94,65.74,29.8
10,1,12,1,-17.0,699,44.97,67.79,29.6
10,1,13,1,-93.0,623,49.9,71.39,28.9
10,1,14,1,-231.0,498,57.7,75.28,28.1
10,1,15,1,-117.0,337,67.31,79.61,27.5
10,1,16,1,-90.0,158,77.95,87.66,26.5
10,1,17,1,-145.0,14,88.89,89.01,25.700000000000003
10,2,5,1,-11.0,0,95.24,95.95,20.8
10,2,6,1,63.0,70,83.78,93.81,21.4
10,2,7,1,27.0,244,72.87,90.86,22.5
10,2,8,1,204.0,421,62.690000000000005,87.42,23.8
10,2,9,1,-65.0,569,53.9,82.65,24.700000000000003
10,2,10,1,162.0,669,47.41,77.63,25.200000000000003
10,2,11,1,84.0,714,44.32,74.68,25.4
10,2,12,1,-234.0,698,45.37,73.83,25.1
10,2,13,1,48.0,623,50.28,74.69,24.6
10,2,14,1,-196.0,495,58.06,77.29,23.9
10,2,15,1,40.0,328,67.64,80.69,23.200000000000003
10,2,16,1,-19.0,147,78.27,86.18,22.3
10,2,17,1,-104.0,10,89.16,92.6,21.700000000000003
10,3,5,1,-10.0,0,95.43,100.0,16.3
10,3,6,1,30.0,75,83.97,96.94,16.1
10,3,7,1,41.0,260,73.09,91.05,16.6
10,3,8,1,27.0,445,62.940000000000005,83.12,17.400000000000002
10,3,9,1,76.0,598,54.19,74.77,18.3
10,3,10,1,199.0,703,47.75,68.38,18.8
10,3,11,1,372.0,750,44.7,62.14,19.1
10,3,12,1,-362.0,736,45.76,56.67,19.200000000000003
10,3,13,1,-118.0,662,50.67,53.39,19.1
10,3,14,1,126.0,531,58.41,54.36,18.6
10,3,15,1,-264.0,358,67.98,58.16,17.6
10,3,16,1,-76.0,165,78.58,65.14,15.8
10,3,17,1,-48.0,11,89.42,71.3,14.6
10,4,5,1,-3.0,0,95.62,98.05,6.4
10,4,6,1,59.0,75,84.15,91.99,7.300000000000001
10,4,7,1,203.0,262,73.3,82.72,9.5
10,4,8,1,185.0,447,63.18,74.13,12.2
10,4,9,1,152.0,599,54.48,68.38,14.4
10,4,10,1,103.0,702,48.09,63.74,16.0
10,4,11,1,14.0,749,45.08,59.94,17.2
10,4,12,1,-114.0,732,46.16,57.51,17.900000000000002
10,4,13,1,-168.0,654,51.05,56.64,18.1
10,4,14,1,-19.0,521,58.77,57.13,17.8
10,4,15,1,-67.0,348,68.31,59.5,16.900000000000002
10,4,16,1,-222.0,157,78.9,65.36,15.3
10,4,17,1,-116.0,10,89.68,72.09,14.2
10,5,5,1,-10.0,0,95.81,92.77,9.1
10,5,6,1,51.0,66,84.35000000000001,89.25,9.7
10,5,7,1,153.0,244,73.52,80.60000000000001,11.3
10,5,8,1,91.0,426,63.43,70.37,13.7
10,5,9,1,148.0,574,54.77,62.77,16.2
10,5,10,1,97.0,672,48.43,57.06,18.3
10,5,11,1,22.0,711,45.46,52.84,19.9
10,5,12,1,-114.0,686,46.55,51.68,20.5
10,5,13,1,-248.0,604,51.43,54.69,19.8
10,5,14,1,-135.0,475,59.13,62.02,18.8
10,5,15,1,-37.0,309,68.64,68.33,18.0
10,5,16,1,-16.0,129,79.22,71.89,17.3
10,5,17,1,-11.0,5,89.96000000000001,74.88,17.0
10,6,5,1,-1.0,0,96.0,99.05,8.200000000000001
10,6,6,1,68.0,69,84.55,90.95,9.4
10,6,7,1,186.0,254,73.74,82.84,11.7
10,6,8,1,185.0,439,63.68,73.83,14.4
10,6,9,1,148.0,589,55.06,56.39,16.7
10,6,10,1,57.0,690,48.77,49.1,18.2
10,6,11,1,-17.0,733,45.84,46.6,19.1
10,6,12,1,88.0,715,46.94,45.29,19.6
10,6,13,1,-147.0,637,51.8,44.72,19.8
10,6,14,1,-191.0,505,59.48,45.43,19.5
10,6,15,1,-199.0,334,68.97,48.29,18.5
10,6,16,1,-73.0,144,79.53,64.61,16.6
10,6,17,1,-101.0,6,90.2,71.68,15.3
10,7,5,1,-4.0,0,96.19,99.5,6.6000000000000005
10,7,6,1,67.0,67,84.74,89.08,8.3
10,7,7,1,185.0,252,73.95,77.92,11.0
10,7,8,1,186.0,438,63.93,68.01,14.2
10,7,9,1,152.0,590,55.35,55.96,17.8
10,7,10,1,104.0,694,49.1,40.61,19.9
10,7,11,1,45.0,739,46.21,38.41,20.700000000000003
10,7,12,1,-19.0,720,47.33,38.03,21.0
10,7,13,1,-79.0,641,52.18,38.47,20.9
10,7,14,1,-132.0,509,59.83,40.07,20.4
10,7,15,1,-174.0,335,69.3,45.05,19.0
10,7,16,1,-191.0,144,79.84,68.12,16.2
10,7,17,1,-139.0,5,91.09,76.09,14.3
10,8,5,1,-5.0,0,96.39,74.27,8.9
10,8,6,1,63.0,63,84.94,69.85000000000001,10.2
10,8,7,1,184.0,247,74.17,69.88,12.8
10,8,8,1,185.0,432,64.18,55.7,15.6
10,8,9,1,153.0,585,55.64,49.52,18.6
10,8,10,1,104.0,689,49.44,38.01,20.6
10,8,11,1,43.0,732,46.59,37.39,21.200000000000003
10,8,12,1,-17.0,715,47.72,37.46,21.6
10,8,13,1,-79.0,636,52.55,38.07,21.700000000000003
10,8,14,1,-134.0,502,60.18,39.73,21.3
10,8,15,1,-173.0,329,69.63,44.29,20.200000000000003
10,8,16,1,-190.0,139,80.15,66.9,17.5
10,8,17,1,-136.0,3,91.4,69.8,15.6
10,9,5,1,-3.0,0,96.58,90.65,7.1000000000000005
10,9,6,1,60.0,60,85.13,82.62,8.700000000000001
10,9,7,1,182.0,242,74.39,71.03,11.5
10,9,8,1,186.0,428,64.43,61.85,14.7
10,9,9,1,152.0,580,55.94,51.77,18.3
10,9,10,1,104.0,684,49.78,41.64,20.5
10,9,11,1,45.0,729,46.97,38.46,21.6
10,9,12,1,-48.0,710,48.1,37.47,22.200000000000003
10,9,13,1,-65.0,630,52.93,37.69,22.3
10,9,14,1,-252.0,496,60.53,41.35,21.4
10,9,15,1,-115.0,323,69.96000000000001,56.620000000000005,19.700000000000003
10,9,16,1,-140.0,134,80.45,75.9,17.400000000000002
10,9,17,1,-107.0,2,91.7,74.0,16.1
10,10,5,1,-2.0,0,96.77,100.0,11.8
10,10,6,1,22.0,53,85.33,96.13,13.0
10,10,7,1,42.0,224,74.61,86.2,15.2
10,10,8,1,34.0,398,64.69,78.14,17.7
10,10,9,1,170.0,540,56.23,76.17,19.1
10,10,10,1,-111.0,633,50.120000000000005,77.58,19.3
10,10,11,1,-59.0,667,47.34,81.31,19.200000000000003
10,10,12,1,-15.0,642,48.49,82.97,19.200000000000003
10,10,13,1,47.0,563,53.3,83.78,19.3
10,10,14,1,14.0,437,60.88,83.77,19.6
10,10,15,1,-66.0,277,70.28,83.62,20.1
10,10,16,1,-54.0,106,80.76,86.7,20.0
10,10,17,1,-22.0,2,91.99,90.39,19.6
10,11,5,1,-2.0,0,96.97,100.0,12.6
10,11,6,1,14.0,46,85.53,99.12,10.2
10,11,7,1,32.0,211,74.84,85.85000000000001,9.0
10,11,8,1,-4.0,389,64.94,75.92,9.3
10,11,9,1,37.0,537,56.52,68.1,10.1
10,11,10,1,-30.0,638,50.46,60.68,10.7
10,11,11,1,33.0,681,47.71,59.95,10.3
10,11,12,1,35.0,666,48.870000000000005,65.82000000000001,8.5
10,11,13,1,-6.0,595,53.67,66.4,7.6
10,11,14,1,-29.0,474,61.22,60.370000000000005,7.9
10,11,15,1,51.0,312,70.60000000000001,55.36,8.0
10,11,16,1,-5.0,128,81.06,54.46,7.0
10,11,17,1,-128.0,0,92.29,56.65,6.2
10,12,5,1,0.0,0,97.16,85.77,-0.4
10,12,6,1,58.0,58,85.72,78.73,0.6000000000000001
10,12,7,1,187.0,245,75.06,65.49,3.3000000000000003
10,12,8,1,190.0,435,65.19,50.3,6.6000000000000005
10,12,9,1,150.0,585,56.82,38.59,9.1
10,12,10,1,105.0,690,50.8,33.9,10.9
10,12,11,1,38.0,728,48.08,32.32,12.3
10,12,12,1,-22.0,706,49.25,32.02,13.3
10,12,13,1,-85.0,621,54.03,32.54,13.9
10,12,14,1,-134.0,487,61.57,33.94,14.0
10,12,15,1,-174.0,313,70.92,36.86,13.3
10,12,16,1,-191.0,122,81.36,43.17,11.7
10,12,17,1,-122.0,0,92.58,47.97,10.7
10,13,5,1,0.0,0,97.35,95.41,3.0
10,13,6,1,42.0,52,85.92,91.06,3.8
10,13,7,1,194.0,236,75.28,81.61,5.9
10,13,8,1,189.0,425,65.45,69.96000000000001,8.700000000000001
10,13,9,1,151.0,576,57.11,53.35,11.3
10,13,10,1,103.0,679,51.14,42.16,13.1
10,13,11,1,40.0,719,48.45,38.13,14.2
10,13,12,1,-21.0,698,49.63,36.45,14.9
10,13,13,1,-82.0,616,54.4,36.13,15.2
10,13,14,1,-137.0,479,61.91,37.55,14.8
10,13,15,1,-278.0,303,71.24,40.88,13.7
10,13,16,1,-114.0,114,81.65,51.03,11.1
10,13,17,1,-87.0,0,92.87,63.59,9.2
10,14,5,1,0.0,0,97.55,90.57,1.6
10,14,6,1,49.0,49,86.11,82.49,3.0
10,14,7,1,178.0,227,75.5,72.25,5.800000000000001
10,14,8,1,184.0,411,65.7,56.05,8.4
10,14,9,1,149.0,560,57.41,49.18,10.3
10,14,10,1,102.0,662,51.47,46.27,11.8
10,14,11,1,43.0,705,48.82,44.52,13.0
10,14,12,1,-20.0,685,50.0,43.68,13.8
10,14,13,1,-80.0,605,54.76,43.31,14.3
10,14,14,1,-133.0,472,62.24,43.64,14.4
10,14,15,1,-174.0,298,71.55,46.53,13.7
10,14,16,1,-188.0,110,81.95,61.07,12.5
10,14,17,1,-110.0,0,93.15,54.36,11.8
10,15,5,1,0.0,0,97.74,90.52,5.300000000000001
10,15,6,1,38.0,38,86.31,83.92,6.6000000000000005
10,15,7,1,19.0,191,75.73,74.14,9.1
10,15,8,1,130.0,357,65.96000000000001,67.1,11.9
10,15,9,1,17.0,502,57.7,62.66,14.4
10,15,10,1,-18.0,605,51.81,61.24,16.6
10,15,11,1,320.0,651,49.19,64.93,18.3
10,15,12,1,-110.0,632,50.38,69.11,19.3
10,15,13,1,-188.0,548,55.120000000000005,73.44,19.4
10,15,14,1,-157.0,416,62.58,77.58,19.0
10,15,15,1,-13.0,256,71.86,81.62,18.0
10,15,16,1,14.0,90,82.24,81.95,16.0
10,15,17,1,-52.0,0,93.44,69.59,14.8
10,16,5,1,0.0,0,97.94,96.69,4.1000000000000005
10,16,6,1,9.0,40,86.51,92.74,4.5
10,16,7,1,43.0,214,75.95,82.62,6.2
10,16,8,1,118.0,396,66.21000000000001,70.64,8.3
10,16,9,1,-46.0,546,58.0,61.8,9.9
10,16,10,1,147.0,649,52.15,55.99,11.2
10,16,11,1,9.0,693,49.55,52.07,12.2
10,16,12,1,-11.0,674,50.75,50.18,12.7
10,16,13,1,153.0,594,55.47,49.51,12.8
10,16,14,1,38.0,460,62.91,50.38,12.4
10,16,15,1,-326.0,287,72.17,53.26,11.4
10,16,16,1,-64.0,102,82.52,61.03,9.5
10,16,17,1,-70.0,0,93.72,71.76,8.200000000000001
10,17,5,1,0.0,0,98.13,100.0,2.6
10,17,6,1,37.0,38,86.71000000000001,96.44,3.1
10,17,7,1,173.0,210,76.18,87.11,4.7
10,17,8,1,181.0,391,66.47,73.27,7.6
10,17,9,1,149.0,540,58.29,59.85,10.3
10,17,10,1,101.0,641,52.48,54.64,11.9
10,17,11,1,42.0,683,49.92,51.91,13.0
10,17,12,1,-19.0,664,51.120000000000005,49.97,13.8
10,17,13,1,-80.0,584,55.83,49.44,14.1
10,17,14,1,-133.0,451,63.24,49.81,14.0
10,17,15,1,-171.0,280,72.47,52.7,13.1
10,17,16,1,-183.0,97,82.81,70.38,11.2
10,17,17,1,-97.0,0,93.99,70.16,9.9
10,18,5,1,0.0,0,98.33,100.0,2.6
10,18,6,1,26.0,37,86.9,95.73,3.6
10,18,7,1,160.0,208,76.41,84.37,5.7
10,18,8,1,161.0,389,66.73,70.10000000000001,9.1
10,18,9,1,83.0,539,58.59,55.22,12.5
10,18,10,1,66.0,638,52.81,47.97,14.5
10,18,11,1,45.0,680,50.28,45.24,15.6
10,18,12,1,-7.0,660,51.48,43.45,16.400000000000002
10,18,13,1,-48.0,580,56.18,42.81,16.7
10,18,14,1,-42.0,447,63.57,43.31,16.5
10,18,15,1,-169.0,275,72.78,47.6,15.2
10,18,16,1,-182.0,93,83.09,62.72,12.4
10,18,17,1,-93.0,0,94.26,69.86,10.6
10,19,5,1,0.0,0,98.53,91.82,5.5
10,19,6,1,34.0,34,87.10000000000001,87.81,6.1000000000000005
10,19,7,1,168.0,202,76.63,77.99,8.1
10,19,8,1,129.0,380,66.98,66.43,11.3
10,19,9,1,184.0,525,58.88,56.68,14.6
10,19,10,1,108.0,623,53.15,50.06,17.1
10,19,11,1,34.0,664,50.64,47.0,18.6
10,19,12,1,-48.0,644,51.85,45.11,19.4
10,19,13,1,-179.0,562,56.53,44.38,19.6
10,19,14,1,-182.0,426,63.89,45.44,19.200000000000003
10,19,15,1,-178.0,255,73.08,53.49,17.400000000000002
10,19,16,1,-64.0,80,83.37,75.16,15.0
10,19,17,1,-6.0,0,94.53,80.76,13.9
10,20,5,1,0.0,0,98.72,100.0,7.6
10,20,6,1,29.0,31,87.3,100.0,8.5
10,20,7,1,118.0,194,76.86,91.77,10.2
10,20,8,1,227.0,374,67.24,86.22,11.8
10,20,9,1,150.0,524,59.18,78.53,13.7
10,20,10,1,100.0,624,53.48,69.49,15.7
10,20,11,1,41.0,665,50.99,62.64,17.400000000000002
10,20,12,1,-29.0,643,52.21,58.36,18.5
10,20,13,1,-74.0,562,56.870000000000005,57.04,18.8
10,20,14,1,-134.0,428,64.21000000000001,57.51,18.6
10,20,15,1,-171.0,257,73.37,62.84,17.2
10,20,16,1,-177.0,80,83.64,84.36,14.3
10,20,17,1,-80.0,0,94.8,87.56,12.5
10,21,5,1,0.0,0,98.92,87.18,14.0
10,21,6,1,4.0,22,87.51,89.92,14.1
10,21,7,1,16.0,167,77.09,88.44,15.1
10,21,8,1,36.0,343,67.5,88.33,16.8
10,21,9,1,-8.0,503,59.47,80.0,17.8
10,21,10,1,18.0,616,53.81,56.6,18.1
10,21,11,1,285.0,668,51.35,45.45,18.1
10,21,12,1,242.0,653,52.56,42.26,17.8
10,21,13,1,-21.0,572,57.21,40.92,17.3
10,21,14,1,-136.0,436,64.53,41.46,16.6
10,21,15,1,-174.0,262,73.66,45.44,15.3
10,21,16,1,-207.0,80,83.91,52.55,13.5
10,21,17,1,-55.0,0,95.06,58.24,12.5
10,22,5,1,0.0,0,99.12,85.98,6.9
10,22,6,1,4.0,25,87.7,82.14,7.4
10,22,7,1,22.0,185,77.32000000000001,75.62,8.4
10,22,8,1,21.0,363,67.76,65.95,9.7
10,22,9,1,111.0,513,59.76,57.53,10.9
10,22,10,1,107.0,614,54.14,52.27,12.1
10,22,11,1,192.0,654,51.7,49.55,13.0
10,22,12,1,175.0,632,52.92,48.01,13.6
10,22,13,1,-232.0,554,57.55,48.11,13.6
10,22,14,1,-167.0,422,64.84,48.7,13.2
10,22,15,1,-53.0,254,73.95,49.45,12.2
10,22,16,1,-131.0,76,84.17,51.8,10.5
10,22,17,1,-49.0,0,95.32,54.21,9.5
10,23,5,1,0.0,0,99.31,98.82,3.0
10,23,6,1,12.0,24,87.89,90.83,4.1000000000000005
10,23,7,1,82.0,181,77.54,78.82000000000001,6.300000000000001
10,23,8,1,65.0,354,68.01,66.01,9.3
10,23,9,1,49.0,500,60.06,53.61,12.6
10,23,10,1,135.0,600,54.46,45.43,15.2
10,23,11,1,-39.0,641,52.05,40.57,17.1
10,23,12,1,263.0,620,53.27,38.34,18.4
10,23,13,1,-197.0,538,57.88,38.06,19.0
10,23,14,1,-108.0,404,65.15,39.49,18.9
10,23,15,1,-95.0,236,74.23,46.19,17.7
10,23,16,1,-120.0,66,84.43,55.1,15.7
10,23,17,1,-47.0,0,95.57,57.33,14.7
10,24,5,1,0.0,0,99.51,100.0,3.5
10,24,6,1,13.0,22,88.08,99.45,4.0
10,24,7,1,82.0,179,77.77,88.62,5.5
10,24,8,1,23.0,356,68.27,79.16,6.6000000000000005
10,24,9,1,8.0,501,60.35,70.43,7.7
10,24,10,1,32.0,598,54.79,64.02,8.700000000000001
10,24,11,1,184.0,637,52.39,60.04,9.5
10,24,12,1,45.0,613,53.61,59.14,9.7
10,24,13,1,-147.0,531,58.21,59.65,9.6
10,24,14,1,-119.0,399,65.45,60.67,9.4
