month,day,hour,seasons,diff_ghi,clearsky_ghi,solar_zenith_angle,relative_humidity,temperature
10,24,15,1,-42.0,232,74.51,64.34,8.8
10,24,16,1,-58.0,63,84.68,80.0,7.5
10,24,17,1,-21.0,0,95.82,84.96000000000001,6.7
10,25,5,1,0.0,0,99.71,94.19,4.0
10,25,6,1,4.0,18,88.27,91.22,4.4
10,25,7,1,29.0,170,78.0,83.7,5.5
10,25,8,1,67.0,342,68.53,74.96000000000001,7.2
10,25,9,1,53.0,486,60.64,65.03,9.0
10,25,10,1,72.0,584,55.11,58.07,10.5
10,25,11,1,92.0,627,52.74,54.18,11.6
10,25,12,1,91.0,609,53.96,51.86,12.1
10,25,13,1,-107.0,531,58.54,50.81,12.1
10,25,14,1,-146.0,402,65.75,51.15,11.7
10,25,15,1,-53.0,236,74.79,54.26,10.7
10,25,16,1,-75.0,63,84.93,76.84,8.3
10,25,17,1,-27.0,0,96.06,80.13,6.9
10,26,5,1,0.0,0,99.91,92.7,4.6000000000000005
10,26,6,1,4.0,17,88.47,91.22,5.0
10,26,7,1,17.0,164,78.23,88.0,5.800000000000001
10,26,8,1,11.0,329,68.79,85.91,6.7
10,26,9,1,4.0,467,60.93,84.26,7.7
10,26,10,1,14.0,559,55.43,82.78,8.8
10,26,11,1,-8.0,594,53.08,83.65,9.7
10,26,12,1,12.0,569,54.3,87.92,9.9
10,26,13,1,-24.0,489,58.86,92.94,9.6
10,26,14,1,-11.0,362,66.05,95.02,9.4
10,26,15,1,-8.0,204,75.06,95.84,9.3
10,26,16,1,-4.0,51,85.19,97.53,9.1
10,26,17,1,-7.0,0,96.3,97.88,8.9
10,27,5,1,0.0,0,100.11,97.32,3.8
10,27,6,1,7.0,17,88.66,95.02,3.9
10,27,7,1,150.0,171,78.46000000000001,88.94,5.0
10,27,8,1,189.0,346,69.04,81.32000000000001,7.0
10,27,9,1,145.0,491,61.22,73.35000000000001,9.8
10,27,10,1,96.0,587,55.75,64.54,12.7
10,27,11,1,39.0,626,53.42,58.29,14.9
10,27,12,1,-22.0,604,54.63,56.120000000000005,16.2
10,27,13,1,-80.0,524,59.18,55.78,16.8
10,27,14,1,-131.0,393,66.34,57.120000000000005,16.6
10,27,15,1,-167.0,226,75.33,65.28,14.9
10,27,16,1,-170.0,56,85.43,84.74,12.0
10,27,17,1,-56.0,0,96.54,87.94,10.4
10,28,5,1,0.0,0,100.3,100.0,3.5
10,28,6,1,12.0,14,88.84,100.0,4.3
10,28,7,1,124.0,157,78.69,92.9,5.9
10,28,8,1,-10.0,326,69.3,84.38,8.0
10,28,9,1,269.0,467,61.51,74.11,10.6
10,28,10,1,-148.0,562,56.07,66.46000000000001,12.3
10,28,11,1,-81.0,601,53.75,65.49,12.7
10,28,12,1,18.0,576,54.97,66.35,12.6
10,28,13,1,-50.0,496,59.49,68.8,12.1
10,28,14,1,-67.0,367,66.63,71.9,11.4
10,28,15,1,-33.0,203,75.59,75.86,10.5
10,28,16,1,-26.0,46,85.66,82.34,9.3
10,28,17,1,-8.0,0,96.77,85.9,8.8
10,29,5,1,0.0,0,100.5,92.13,1.8
10,29,6,1,7.0,12,89.03,90.3,1.7000000000000002
10,29,7,1,15.0,157,78.91,85.75,2.2
10,29,8,1,47.0,333,69.56,76.71000000000001,3.5
10,29,9,1,37.0,480,61.79,68.82000000000001,4.800000000000001
10,29,10,1,48.0,579,56.38,62.55,6.0
10,29,11,1,-4.0,619,54.08,59.02,6.800000000000001
10,29,12,1,-6.0,597,55.3,57.06,7.2
10,29,13,1,-27.0,515,59.8,56.19,7.300000000000001
10,29,14,1,-51.0,382,66.91,57.39,6.800000000000001
10,29,15,1,-41.0,213,75.85000000000001,60.95,5.800000000000001
10,29,16,1,-19.0,48,85.89,70.35000000000001,4.3
10,29,17,1,-6.0,0,97.0,82.08,3.3000000000000003
10,30,5,1,0.0,0,100.7,96.95,0.4
10,30,6,1,1.0,10,89.21000000000001,97.16,0.4
10,30,7,1,7.0,140,79.14,95.4,0.7000000000000001
10,30,8,1,14.0,302,69.81,93.41,1.3
10,30,9,1,85.0,436,62.08,92.27,1.9
10,30,10,1,7.0,529,56.7,92.37,2.2
10,30,11,1,-68.0,570,54.41,89.86,2.8000000000000003
10,30,12,1,22.0,549,55.620000000000005,89.46000000000001,3.4000000000000004
10,30,13,1,-15.0,471,60.11,90.6,3.5
10,30,14,1,-13.0,344,67.19,92.86,3.3000000000000003
10,30,15,1,29.0,184,76.10000000000001,95.09,3.1
10,30,16,1,-53.0,36,86.12,96.48,3.0
10,30,17,1,-16.0,0,97.22,97.21,2.9000000000000004
10,31,5,1,0.0,0,100.9,94.82,-2.1
10,31,6,1,3.0,10,89.39,93.82,-2.2
10,31,7,1,26.0,153,79.37,92.03,-2.0
10,31,8,1,20.0,333,70.07000000000001,89.86,-1.5
10,31,9,1,61.0,484,62.36,88.22,-1.0
10,31,10,1,3.0,586,57.01,87.02,-0.6000000000000001
10,31,11,1,37.0,627,54.73,87.55,-0.5
10,31,12,1,-21.0,603,55.94,87.97,-0.5
10,31,13,1,17.0,518,60.41,87.47,-0.5
10,31,14,1,-86.0,381,67.47,87.02,-0.6000000000000001
10,31,15,1,-35.0,209,76.35000000000001,87.63,-0.9
10,31,16,1,-17.0,44,86.33,91.58,-2.0
10,31,17,1,-8.0,0,97.43,88.76,-3.0
11,1,5,1,0.0,0,101.1,96.41,-9.2
11,1,6,1,11.0,11,89.55,89.22,-8.1
11,1,7,1,143.0,154,79.60000000000001,78.25,-5.0
11,1,8,1,169.0,323,70.32000000000001,76.8,-1.2000000000000002
11,1,9,1,113.0,464,62.64,75.5,1.6
11,1,10,1,62.0,563,57.31,66.76,3.6
11,1,11,1,-2.0,602,55.06,60.23,4.800000000000001
11,1,12,1,82.0,578,56.26,56.83,5.5
11,1,13,1,-197.0,496,60.7,56.75,5.7
11,1,14,1,-181.0,364,67.74,60.120000000000005,5.5
11,1,15,1,-79.0,200,76.60000000000001,67.69,4.800000000000001
11,1,16,1,-101.0,38,86.55,77.45,3.6
11,1,17,1,-20.0,0,97.64,80.93,3.0
11,2,5,1,0.0,0,101.29,99.09,0.4
11,2,6,1,6.0,9,89.75,98.98,0.4
11,2,7,1,77.0,146,79.82000000000001,97.32,0.6000000000000001
11,2,8,1,239.0,322,70.57000000000001,91.59,1.4
11,2,9,1,147.0,469,62.92,83.74,2.9000000000000004
11,2,10,1,97.0,566,57.620000000000005,73.95,4.6000000000000005
11,2,11,1,-9.0,602,55.370000000000005,64.8,5.9
11,2,12,1,-40.0,578,56.57,60.91,6.5
11,2,13,1,-274.0,498,61.0,60.26,6.6000000000000005
11,2,14,1,-84.0,366,68.0,61.85,6.2
11,2,15,1,38.0,199,76.83,65.63,5.4
11,2,16,1,-161.0,37,86.77,73.98,4.2
11,2,17,1,-36.0,0,97.85,79.13,3.5
11,3,5,1,0.0,0,101.49,99.33,-2.3000000000000003
11,3,6,1,1.0,7,89.92,92.37,-1.2000000000000002
11,3,7,1,27.0,143,80.05,84.7,0.8
11,3,8,1,89.0,313,70.82000000000001,77.75,3.0
11,3,9,1,139.0,455,63.2,70.19,5.9
11,3,10,1,287.0,552,57.92,59.92,8.8
11,3,11,1,48.0,591,55.69,49.38,10.3
11,3,12,1,-104.0,566,56.88,49.370000000000005,10.4
11,3,13,1,-28.0,486,61.28,53.01,10.0
11,3,14,1,-144.0,355,68.26,57.99,9.6
11,3,15,1,-161.0,190,77.07000000000001,64.85,8.700000000000001
11,3,16,1,-125.0,33,86.98,71.77,7.7
11,3,17,1,-29.0,0,98.05,76.05,7.2
11,4,5,1,0.0,0,101.69,93.65,3.6
11,4,6,1,4.0,6,90.11,93.36,3.8
11,4,7,1,74.0,136,80.28,90.78,4.6000000000000005
11,4,8,1,96.0,305,71.07000000000001,88.81,5.6000000000000005
11,4,9,1,100.0,447,63.48,86.78,6.7
11,4,10,1,40.0,542,58.22,84.68,7.7
11,4,11,1,-24.0,580,55.99,82.62,8.5
11,4,12,1,88.0,558,57.18,80.38,9.0
11,4,13,1,-65.0,479,61.56,78.31,9.1
11,4,14,1,-167.0,350,68.52,78.48,8.6
11,4,15,1,-94.0,187,77.3,84.25,7.4
11,4,16,1,-34.0,32,87.17,91.72,6.0
11,4,17,1,-18.0,0,98.25,91.08,5.300000000000001
11,5,5,1,0.0,0,101.88,100.0,-1.8
11,5,6,1,4.0,6,90.91,94.95,-1.2000000000000002
11,5,7,1,105.0,139,80.5,86.35000000000001,0.8
11,5,8,1,201.0,310,71.32000000000001,77.57000000000001,3.2
11,5,9,1,144.0,454,63.75,67.89,5.1000000000000005
11,5,10,1,98.0,552,58.51,59.2,6.1000000000000005
11,5,11,1,40.0,592,56.3,52.77,6.6000000000000005
11,5,12,1,-22.0,570,57.47,49.21,6.800000000000001
11,5,13,1,-79.0,491,61.84,48.03,6.7
11,5,14,1,-131.0,360,68.77,48.84,6.300000000000001
11,5,15,1,-167.0,193,77.52,54.53,4.9
11,5,16,1,-160.0,33,87.36,75.11,2.3000000000000003
11,5,17,1,-33.0,0,98.44,80.9,0.8
11,6,5,1,0.0,0,102.08,82.95,0.4
11,6,6,1,5.0,5,91.11,81.06,0.7000000000000001
11,6,7,1,79.0,130,80.72,74.33,2.2
11,6,8,1,212.0,296,71.57000000000001,66.02,4.800000000000001
11,6,9,1,142.0,438,64.02,58.3,8.0
11,6,10,1,95.0,533,58.81,50.34,10.5
11,6,11,1,38.0,571,56.6,47.89,12.0
11,6,12,1,-108.0,548,57.77,48.73,12.9
11,6,13,1,-36.0,468,62.11,52.94,13.1
11,6,14,1,-90.0,337,69.01,59.82,12.7
11,6,15,1,-162.0,175,77.74,74.48,10.7
11,6,16,1,-150.0,25,87.56,92.82,8.200000000000001
11,6,17,1,-25.0,0,98.62,93.87,7.2
11,7,5,1,0.0,0,102.28,80.46000000000001,-3.0
11,7,6,1,2.0,3,91.32,78.45,-3.3000000000000003
11,7,7,1,90.0,131,80.94,73.49,-3.3000000000000003
11,7,8,1,106.0,311,71.81,63.96,-2.9000000000000004
11,7,9,1,125.0,466,64.29,54.71,-1.9
11,7,10,1,219.0,570,59.09,46.37,-0.5
11,7,11,1,69.0,611,56.89,40.83,0.6000000000000001
11,7,12,1,-21.0,590,58.05,38.87,1.1
11,7,13,1,-90.0,500,62.38,38.79,1.1
11,7,14,1,-134.0,366,69.25,40.61,0.5
11,7,15,1,-170.0,196,77.95,44.93,-0.8
11,7,16,1,-167.0,29,87.72,56.65,-3.0
11,7,17,1,-29.0,0,98.8,69.43,-4.3
11,8,5,1,0.0,0,102.47,85.95,-7.6
11,8,6,1,1.0,3,91.53,78.29,-7.2
11,8,7,1,83.0,133,81.16,66.26,-6.2
11,8,8,1,110.0,301,72.06,55.76,-5.1000000000000005
11,8,9,1,94.0,445,64.56,52.02,-4.3
11,8,10,1,109.0,544,59.38,49.23,-3.3000000000000003
11,8,11,1,-6.0,585,57.19,47.42,-2.3000000000000003
11,8,12,1,31.0,565,58.34,45.65,-1.5
11,8,13,1,-31.0,487,62.64,44.44,-1.1
11,8,14,1,-103.0,353,69.49,45.36,-1.2000000000000002
11,8,15,1,-157.0,185,78.16,49.25,-2.1
11,8,16,1,-119.0,26,87.9,74.05,-3.8
11,8,17,1,-12.0,0,98.98,73.09,-4.7
11,9,5,1,0.0,0,102.67,72.48,-2.8000000000000003
11,9,6,1,2.0,2,91.74,73.24,-2.6
11,9,7,1,121.0,123,81.39,68.94,-1.3
11,9,8,1,106.0,289,72.3,61.41,1.2000000000000002
11,9,9,1,127.0,427,64.82000000000001,53.91,4.0
11,9,10,1,68.0,519,59.66,50.27,6.300000000000001
11,9,11,1,-10.0,555,57.48,49.77,7.9
11,9,12,1,51.0,531,58.620000000000005,51.47,8.8
11,9,13,1,-38.0,453,62.9,54.4,9.2
11,9,14,1,-125.0,325,69.72,62.120000000000005,8.3
11,9,15,1,-160.0,168,78.37,82.69,5.6000000000000005
11,9,16,1,-126.0,22,88.08,92.75,3.0
11,9,17,1,-16.0,0,99.14,95.55,2.2
11,10,5,1,0.0,0,102.86,100.0,1.8
11,10,6,1,2.0,2,91.94,100.0,1.7000000000000002
11,10,7,1,63.0,108,81.61,99.28,2.1
11,10,8,1,17.0,270,72.54,93.93,3.0
11,10,9,1,43.0,411,65.09,85.52,4.9
11,10,10,1,106.0,506,59.94,76.32000000000001,7.5
11,10,11,1,41.0,544,57.76,69.09,9.6
11,10,12,1,150.0,522,58.89,65.96000000000001,10.5
11,10,13,1,-57.0,444,63.15,65.87,10.4
11,10,14,1,-47.0,318,69.94,68.94,9.4
11,10,15,1,-164.0,160,78.57000000000001,76.4,7.6
11,10,16,1,-143.0,18,88.25,87.53,5.6000000000000005
11,10,17,1,-11.0,0,99.31,89.65,4.6000000000000005
11,11,5,1,0.0,0,103.05,96.26,-1.5
11,11,6,1,0.0,0,92.15,94.83,-2.3000000000000003
11,11,7,1,12.0,99,81.82000000000001,91.5,-3.2
11,11,8,1,14.0,262,72.78,85.96000000000001,-3.7
11,11,9,1,145.0,409,65.34,81.77,-4.0
11,11,10,1,-92.0,510,60.21,78.32000000000001,-4.0
11,11,11,1,17.0,554,58.03,76.42,-4.1000000000000005
11,11,12,1,-14.0,536,59.15,75.02,-4.2
11,11,13,1,-10.0,458,63.39,73.79,-4.3
11,11,14,1,-5.0,330,70.15,72.22,-4.5
11,11,15,1,-39.0,170,78.75,69.51,-4.800000000000001
11,11,16,1,-23.0,20,88.39,66.24,-5.2
11,11,17,1,-5.0,0,99.46,63.15,-5.4
11,12,5,1,0.0,0,103.25,59.94,-12.4
11,12,6,1,0.0,0,92.35,57.55,-12.5
11,12,7,1,57.0,128,82.04,52.55,-11.4
11,12,8,1,137.0,302,73.01,50.05,-9.8
11,12,9,1,112.0,453,65.6,47.11,-8.5
11,12,10,1,123.0,555,60.48,45.34,-7.4
11,12,11,1,14.0,598,58.31,43.83,-6.5
11,12,12,1,-58.0,578,59.41,42.82,-5.9
11,12,13,1,19.0,487,63.63,42.46,-5.7
11,12,14,1,-132.0,352,70.37,43.38,-6.0
11,12,15,1,-152.0,181,78.94,47.33,-7.0
11,12,16,1,-109.0,20,88.53,46.97,-8.1
11,12,17,1,-11.0,0,99.61,49.7,-8.6
11,13,5,1,0.0,0,103.44,68.89,-10.4
11,13,6,1,0.0,0,92.55,69.10000000000001,-10.1
11,13,7,1,71.0,115,82.25,66.77,-9.4
11,13,8,1,63.0,286,73.25,62.83,-8.4
11,13,9,1,182.0,433,65.85,58.2,-6.9
11,13,10,1,11.0,533,60.75,54.25,-5.2
11,13,11,1,180.0,571,58.57,52.35,-3.6
11,13,12,1,-34.0,547,59.67,51.31,-2.3000000000000003
11,13,13,1,-107.0,463,63.86,52.23,-1.6
11,13,14,1,-144.0,329,70.57000000000001,55.11,-1.4
11,13,15,1,-98.0,163,79.12,60.84,-1.7000000000000002
11,13,16,1,-111.0,17,88.69,67.6,-2.2
11,13,17,1,-13.0,0,99.76,72.13,-2.5
11,14,5,1,0.0,0,103.63,99.09,-5.5
11,14,6,1,0.0,0,92.75,99.1,-5.6000000000000005
11,14,7,1,98.0,106,82.47,89.03,-4.1000000000000005
11,14,8,1,92.0,274,73.48,80.60000000000001,-1.6
11,14,9,1,154.0,422,66.1,74.66,0.0
11,14,10,1,-70.0,523,61.01,72.10000000000001,0.9
11,14,11,1,-18.0,565,58.84,71.45,1.4
11,14,12,1,-44.0,547,59.92,71.15,1.5
11,14,13,1,-28.0,466,64.09,70.08,1.5
11,14,14,1,-50.0,335,70.77,70.88,1.1
11,14,15,1,-71.0,167,79.29,78.51,-0.5
11,14,16,1,-56.0,17,88.82000000000001,87.31,-2.3000000000000003
11,14,17,1,-7.0,0,99.9,86.0,-2.9000000000000004
11,15,5,1,0.0,0,103.82,100.0,-9.0
11,15,6,1,0.0,0,92.95,97.7,-8.4
11,15,7,1,102.0,103,82.68,86.0,-6.6000000000000005
11,15,8,1,162.0,264,73.71000000000001,77.71000000000001,-4.0
11,15,9,1,139.0,403,66.35,70.58,-1.1
11,15,10,1,62.0,500,61.27,63.48,1.6
11,15,11,1,73.0,538,59.1,61.51,3.4000000000000004
11,15,12,1,-20.0,518,60.17,60.11,4.6000000000000005
11,15,13,1,-77.0,441,64.31,62.120000000000005,5.1000000000000005
11,15,14,1,-129.0,312,70.97,68.95,4.6000000000000005
11,15,15,1,-159.0,154,79.46000000000001,90.22,2.4000000000000004
11,15,16,1,-144.0,15,88.96000000000001,91.72,0.3
11,15,17,1,-9.0,0,100.03,92.12,-0.3
11,16,5,1,0.0,0,104.01,100.0,-3.3000000000000003
11,16,6,1,0.0,0,93.15,100.0,-3.1
11,16,7,1,86.0,97,82.89,92.25,-1.9
11,16,8,1,171.0,259,73.94,84.92,0.2
11,16,9,1,141.0,398,66.59,77.34,2.0
11,16,10,1,96.0,494,61.52,71.65,3.2
11,16,11,1,27.0,531,59.35,67.96000000000001,4.1000000000000005
11,16,12,1,-118.0,507,60.4,63.71,4.800000000000001
11,16,13,1,-96.0,430,64.52,62.68,5.0
11,16,14,1,-146.0,304,71.15,67.08,4.3
11,16,15,1,-69.0,148,79.62,86.69,1.9
11,16,16,1,-80.0,12,89.08,93.12,-0.5
11,16,17,1,-12.0,0,100.15,92.48,-1.2000000000000002
11,17,5,1,0.0,0,104.2,91.92,-1.9
11,17,6,1,0.0,0,93.35,91.89,-1.7000000000000002
11,17,7,1,25.0,86,83.10000000000001,90.32,-1.2000000000000002
11,17,8,1,52.0,238,74.17,88.18,-0.5
11,17,9,1,-1.0,370,66.83,85.53,0.5
11,17,10,1,96.0,459,61.77,84.42,1.5
11,17,11,1,144.0,495,59.6,85.62,2.2
11,17,12,1,-52.0,475,60.64,88.01,2.6
11,17,13,1,-180.0,399,64.73,91.4,2.7
11,17,14,1,13.0,277,71.34,95.6,2.4000000000000004
11,17,15,1,-40.0,129,79.78,98.95,1.8
11,17,16,1,-51.0,9,89.21000000000001,100.0,1.5
11,17,17,1,-6.0,0,100.28,100.0,1.5
11,18,5,1,0.0,0,104.38,100.0,-1.2000000000000002
11,18,6,1,0.0,0,93.55,100.0,-1.2000000000000002
11,18,7,1,14.0,89,83.31,94.52,-0.3
11,18,8,1,31.0,250,74.39,88.06,1.5
11,18,9,1,63.0,391,67.07000000000001,79.37,3.0
11,18,10,1,7.0,488,62.01,73.7,4.0
11,18,11,1,1.0,529,59.84,71.08,4.6000000000000005
11,18,12,1,14.0,509,60.86,69.07000000000001,5.1000000000000005
11,18,13,1,1.0,431,64.93,69.99,5.0
11,18,14,1,-97.0,305,71.51,75.45,4.1000000000000005
11,18,15,1,-12.0,148,79.93,90.63,2.6
11,18,16,1,-20.0,11,89.32000000000001,84.7,1.7000000000000002
11,18,17,1,-2.0,0,100.39,83.66,1.6
11,19,5,1,0.0,0,104.57,99.51,0.0
11,19,6,1,0.0,0,93.74,97.96,0.3
11,19,7,1,18.0,75,83.51,95.27,0.9
11,19,8,1,37.0,223,74.61,93.33,1.6
11,19,9,1,39.0,355,67.3,91.05,2.3000000000000003
11,19,10,1,-42.0,449,62.25,90.85,2.9000000000000004
11,19,11,1,21.0,487,60.07,89.81,3.5
11,19,12,1,17.0,464,61.08,89.3,3.8
11,19,13,1,-29.0,392,65.13,88.54,4.0
11,19,14,1,-37.0,275,71.68,90.38,3.7
11,19,15,1,-13.0,128,80.07000000000001,100.0,2.1
11,19,16,1,-10.0,9,89.42,100.0,0.2
11,19,17,1,-1.0,0,100.5,100.0,-0.5
11,20,5,1,0.0,0,104.75,100.0,-0.5
11,20,6,1,0.0,0,93.94,100.0,-0.5
11,20,7,1,20.0,79,83.71000000000001,95.45,0.1
11,20,8,1,52.0,230,74.83,90.0,1.6
11,20,9,1,106.0,362,67.53,83.04,4.0
11,20,10,1,161.0,454,62.49,76.02,6.5
11,20,11,1,64.0,494,60.3,69.84,8.3
11,20,12,1,-12.0,477,61.3,66.41,9.2
11,20,13,1,-61.0,404,65.32000000000001,66.27,9.4
11,20,14,1,-158.0,284,71.84,72.23,8.4
11,20,15,1,-104.0,135,80.21000000000001,86.58,6.300000000000001
11,20,16,1,-62.0,9,89.53,88.91,5.1000000000000005
11,20,17,1,-6.0,0,100.6,88.92,5.1000000000000005
11,21,5,1,0.0,0,104.94,91.86,8.1
11,21,6,1,0.0,0,94.13,94.9,8.5
11,21,7,1,14.0,67,83.91,94.38,9.2
11,21,8,1,59.0,207,75.04,91.52,10.4
11,21,9,1,-31.0,337,67.76,88.97,12.0
11,21,10,1,-6.0,433,62.72,87.16,13.5
11,21,11,1,95.0,481,60.53,86.9,14.0
11,21,12,1,28.0,471,61.51,81.69,13.2
11,21,13,1,-39.0,402,65.5,71.94,11.8
11,21,14,1,14.0,281,72.0,68.86,10.5
11,21,15,1,-102.0,131,80.34,72.5,9.0
11,21,16,1,-29.0,9,89.63,77.61,7.4
11,21,17,1,-3.0,0,100.69,79.59,6.7
11,22,5,1,0.0,0,105.12,90.77,-3.6
11,22,6,1,0.0,0,94.32,90.33,-4.1000000000000005
11,22,7,1,36.0,84,84.10000000000001,82.43,-3.1
11,22,8,1,68.0,246,75.25,72.91,-1.0
11,22,9,1,48.0,388,67.97,60.49,1.0
11,22,10,1,113.0,486,62.940000000000005,53.79,2.3000000000000003
11,22,11,1,88.0,528,60.75,50.81,3.4000000000000004
11,22,12,1,157.0,510,61.71,48.3,4.1000000000000005
11,22,13,1,-77.0,433,65.68,47.05,4.4
11,22,14,1,-126.0,307,72.15,48.63,4.0
11,22,15,1,-167.0,148,80.46000000000001,60.33,2.0
11,22,16,1,-135.0,10,89.7,79.72,-0.5
11,22,17,1,-5.0,0,100.78,74.94,-1.5
11,23,5,1,0.0,0,105.3,86.15,-2.3000000000000003
11,23,6,1,0.0,0,94.51,85.68,-2.0
11,23,7,1,7.0,74,84.3,80.48,-1.1
11,23,8,1,11.0,229,75.46000000000001,71.15,0.4
11,23,9,1,27.0,368,68.19,66.86,1.8
11,23,10,1,4.0,463,63.16,63.46,2.8000000000000003
11,23,11,1,30.0,504,60.96,61.02,3.6
11,23,12,1,70.0,484,61.9,58.6,4.2
11,23,13,1,70.0,410,65.85,57.21,4.4
11,23,14,1,-99.0,286,72.29,58.74,4.0
11,23,15,1,-81.0,135,80.58,72.03,2.2
11,23,16,1,-37.0,7,89.79,84.96000000000001,0.0
11,23,17,1,-2.0,0,100.86,82.91,-0.9
11,24,5,1,0.0,0,105.48,99.55,-1.9
11,24,6,1,0.0,0,94.69,98.78,-1.9
11,24,7,1,58.0,73,84.49,95.2,-1.4
11,24,8,1,169.0,227,75.66,87.57000000000001,0.3
11,24,9,1,138.0,365,68.4,80.28,2.9000000000000004
11,24,10,1,64.0,460,63.38,73.82000000000001,5.6000000000000005
11,24,11,1,40.0,503,61.17,68.68,7.9
11,24,12,1,-25.0,486,62.09,64.33,9.6
11,24,13,1,-32.0,412,66.01,63.13,10.1
11,24,14,1,-123.0,289,72.43,66.72,9.6
11,24,15,1,-154.0,135,80.69,81.65,7.4
11,24,16,1,-128.0,7,89.88,90.67,5.2
11,24,17,1,-7.0,0,100.94,91.05,4.7
11,25,5,1,0.0,0,105.66,100.0,2.9000000000000004
11,25,6,1,0.0,0,94.88,100.0,3.0
11,25,7,1,42.0,65,84.68,96.75,3.5
11,25,8,1,101.0,216,75.87,94.19,4.7
11,25,9,1,103.0,352,68.61,92.46,6.0
11,25,10,1,-5.0,450,63.59,86.16,7.800000000000001
