Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1780285,-,-,-,-2.43,-54.74,-4,15,-4,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.2.0
Year,Month,Day,Hour,Minute,GHI,Clearsky GHI,Dew Point,Solar Zenith Angle,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure,
2020,1,1,0,30,0,0,25.1,151.98,0.17,1.7000000000000002,5.9,73,97.73,25.5,1004,N/A
2020,1,1,1,30,0,0,25.1,143.41,0.17,1.7000000000000002,5.800000000000001,70,98.3,25.400000000000002,1003,N/A
2020,1,1,2,30,0,0,25.1,131.85,0.17,1.5,5.800000000000001,72,98.77,25.3,1003,N/A
2020,1,1,3,30,0,0,25.1,119.01,0.17,1.5,5.800000000000001,76,98.59,25.3,1004,N/A
2020,1,1,4,30,0,0,25,105.57000000000001,0.17,1.6,5.7,77,98.85000000000001,25.200000000000003,1004,N/A
2020,1,1,5,30,0,0,24.900000000000002,91.87,0.17,1.7000000000000002,5.7,76,99.05,25.1,1005,N/A
2020,1,1,6,30,58,158,24.900000000000002,78,0.17,1.7000000000000002,5.7,72,97.48,25.3,1006,N/A
2020,1,1,7,30,212,396,24.6,64.31,0.17,1.8,5.7,68,92.32000000000001,25.900000000000002,1007,N/A
2020,1,1,8,30,460,622,23.8,50.86,0.17,1.8,5.7,63,82.29,27.1,1007,N/A
2020,1,1,9,30,553,807,22.900000000000002,38.07,0.17,1.8,5.7,59,71.59,28.5,1007,N/A
2020,1,1,10,30,640,930,22.200000000000003,27.02,0.17,1.7000000000000002,5.7,57,64.02,29.700000000000003,1006,N/A
2020,1,1,11,30,704,978,21.700000000000003,20.78,0.17,1.5,5.7,53,59,30.6,1005,N/A
2020,1,1,12,30,904,957,21.400000000000002,23.57,0.17,1.3,5.7,50,56.1,31.200000000000003,1004,N/A
2020,1,1,13,30,171,861,21.3,33.18,0.17,1.1,5.7,48,54.77,31.5,1003,N/A
2020,1,1,14,30,506,698,21.3,45.45,0.17,0.9,5.7,49,54.35,31.6,1002,N/A
2020,1,1,15,30,392,486,21.3,58.7,0.17,0.8,5.800000000000001,52,55.230000000000004,31.400000000000002,1002,N/A
2020,1,1,16,30,145,249,21.6,72.33,0.17,0.7000000000000001,5.800000000000001,53,58.22,30.8,1003,N/A
2020,1,1,17,30,22,40,22.400000000000002,85.99,0.17,0.6000000000000001,5.800000000000001,48,64.07000000000001,29.900000000000002,1003,N/A
2020,1,1,18,30,0,0,23.1,99.94,0.17,0.7000000000000001,5.800000000000001,48,69.71000000000001,29.200000000000003,1004,N/A
2020,1,1,19,30,0,0,23.3,113.52,0.17,0.8,5.800000000000001,51,71.72,28.900000000000002,1005,N/A
2020,1,1,20,30,0,0,23.5,126.67,0.17,1.2000000000000002,5.800000000000001,62,74.96000000000001,28.400000000000002,1006,N/A
2020,1,1,21,30,0,0,23.8,138.9,0.17,1.3,5.9,64,77.94,28,1006,N/A
2020,1,1,22,30,0,0,24,149.04,0.17,1.3,5.9,66,80.17,27.700000000000003,1006,N/A
2020,1,1,23,30,0,0,24.1,154.41,0.17,1.4000000000000001,5.9,71,82.91,27.3,1005,N/A
2020,1,2,0,30,0,0,24.3,152.1,0.17,1.4000000000000001,5.9,76,85.19,27,1004,N/A
2020,1,2,1,30,0,0,24.6,143.54,0.17,1.5,5.9,79,88.19,26.700000000000003,1004,N/A
2020,1,2,2,30,0,0,24.8,131.98,0.17,1.5,5.9,80,90.88,26.400000000000002,1003,N/A
2020,1,2,3,30,0,0,25,119.14,0.17,1.4000000000000001,6,82,93.02,26.200000000000003,1003,N/A
2020,1,2,4,30,0,0,25.1,105.69,0.17,1.5,6.1000000000000005,85,94.88,26,1004,N/A
2020,1,2,5,30,0,0,25.1,91.98,0.17,1.5,6.2,89,95.3,25.900000000000002,1005,N/A
2020,1,2,6,30,117,154,25.200000000000003,78.11,0.17,1.4000000000000001,6.2,94,95.17,26,1006,N/A
2020,1,2,7,30,375,393,25.400000000000002,64.41,0.17,1.3,6.2,93,94.58,26.3,1007,N/A
2020,1,2,8,30,576,622,25.200000000000003,50.94,0.17,1.3,6.1000000000000005,81,89.95,27,1007,N/A
2020,1,2,9,30,545,808,24.6,38.13,0.17,1.3,6,65,82.24,27.900000000000002,1007,N/A
2020,1,2,10,30,369,934,23.900000000000002,27.04,0.17,1.2000000000000002,5.9,56,75.49,28.700000000000003,1007,N/A
2020,1,2,11,30,859,989,23.400000000000002,20.71,0.17,1.1,5.9,55,71.06,29.200000000000003,1006,N/A
2020,1,2,12,30,968,968,23,23.44,0.17,0.9,5.9,56,68.24,29.5,1005,N/A
2020,1,2,13,30,872,872,22.8,33.04,0.17,0.7000000000000001,5.9,63,67.3,29.5,1004,N/A
2020,1,2,14,30,357,711,22.8,45.32,0.17,0.6000000000000001,6,79,68.15,29.3,1004,N/A
2020,1,2,15,30,396,499,23.1,58.58,0.17,0.6000000000000001,6,104,70.44,29,1004,N/A
2020,1,2,16,30,71,260,23.700000000000003,72.22,0.17,0.8,6.1000000000000005,119,75.16,28.5,1004,N/A
2020,1,2,17,30,19,44,24.3,85.89,0.17,1,6.1000000000000005,120,79.73,28.1,1005,N/A
2020,1,2,18,30,0,0,24.3,99.84,0.17,1.2000000000000002,6.1000000000000005,115,82.02,27.700000000000003,1006,N/A
2020,1,2,19,30,0,0,24.3,113.43,0.17,1.3,6.1000000000000005,113,82.21000000000001,27.6,1006,N/A
2020,1,2,20,30,0,0,24.3,126.60000000000001,0.17,1.4000000000000001,6,110,84.34,27.200000000000003,1007,N/A
2020,1,2,21,30,0,0,24.5,138.86,0.17,1.4000000000000001,6,107,86.5,26.900000000000002,1007,N/A
2020,1,2,22,30,0,0,24.700000000000003,149.04,0.17,1.4000000000000001,5.9,104,89.14,26.6,1007,N/A
2020,1,2,23,30,0,0,24.8,154.48,0.17,1.3,5.800000000000001,102,90.93,26.400000000000002,1006,N/A
2020,1,3,0,30,0,0,24.8,152.23,0.17,1.3,5.800000000000001,101,91.96000000000001,26.200000000000003,1005,N/A
2020,1,3,1,30,0,0,24.8,143.68,0.17,1.3,5.800000000000001,102,92.93,26,1005,N/A
2020,1,3,2,30,0,0,24.8,132.12,0.17,1.4000000000000001,5.9,105,94.27,25.8,1005,N/A
2020,1,3,3,30,0,0,24.900000000000002,119.26,0.17,1.3,5.9,102,95.48,25.700000000000003,1005,N/A
2020,1,3,4,30,0,0,25,105.82000000000001,0.17,1.1,6.1000000000000005,91,96.55,25.6,1006,N/A
2020,1,3,5,30,0,0,25.1,92.09,0.17,1.1,6.2,75,96.26,25.700000000000003,1007,N/A
2020,1,3,6,30,24,153,25.3,78.21000000000001,0.17,1.2000000000000002,6.300000000000001,61,96.9,25.8,1009,N/A
2020,1,3,7,30,44,392,25.400000000000002,64.5,0.17,1.1,6.2,52,97.09,25.900000000000002,1009,N/A
2020,1,3,8,30,143,620,25.400000000000002,51.02,0.17,1.1,6.2,47,97.2,25.900000000000002,1010,N/A
2020,1,3,9,30,182,806,25.3,38.18,0.17,1,6.2,43,95.7,26,1010,N/A
2020,1,3,10,30,342,930,25,27.04,0.17,0.9,6.2,39,92.39,26.3,1009,N/A
2020,1,3,11,30,260,980,24.6,20.64,0.17,0.8,6.2,36,88.10000000000001,26.700000000000003,1009,N/A
2020,1,3,12,30,430,960,24.1,23.31,0.17,0.7000000000000001,6.2,33,83.71000000000001,27.1,1008,N/A
2020,1,3,13,30,602,866,23.700000000000003,32.9,0.17,0.5,6.1000000000000005,32,80.39,27.400000000000002,1007,N/A
2020,1,3,14,30,404,706,23.400000000000002,45.19,0.17,0.30000000000000004,6,42,78.95,27.400000000000002,1006,N/A
2020,1,3,15,30,371,497,23.200000000000003,58.46,0.17,0.30000000000000004,5.9,85,78.99,27.200000000000003,1006,N/A
2020,1,3,16,30,111,259,23.200000000000003,72.10000000000001,0.17,0.4,5.9,128,80.86,26.8,1007,N/A
2020,1,3,17,30,22,44,23.900000000000002,85.78,0.17,0.5,5.9,131,85.95,26.400000000000002,1007,N/A
2020,1,3,18,30,0,0,24,99.75,0.17,0.7000000000000001,5.9,118,87.48,26.200000000000003,1008,N/A
2020,1,3,19,30,0,0,23.6,113.35000000000001,0.17,0.8,5.9,113,86.36,26.1,1008,N/A
2020,1,3,20,30,0,0,23.5,126.54,0.18,1,5.9,107,86.11,26,1009,N/A
2020,1,3,21,30,0,0,23.3,138.82,0.18,1,5.9,107,84.75,26.1,1009,N/A
2020,1,3,22,30,0,0,23.1,149.05,0.18,0.9,5.9,107,83.26,26.200000000000003,1009,N/A
2020,1,3,23,30,0,0,23,154.57,0.18,0.8,5.9,108,82.34,26.200000000000003,1008,N/A
2020,1,4,0,30,0,0,22.8,152.36,0.18,0.7000000000000001,5.800000000000001,112,81.65,26.200000000000003,1007,N/A
2020,1,4,1,30,0,0,22.700000000000003,143.83,0.18,0.6000000000000001,5.7,122,81.09,26.200000000000003,1007,N/A
2020,1,4,2,30,0,0,22.6,132.26,0.18,0.6000000000000001,5.6000000000000005,141,81.17,26.1,1006,N/A
2020,1,4,3,30,0,0,22.6,119.39,0.18,0.6000000000000001,5.5,165,81.58,26,1006,N/A
2020,1,4,4,30,0,0,22.6,105.94,0.18,0.5,5.4,178,81.73,26,1007,N/A
2020,1,4,5,30,0,0,22.6,92.21000000000001,0.18,0.30000000000000004,5.4,111,80.93,26.1,1007,N/A
2020,1,4,6,30,58,155,23.400000000000002,78.31,0.18,0.4,5.4,39,82.49,26.6,1008,N/A
2020,1,4,7,30,323,394,23.3,64.59,0.18,0.5,5.4,34,76.02,27.900000000000002,1009,N/A
2020,1,4,8,30,512,623,22.700000000000003,51.09,0.18,0.6000000000000001,5.4,27,67.38,29.400000000000002,1009,N/A
2020,1,4,9,30,371,810,22.700000000000003,38.230000000000004,0.18,0.8,5.4,17,63.7,30.400000000000002,1009,N/A
2020,1,4,10,30,399,936,22.700000000000003,27.04,0.18,0.9,5.4,11,60.76,31.200000000000003,1008,N/A
2020,1,4,11,30,498,989,22.6,20.56,0.18,0.9,5.300000000000001,10,58.410000000000004,31.8,1007,N/A
2020,1,4,12,30,619,969,22.5,23.17,0.18,0.9,5.300000000000001,12,57.120000000000005,32.1,1006,N/A
2020,1,4,13,30,593,869,22.5,32.76,0.18,0.9,5.4,15,56.94,32.1,1005,N/A
2020,1,4,14,30,328,697,22.5,45.06,0.18,0.9,5.4,25,58.08,31.8,1004,N/A
2020,1,4,15,30,184,486,22.700000000000003,58.33,0.18,0.9,5.4,39,59.88,31.400000000000002,1004,N/A
2020,1,4,16,30,231,250,22.900000000000002,71.99,0.18,0.9,5.5,55,63.06,30.700000000000003,1005,N/A
2020,1,4,17,30,41,41,23.700000000000003,85.69,0.18,1,5.5,67,69.66,29.8,1005,N/A
2020,1,4,18,30,0,0,24.1,99.65,0.18,1.2000000000000002,5.6000000000000005,72,74.95,29,1006,N/A
2020,1,4,19,30,0,0,24.3,113.27,0.18,1.4000000000000001,5.6000000000000005,74,77.15,28.700000000000003,1006,N/A
2020,1,4,20,30,0,0,24.5,126.48,0.18,1.5,5.5,78,81.47,28,1007,N/A
2020,1,4,21,30,0,0,24.700000000000003,138.79,0.18,1.4000000000000001,5.4,81,84.16,27.6,1007,N/A
2020,1,4,22,30,0,0,24.8,149.07,0.18,1.2000000000000002,5.300000000000001,79,86.16,27.3,1006,N/A
2020,1,4,23,30,0,0,24.5,154.65,0.18,1.1,5.2,69,84.91,27.3,1005,N/A
2020,1,5,0,30,0,0,24.200000000000003,152.5,0.18,1.1,5.2,55,84.18,27.1,1004,N/A
2020,1,5,1,30,0,0,24.1,143.97,0.18,1.2000000000000002,5.300000000000001,46,85.37,26.8,1004,N/A
2020,1,5,2,30,0,0,24.200000000000003,132.4,0.18,1.3,5.4,38,87.01,26.5,1004,N/A
2020,1,5,3,30,0,0,24.200000000000003,119.52,0.18,1.5,5.4,30,88.91,26.200000000000003,1004,N/A
2020,1,5,4,30,0,0,24.400000000000002,106.06,0.18,1.5,5.5,28,90.26,26.1,1005,N/A
2020,1,5,5,30,0,0,24.5,92.32000000000001,0.18,1.4000000000000001,5.6000000000000005,35,90.3,26.200000000000003,1006,N/A
2020,1,5,6,30,64,145,24.900000000000002,78.41,0.18,1.2000000000000002,5.7,37,89.98,26.700000000000003,1007,N/A
2020,1,5,7,30,211,381,25.200000000000003,64.68,0.18,1.1,5.7,24,88.29,27.3,1008,N/A
2020,1,5,8,30,438,609,24.900000000000002,51.160000000000004,0.18,1,5.7,10,81.93,28.3,1008,N/A
2020,1,5,9,30,633,796,24,38.28,0.18,1,5.7,4,72.39,29.5,1007,N/A
2020,1,5,10,30,679,922,23.400000000000002,27.04,0.18,0.9,5.7,6,66.37,30.400000000000002,1007,N/A
2020,1,5,11,30,686,978,23.1,20.47,0.18,0.7000000000000001,5.7,13,63.1,30.900000000000002,1006,N/A
2020,1,5,12,30,850,957,22.8,23.02,0.18,0.5,5.7,24,60.61,31.3,1005,N/A
2020,1,5,13,30,863,863,22.700000000000003,32.61,0.18,0.4,5.7,72,60.21,31.3,1004,N/A
2020,1,5,14,30,702,702,22.8,44.92,0.18,0.5,5.7,133,61.93,30.900000000000002,1004,N/A
2020,1,5,15,30,270,491,23.3,58.21,0.18,0.7000000000000001,5.7,151,65.83,30.400000000000002,1004,N/A
2020,1,5,16,30,189,253,23.700000000000003,71.88,0.18,0.9,5.800000000000001,146,70.4,29.700000000000003,1004,N/A
2020,1,5,17,30,25,42,24.400000000000002,85.59,0.18,1,5.9,138,76.94,28.900000000000002,1005,N/A
2020,1,5,18,30,0,0,24.700000000000003,99.56,0.18,1.2000000000000002,5.9,130,80.68,28.3,1005,N/A
2020,1,5,19,30,0,0,24.700000000000003,113.2,0.18,1.2000000000000002,6,126,82.44,28,1005,N/A
2020,1,5,20,30,0,0,24.8,126.42,0.18,1.1,6,111,85.5,27.5,1006,N/A
2020,1,5,21,30,0,0,24.900000000000002,138.77,0.18,0.9,6,99,87.25,27.200000000000003,1006,N/A
2020,1,5,22,30,0,0,24.8,149.09,0.18,0.9,5.9,92,87.60000000000001,27,1005,N/A
2020,1,5,23,30,0,0,24.6,154.75,0.18,1.2000000000000002,5.800000000000001,100,89.04,26.6,1005,N/A
2020,1,6,0,30,0,0,24.8,152.65,0.18,1.5,5.7,109,91.95,26.200000000000003,1004,N/A
2020,1,6,1,30,0,0,25,144.13,0.18,1.6,5.7,110,94.91,25.900000000000002,1004,N/A
2020,1,6,2,30,0,0,25.200000000000003,132.54,0.18,1.7000000000000002,5.800000000000001,103,96.96000000000001,25.700000000000003,1004,N/A
2020,1,6,3,30,0,0,25.3,119.66,0.18,1.8,5.800000000000001,94,98.09,25.6,1005,N/A
2020,1,6,4,30,0,0,25.200000000000003,106.18,0.18,1.7000000000000002,5.9,87,98.2,25.5,1006,N/A
2020,1,6,5,30,0,0,25.1,92.43,0.18,1.6,5.9,83,97.66,25.5,1007,N/A
2020,1,6,6,30,33,143,25.200000000000003,78.51,0.18,1.6,5.9,78,95.98,25.900000000000002,1008,N/A
2020,1,6,7,30,171,380,25.3,64.76,0.18,1.7000000000000002,5.9,70,93.3,26.5,1008,N/A
2020,1,6,8,30,224,608,25.1,51.230000000000004,0.18,1.8,6,61,87.87,27.3,1008,N/A
2020,1,6,9,30,185,796,24.400000000000002,38.31,0.18,1.8,6,51,79.66,28.3,1008,N/A
2020,1,6,10,30,428,923,23.8,27.03,0.18,1.6,6,42,73.48,29,1007,N/A
2020,1,6,11,30,517,978,23.400000000000002,20.37,0.18,1.5,6,35,70.65,29.3,1006,N/A
2020,1,6,12,30,545,962,23.200000000000003,22.87,0.18,1.3,6,33,69.10000000000001,29.5,1006,N/A
2020,1,6,13,30,314,868,23.1,32.46,0.18,1.3,6.1000000000000005,37,68.95,29.400000000000002,1005,N/A
2020,1,6,14,30,162,706,23.1,44.78,0.18,1.2000000000000002,6,43,69.60000000000001,29.200000000000003,1005,N/A
2020,1,6,15,30,120,498,23.200000000000003,58.08,0.18,1.1,6,51,71.59,28.8,1005,N/A
2020,1,6,16,30,139,261,23.5,71.77,0.18,1.1,5.9,60,75.37,28.3,1005,N/A
2020,1,6,17,30,25,46,24.1,85.49,0.18,1.2000000000000002,5.9,70,80.83,27.700000000000003,1006,N/A
2020,1,6,18,30,0,0,24.3,99.48,0.18,1.4000000000000001,5.800000000000001,79,83.58,27.3,1006,N/A
2020,1,6,19,30,0,0,24.6,113.13,0.18,1.4000000000000001,5.7,84,85.54,27.200000000000003,1006,N/A
2020,1,6,20,30,0,0,24.900000000000002,126.37,0.18,1.6,5.7,95,88.83,26.900000000000002,1007,N/A
2020,1,6,21,30,0,0,25.200000000000003,138.75,0.18,1.6,5.7,99,91.53,26.700000000000003,1007,N/A
2020,1,6,22,30,0,0,25.400000000000002,149.12,0.18,1.7000000000000002,5.6000000000000005,101,93.44,26.5,1006,N/A
2020,1,6,23,30,0,0,25.400000000000002,154.85,0.18,1.7000000000000002,5.6000000000000005,102,94.9,26.3,1006,N/A
2020,1,7,0,30,0,0,25.400000000000002,152.8,0.18,1.6,5.6000000000000005,101,95.91,26.1,1005,N/A
2020,1,7,1,30,0,0,25.3,144.28,0.18,1.6,5.6000000000000005,98,96.65,25.900000000000002,1005,N/A
2020,1,7,2,30,0,0,25.200000000000003,132.69,0.18,1.6,5.6000000000000005,94,97.19,25.700000000000003,1005,N/A
2020,1,7,3,30,0,0,25.1,119.79,0.18,1.6,5.6000000000000005,89,97.75,25.5,1005,N/A
2020,1,7,4,30,0,0,25.1,106.3,0.18,1.6,5.6000000000000005,86,98,25.400000000000002,1006,N/A
2020,1,7,5,30,0,0,25,92.54,0.18,1.6,5.7,85,97.19,25.5,1007,N/A
2020,1,7,6,30,106,146,25.1,78.60000000000001,0.18,1.6,5.7,83,96.45,25.700000000000003,1008,N/A
2020,1,7,7,30,261,385,25.200000000000003,64.84,0.18,1.7000000000000002,5.7,79,93.46000000000001,26.3,1008,N/A
2020,1,7,8,30,450,614,24.900000000000002,51.29,0.18,1.8,5.7,75,86.11,27.400000000000002,1009,N/A
2020,1,7,9,30,506,802,24.1,38.35,0.18,1.9000000000000001,5.800000000000001,72,76.25,28.700000000000003,1008,N/A
2020,1,7,10,30,364,931,23.3,27.01,0.18,1.8,5.800000000000001,71,68.2,29.8,1008,N/A
2020,1,7,11,30,601,988,22.8,20.27,0.18,1.7000000000000002,5.800000000000001,71,62.99,30.6,1007,N/A
2020,1,7,12,30,530,968,22.5,22.71,0.18,1.7000000000000002,5.800000000000001,72,59.79,31.200000000000003,1006,N/A
2020,1,7,13,30,605,875,22.3,32.31,0.18,1.6,5.800000000000001,74,58.160000000000004,31.5,1005,N/A
2020,1,7,14,30,326,715,22.200000000000003,44.65,0.18,1.6,5.9,76,57.59,31.6,1004,N/A
2020,1,7,15,30,253,504,22.3,57.96,0.18,1.6,5.9,77,58.71,31.3,1004,N/A
2020,1,7,16,30,231,265,22.400000000000002,71.66,0.18,1.6,5.9,77,61.81,30.6,1004,N/A
2020,1,7,17,30,40,48,22.8,85.39,0.18,1.7000000000000002,5.800000000000001,79,67.04,29.6,1005,N/A
2020,1,7,18,30,0,0,23,99.39,0.18,1.8,5.800000000000001,81,71.04,28.8,1006,N/A
2020,1,7,19,30,0,0,23.400000000000002,113.06,0.18,1.8,5.800000000000001,82,74.2,28.400000000000002,1006,N/A
2020,1,7,20,30,0,0,23.700000000000003,126.32000000000001,0.17,1.7000000000000002,5.9,82,78.78,27.700000000000003,1007,N/A
2020,1,7,21,30,0,0,23.8,138.73,0.17,1.6,5.9,80,80.95,27.400000000000002,1007,N/A
2020,1,7,22,30,0,0,24,149.16,0.17,1.5,5.9,78,83.36,27.1,1007,N/A
2020,1,7,23,30,0,0,24.200000000000003,154.96,0.17,1.4000000000000001,5.9,75,85.7,26.8,1006,N/A
2020,1,8,0,30,0,0,24.3,152.95000000000002,0.17,1.4000000000000001,5.9,71,87.43,26.6,1005,N/A
2020,1,8,1,30,0,0,24.5,144.44,0.17,1.4000000000000001,5.9,66,89.08,26.400000000000002,1005,N/A
2020,1,8,2,30,0,0,24.5,132.83,0.17,1.4000000000000001,5.800000000000001,69,90.54,26.200000000000003,1005,N/A
2020,1,8,3,30,0,0,24.6,119.92,0.17,1.5,5.800000000000001,80,92.06,26,1006,N/A
2020,1,8,4,30,0,0,24.700000000000003,106.42,0.17,1.5,5.800000000000001,86,93.06,25.900000000000002,1007,N/A
2020,1,8,5,30,0,0,24.700000000000003,92.64,0.17,1.5,5.800000000000001,84,93.08,25.900000000000002,1007,N/A
2020,1,8,6,30,65,144,24.6,78.7,0.17,1.5,5.7,75,90.55,26.3,1008,N/A
2020,1,8,7,30,221,383,24.200000000000003,64.92,0.17,1.7000000000000002,5.7,69,83.47,27.200000000000003,1009,N/A
2020,1,8,8,30,229,611,23.5,51.35,0.17,1.7000000000000002,5.800000000000001,69,75.57000000000001,28.200000000000003,1009,N/A
2020,1,8,9,30,547,800,23,38.38,0.17,1.7000000000000002,5.800000000000001,72,69.29,29.200000000000003,1009,N/A
2020,1,8,10,30,710,928,22.6,26.990000000000002,0.17,1.7000000000000002,5.800000000000001,75,64.71000000000001,30,1008,N/A
2020,1,8,11,30,888,986,22.1,20.16,0.17,1.7000000000000002,5.7,76,60.17,30.700000000000003,1007,N/A
2020,1,8,12,30,662,967,21.6,22.55,0.17,1.7000000000000002,5.7,76,57.13,31.1,1006,N/A
2020,1,8,13,30,652,864,21.400000000000002,32.15,0.17,1.6,5.7,75,56.39,31.1,1006,N/A
2020,1,8,14,30,626,686,21.400000000000002,44.51,0.17,1.5,5.800000000000001,76,57,30.900000000000002,1005,N/A
2020,1,8,15,30,252,476,21.6,57.84,0.17,1.5,5.800000000000001,78,59.870000000000005,30.3,1005,N/A
2020,1,8,16,30,220,241,22.3,71.55,0.17,1.5,5.800000000000001,82,65.71000000000001,29.400000000000002,1006,N/A
2020,1,8,17,30,26,38,23.200000000000003,85.3,0.17,1.7000000000000002,5.800000000000001,89,73.63,28.400000000000002,1006,N/A
2020,1,8,18,30,0,0,23.900000000000002,99.31,0.17,1.8,5.800000000000001,96,79.87,27.700000000000003,1007,N/A
2020,1,8,19,30,0,0,24.400000000000002,112.99000000000001,0.17,1.8,5.7,98,83.84,27.400000000000002,1007,N/A
2020,1,8,20,30,0,0,24.8,126.28,0.16,1.6,5.5,101,89.02,26.8,1008,N/A
2020,1,8,21,30,0,0,25.1,138.72,0.16,1.5,5.4,98,92.52,26.400000000000002,1007,N/A
2020,1,8,22,30,0,0,25.200000000000003,149.20000000000002,0.16,1.5,5.300000000000001,91,94.38,26.200000000000003,1007,N/A
2020,1,8,23,30,0,0,25.200000000000003,155.08,0.16,1.5,5.300000000000001,86,96.16,25.900000000000002,1006,N/A
2020,1,9,0,30,0,0,25.200000000000003,153.12,0.16,1.5,5.300000000000001,87,96.36,25.8,1005,N/A
2020,1,9,1,30,0,0,25.1,144.6,0.16,1.5,5.300000000000001,87,96.99000000000001,25.6,1005,N/A
2020,1,9,2,30,0,0,25,132.98,0.16,1.5,5.300000000000001,84,97.10000000000001,25.5,1005,N/A
2020,1,9,3,30,0,0,24.900000000000002,120.05,0.16,1.5,5.300000000000001,80,97.3,25.400000000000002,1005,N/A
2020,1,9,4,30,0,0,24.900000000000002,106.54,0.16,1.5,5.300000000000001,74,97.62,25.3,1006,N/A
2020,1,9,5,30,0,0,24.8,92.75,0.16,1.4000000000000001,5.300000000000001,68,96.55,25.400000000000002,1007,N/A
2020,1,9,6,30,79,121,24.900000000000002,78.79,0.16,1.3,5.300000000000001,57,94.16,25.900000000000002,1007,N/A
2020,1,9,7,30,168,349,24.6,65,0.16,1.4000000000000001,5.300000000000001,45,86.55,27,1008,N/A
2020,1,9,8,30,403,577,23.5,51.410000000000004,0.16,1.4000000000000001,5.300000000000001,41,74.27,28.5,1008,N/A
2020,1,9,9,30,715,769,22.200000000000003,38.410000000000004,0.16,1.3,5.300000000000001,43,62.99,30,1009,N/A
2020,1,9,10,30,905,905,21.400000000000002,26.96,0.16,1.1,5.300000000000001,50,56.24,31.1,1008,N/A
2020,1,9,11,30,954,973,20.8,20.05,0.16,1.1,5.300000000000001,59,51.71,32,1007,N/A
2020,1,9,12,30,956,956,20.5,22.38,0.16,1,5.2,65,49.230000000000004,32.5,1006,N/A
2020,1,9,13,30,859,859,20.3,32,0.16,1,5.2,70,48.120000000000005,32.7,1006,N/A
2020,1,9,14,30,694,694,20.200000000000003,44.37,0.16,1,5.2,76,48.13,32.6,1005,N/A
2020,1,9,15,30,484,484,20.3,57.72,0.16,1,5.2,84,49.47,32.2,1005,N/A
2020,1,9,16,30,221,249,20.700000000000003,71.44,0.16,1.1,5.2,94,52.82,31.5,1005,N/A
2020,1,9,17,30,33,42,21.700000000000003,85.21000000000001,0.16,1.2000000000000002,5.2,104,59.94,30.400000000000002,1006,N/A
2020,1,9,18,30,0,0,22.5,99.23,0.16,1.5,5.2,113,66.04,29.5,1006,N/A
2020,1,9,19,30,0,0,22.8,112.93,0.16,1.6,5.2,117,69.05,29.1,1006,N/A
2020,1,9,20,30,0,0,23.3,126.24000000000001,0.16,1.5,5.2,125,74.38,28.3,1006,N/A
2020,1,9,21,30,0,0,23.900000000000002,138.71,0.16,1.4000000000000001,5.2,128,78.69,27.900000000000002,1006,N/A
2020,1,9,22,30,0,0,24.3,149.25,0.16,1.4000000000000001,5.2,128,83.2,27.400000000000002,1006,N/A
2020,1,9,23,30,0,0,24.6,155.20000000000002,0.16,1.3,5.1000000000000005,126,86.14,27.1,1005,N/A
2020,1,10,0,30,0,0,24.8,153.29,0.16,1.3,5.1000000000000005,119,88.56,26.8,1004,N/A
2020,1,10,1,30,0,0,24.8,144.77,0.16,1.4000000000000001,5.1000000000000005,108,90.38,26.5,1004,N/A
2020,1,10,2,30,0,0,24.8,133.13,0.16,1.6,5.2,95,90.73,26.400000000000002,1004,N/A
2020,1,10,3,30,0,0,24.8,120.18,0.16,1.7000000000000002,5.2,84,91.98,26.200000000000003,1005,N/A
2020,1,10,4,30,0,0,24.700000000000003,106.65,0.16,1.8,5.2,75,92.53,26,1005,N/A
2020,1,10,5,30,0,0,24.5,92.85000000000001,0.16,1.8,5.2,66,91.4,26,1006,N/A
2020,1,10,6,30,132,140,24,78.88,0.16,2,5.2,59,85.25,26.700000000000003,1007,N/A
2020,1,10,7,30,369,379,23.1,65.07000000000001,0.16,2.1,5.2,55,75.07000000000001,27.900000000000002,1008,N/A
2020,1,10,8,30,602,611,22.3,51.46,0.16,2,5.2,54,66.73,29.1,1008,N/A
2020,1,10,9,30,802,802,21.8,38.43,0.16,1.8,5.2,54,60.75,30.200000000000003,1007,N/A
