month,day,hour,ghi,solar_zenith_angle,clearsky_ghi,relative_humidity,temperature
9,22,15,436,59.6,436,35.300000000000004,37.0
9,22,16,189,74.55,189,36.1,36.2
9,22,17,7,89.21000000000001,7,40.66,34.7
9,23,5,5,89.86,5,78.01,28.4
9,23,6,179,75.32000000000001,179,73.86,29.3
9,23,7,426,60.36,426,63.48,30.9
9,23,8,656,45.39,656,54.53,32.7
9,23,9,801,30.43,837,47.870000000000005,34.2
9,23,10,852,15.52,952,42.77,35.4
9,23,11,988,2.34,988,39.48,36.2
9,23,12,756,14.83,952,37.49,36.7
9,23,13,718,29.73,834,36.34,36.9
9,23,14,580,44.69,646,36.06,36.8
9,23,15,184,59.66,421,36.68,36.4
9,23,16,43,74.62,179,38.4,35.6
9,23,17,3,89.27,6,43.51,34.2
9,24,5,5,89.78,5,73.87,29.0
9,24,6,160,75.22,178,71.74,29.5
9,24,7,250,60.26,421,65.59,30.5
9,24,8,484,45.28,649,59.28,31.6
9,24,9,611,30.31,833,54.56,32.6
9,24,10,779,15.38,949,51.99,33.2
9,24,11,839,1.94,992,50.72,33.5
9,24,12,903,14.86,955,49.75,33.7
9,24,13,707,29.79,843,49.15,33.800000000000004
9,24,14,614,44.76,664,48.870000000000005,33.800000000000004
9,24,15,405,59.73,434,48.7,33.800000000000004
9,24,16,181,74.69,188,50.2,33.300000000000004
9,24,17,7,89.33,7,54.54,32.4
9,25,5,4,89.69,6,78.89,28.3
9,25,6,161,75.12,182,73.75,29.3
9,25,7,427,60.15,427,63.34,30.9
9,25,8,653,45.18,653,54.51,32.5
9,25,9,799,30.2,833,48.11,33.9
9,25,10,898,15.25,944,43.64,35.0
9,25,11,849,1.55,974,40.39,35.9
9,25,12,901,14.9,940,38.09,36.5
9,25,13,829,29.85,829,36.83,36.7
9,25,14,654,44.83,654,36.28,36.6
9,25,15,426,59.8,426,36.73,36.2
9,25,16,161,74.76,183,38.85,35.300000000000004
9,25,17,6,89.39,6,44.98,34.0
9,26,5,6,89.60000000000001,6,78.31,28.200000000000003
9,26,6,184,75.01,184,75.57000000000001,28.9
9,26,7,259,60.05,430,69.49,30.1
9,26,8,98,45.07,665,61.28,31.5
9,26,9,636,30.09,850,54.36,32.7
9,26,10,939,15.12,970,49.08,33.800000000000004
9,26,11,1015,1.15,1015,45.36,34.7
9,26,12,977,14.95,977,43.31,35.2
9,26,13,857,29.92,857,42.07,35.5
9,26,14,571,44.9,666,41.86,35.4
9,26,15,344,59.870000000000005,435,42.82,34.9
9,26,16,99,74.83,189,44.96,34.1
9,26,17,5,89.45,7,49.96,33.1
9,27,5,3,89.51,7,80.35000000000001,28.3
9,27,6,123,74.91,187,76.81,29.0
9,27,7,340,59.96,433,68.60000000000001,30.200000000000003
9,27,8,502,44.98,662,62.22,31.4
9,27,9,80,29.99,844,57.120000000000005,32.5
9,27,10,101,15.01,955,53.24,33.300000000000004
9,27,11,101,0.76,985,50.36,33.9
9,27,12,165,15.01,944,48.75,34.2
9,27,13,350,29.99,828,48.01,34.300000000000004
9,27,14,390,44.97,645,48.06,34.2
9,27,15,342,59.95,419,48.82,33.9
9,27,16,160,74.9,179,51.29,33.2
9,27,17,5,89.51,5,58.06,32.4
9,28,5,1,89.42,5,87.92,27.5
9,28,6,8,74.82000000000001,175,86.13,27.8
9,28,7,182,59.86,414,80.96000000000001,28.6
9,28,8,458,44.88,639,71.29,29.8
9,28,9,667,29.9,820,63.41,31.0
9,28,10,783,14.91,938,57.69,32.1
9,28,11,843,0.38,982,53.620000000000005,33.0
9,28,12,849,15.07,948,50.95,33.6
9,28,13,748,30.06,836,48.74,34.1
9,28,14,571,45.04,653,47.4,34.300000000000004
9,28,15,368,60.02,427,46.73,34.300000000000004
9,28,16,144,74.97,184,48.15,33.7
9,28,17,6,89.57000000000001,6,54.620000000000005,32.800000000000004
9,29,5,6,89.34,7,77.72,28.0
9,29,6,97,74.72,188,72.66,29.0
9,29,7,315,59.77,436,63.5,30.5
9,29,8,565,44.79,667,56.16,31.9
9,29,9,676,29.81,850,51.06,33.2
9,29,10,842,14.82,962,47.01,34.300000000000004
9,29,11,979,0.17,992,43.99,35.1
9,29,12,954,15.15,954,41.48,35.7
9,29,13,836,30.14,836,39.55,36.1
9,29,14,623,45.12,650,38.63,36.2
9,29,15,421,60.09,421,39.21,35.800000000000004
9,29,16,178,75.04,178,41.32,35.0
9,29,17,5,89.63,5,47.84,33.7
9,30,5,6,89.25,7,76.72,28.4
9,30,6,170,74.63,190,73.23,29.200000000000003
9,30,7,430,59.67,437,64.33,30.5
9,30,8,669,44.7,669,55.38,32.0
9,30,9,808,29.72,855,48.94,33.4
9,30,10,972,14.74,972,44.78,34.5
9,30,11,1013,0.48,1013,41.69,35.4
9,30,12,974,15.24,974,39.56,36.0
9,30,13,853,30.22,853,38.53,36.3
9,30,14,663,45.19,663,38.28,36.3
9,30,15,432,60.16,432,38.77,36.0
9,30,16,184,75.11,184,40.35,35.300000000000004
9,30,17,6,89.68,6,43.76,34.2
10,1,5,8,89.17,8,73.27,28.200000000000003
10,1,6,200,74.53,200,70.19,29.0
10,1,7,453,59.59,453,61.690000000000005,30.3
10,1,8,645,44.62,685,52.34,31.8
10,1,9,711,29.64,868,45.31,33.1
10,1,10,836,14.67,982,41.12,34.2
10,1,11,893,0.86,1017,38.57,35.1
10,1,12,938,15.33,975,37.03,35.7
10,1,13,758,30.3,855,36.08,36.1
10,1,14,611,45.27,670,35.93,36.1
10,1,15,436,60.24,436,36.48,35.800000000000004
10,1,16,186,75.18,186,38.46,35.0
10,1,17,6,89.74,6,42.81,33.800000000000004
10,2,5,8,89.08,8,73.7,28.200000000000003
10,2,6,158,74.44,198,71.03,29.0
10,2,7,412,59.5,447,63.36,30.4
10,2,8,609,44.54,677,56.22,31.8
10,2,9,733,29.57,859,49.870000000000005,33.2
10,2,10,944,14.62,974,45.42,34.300000000000004
10,2,11,1012,1.25,1012,42.16,35.2
10,2,12,968,15.43,968,40.1,35.800000000000004
10,2,13,845,30.39,845,39.13,36.1
10,2,14,655,45.35,655,39.32,36.0
10,2,15,421,60.31,421,40.44,35.6
10,2,16,177,75.25,177,42.85,34.800000000000004
10,2,17,5,89.79,5,47.31,33.800000000000004
10,3,5,6,89.0,9,76.01,28.4
10,3,6,118,74.36,192,73.54,28.9
10,3,7,329,59.42,437,66.59,29.9
10,3,8,572,44.46,665,60.28,31.1
10,3,9,798,29.5,847,55.05,32.300000000000004
10,3,10,947,14.57,962,50.66,33.4
10,3,11,878,1.64,1000,47.48,34.2
10,3,12,691,15.54,959,45.24,34.800000000000004
10,3,13,625,30.48,839,43.94,35.1
10,3,14,608,45.43,652,43.59,35.1
10,3,15,421,60.39,421,45.03,34.6
10,3,16,176,75.32000000000001,176,47.95,33.800000000000004
10,3,17,5,89.84,5,52.870000000000005,32.800000000000004
10,4,5,11,88.91,11,75.38,28.5
10,4,6,194,74.27,194,72.09,29.200000000000003
10,4,7,441,59.34,441,65.28,30.3
10,4,8,670,44.39,670,58.120000000000005,31.4
10,4,9,852,29.44,852,52.26,32.6
10,4,10,952,14.54,967,47.96,33.7
10,4,11,1002,2.04,1002,44.74,34.6
10,4,12,961,15.66,961,42.11,35.300000000000004
10,4,13,843,30.57,843,40.65,35.6
10,4,14,656,45.51,656,39.77,35.7
10,4,15,425,60.46,425,39.96,35.4
10,4,16,178,75.39,178,41.29,34.7
10,4,17,5,89.89,5,45.87,33.5
10,5,5,9,88.83,11,74.93,27.8
10,5,6,141,74.18,196,70.9,28.700000000000003
10,5,7,394,59.26,442,63.82,30.200000000000003
10,5,8,589,44.32,672,54.120000000000005,31.9
10,5,9,706,29.39,853,47.61,33.300000000000004
10,5,10,900,14.52,969,43.21,34.4
10,5,11,997,2.43,1005,40.03,35.2
10,5,12,964,15.78,964,37.59,35.800000000000004
10,5,13,844,30.67,844,36.39,36.0
10,5,14,655,45.6,655,36.22,35.9
10,5,15,423,60.54,423,36.71,35.5
10,5,16,177,75.45,177,38.19,34.7
10,5,17,5,89.94,5,43.45,33.6
10,6,5,9,88.75,11,75.93,28.6
10,6,6,127,74.10000000000001,196,73.01,29.4
10,6,7,319,59.19,442,63.22,30.8
10,6,8,461,44.26,670,56.620000000000005,32.0
10,6,9,666,29.34,851,52.38,33.1
10,6,10,807,14.51,964,48.58,34.1
10,6,11,854,2.82,999,45.37,34.9
10,6,12,930,15.92,956,43.01,35.5
10,6,13,832,30.76,832,41.59,35.800000000000004
10,6,14,531,45.68,637,41.17,35.800000000000004
10,6,15,379,60.61,410,41.86,35.4
10,6,16,88,75.52,169,43.81,34.6
10,6,17,3,89.99,4,53.61,33.5
10,7,5,8,88.67,10,84.05,27.8
10,7,6,103,74.02,190,82.32000000000001,28.3
10,7,7,291,59.120000000000005,431,78.65,29.0
10,7,8,449,44.2,657,71.51,30.1
10,7,9,660,29.3,838,64.74,31.200000000000003
10,7,10,721,14.51,957,59.21,32.2
10,7,11,1003,3.21,1003,54.75,33.1
10,7,12,961,16.05,961,51.23,33.800000000000004
10,7,13,775,30.86,831,48.79,34.2
10,7,14,516,45.77,628,47.22,34.4
10,7,15,336,60.68,401,47.13,34.2
10,7,16,130,75.58,163,48.69,33.7
10,7,17,3,90.04,3,55.11,32.9
10,8,5,6,88.59,11,84.60000000000001,27.6
10,8,6,61,73.95,196,82.67,28.1
10,8,7,314,59.05,440,76.44,29.1
10,8,8,464,44.14,667,69.39,30.1
10,8,9,671,29.26,847,64.35,31.1
10,8,10,765,14.52,957,60.2,31.9
10,8,11,811,3.59,990,56.39,32.7
10,8,12,781,16.2,942,54.2,33.1
10,8,13,672,30.97,820,52.95,33.300000000000004
10,8,14,534,45.85,635,52.7,33.300000000000004
10,8,15,375,60.76,408,53.620000000000005,33.0
10,8,16,136,75.65,167,56.57,32.4
10,8,17,4,90.08,4,64.81,31.6
10,9,5,2,88.51,5,94.15,26.9
10,9,6,10,73.87,168,94.72,26.8
10,9,7,102,58.98,398,94.32,26.8
10,9,8,67,44.09,614,92.76,26.700000000000003
10,9,9,304,29.23,790,90.11,26.8
10,9,10,626,14.55,911,83.45,27.3
10,9,11,764,3.98,960,75.84,28.1
10,9,12,709,16.35,928,70.2,28.9
10,9,13,718,31.07,813,66.95,29.4
10,9,14,528,45.94,632,65.06,29.700000000000003
10,9,15,310,60.83,406,65.25,29.6
10,9,16,78,75.71000000000001,166,68.73,29.200000000000003
10,9,17,3,90.12,4,73.42,28.8
10,10,5,11,88.43,11,89.36,26.700000000000003
10,10,6,197,73.8,197,85.2,27.4
10,10,7,360,58.92,441,76.81,28.700000000000003
10,10,8,465,44.04,667,67.39,30.0
10,10,9,772,29.21,845,61.04,31.1
10,10,10,957,14.58,957,56.05,32.1
10,10,11,994,4.36,994,52.3,32.9
10,10,12,953,16.5,953,49.35,33.6
10,10,13,835,31.18,835,47.25,34.1
10,10,14,651,46.02,651,45.84,34.4
10,10,15,416,60.9,419,45.85,34.2
10,10,16,172,75.77,172,47.62,33.5
10,10,17,4,90.17,4,54.29,32.300000000000004
10,11,5,10,88.36,10,74.68,28.0
10,11,6,126,73.73,190,71.25,28.6
10,11,7,420,58.870000000000005,427,62.76,29.700000000000003
10,11,8,626,44.0,648,56.58,30.8
10,11,9,732,29.19,827,53.06,31.8
10,11,10,915,14.63,948,49.97,32.800000000000004
10,11,11,966,4.75,992,47.28,33.7
10,11,12,832,16.66,950,45.18,34.4
10,11,13,707,31.29,828,43.78,34.800000000000004
10,11,14,551,46.11,640,43.26,34.800000000000004
10,11,15,400,60.97,409,43.3,34.6
10,11,16,140,75.83,166,45.31,33.800000000000004
10,11,17,4,90.21,4,51.52,32.6
10,12,5,14,88.29,14,75.17,28.3
10,12,6,206,73.66,206,72.36,28.9
10,12,7,452,58.81,452,63.66,30.0
10,12,8,678,43.97,678,56.620000000000005,31.1
10,12,9,855,29.18,855,51.94,32.2
10,12,10,969,14.69,969,48.75,33.2
10,12,11,1009,5.13,1009,46.98,33.9
10,12,12,966,16.82,966,45.58,34.5
10,12,13,842,31.4,842,45.03,34.7
10,12,14,649,46.2,649,44.94,34.7
10,12,15,416,61.05,416,45.6,34.4
10,12,16,171,75.89,171,47.39,33.7
10,12,17,4,90.25,4,51.36,32.6
10,13,5,15,88.22,15,78.35000000000001,27.6
10,13,6,208,73.60000000000001,208,73.25,28.5
10,13,7,454,58.76,454,60.31,30.0
10,13,8,681,43.93,681,49.67,31.4
10,13,9,860,29.18,860,43.62,32.800000000000004
10,13,10,942,14.76,963,40.33,33.9
10,13,11,953,5.51,979,38.37,34.800000000000004
10,13,12,843,16.990000000000002,934,37.83,35.300000000000004
10,13,13,795,31.51,810,37.79,35.6
10,13,14,620,46.28,620,38.53,35.5
10,13,15,391,61.120000000000005,391,39.97,35.1
10,13,16,154,75.94,154,42.76,34.300000000000004
10,13,17,2,90.86,2,50.43,33.1
10,14,5,13,88.15,14,79.0,28.3
10,14,6,170,73.54,204,74.34,29.0
10,14,7,387,58.72,449,64.96000000000001,30.200000000000003
10,14,8,585,43.9,675,57.84,31.5
10,14,9,680,29.18,850,52.42,32.800000000000004
10,14,10,813,14.84,954,48.32,33.9
10,14,11,862,5.88,976,45.23,34.7
10,14,12,905,17.16,918,43.09,35.2
10,14,13,792,31.62,792,42.31,35.300000000000004
10,14,14,608,46.37,608,43.03,35.0
10,14,15,367,61.18,382,44.74,34.5
10,14,16,147,76.0,147,48.13,33.7
10,14,17,2,90.9,2,55.1,32.7
10,15,5,7,88.08,14,83.92,27.700000000000003
10,15,6,58,73.48,207,80.19,27.9
10,15,7,164,58.67,456,71.23,28.8
10,15,8,364,43.88,684,62.06,30.0
10,15,9,514,29.19,859,55.41,31.3
10,15,10,605,14.93,963,50.77,32.5
10,15,11,798,6.26,989,47.93,33.4
10,15,12,714,17.34,941,46.18,34.0
10,15,13,605,31.74,814,44.96,34.4
10,15,14,423,46.46,618,44.85,34.4
10,15,15,375,61.25,390,45.64,34.1
10,15,16,153,76.05,153,47.88,33.4
10,15,17,2,90.94,2,55.39,32.300000000000004
10,16,5,5,88.02,14,86.2,27.3
10,16,6,84,73.43,204,84.86,27.6
10,16,7,211,58.63,447,83.03,28.1
10,16,8,492,43.86,674,75.44,29.0
10,16,9,659,29.2,852,63.74,30.200000000000003
10,16,10,830,15.03,962,54.0,31.5
10,16,11,877,6.63,996,47.97,32.5
10,16,12,749,17.52,948,44.1,33.4
10,16,13,625,31.85,820,42.19,33.9
10,16,14,487,46.54,625,41.54,34.0
10,16,15,266,61.32,397,41.57,33.9
10,16,16,124,76.10000000000001,158,43.64,33.1
10,16,17,3,90.97,3,53.69,32.0
10,17,5,8,87.95,15,87.76,27.1
10,17,6,68,73.38,208,85.3,27.700000000000003
10,17,7,229,58.6,450,80.27,28.5
10,17,8,49,43.85,675,71.47,29.6
10,17,9,181,29.22,851,64.68,30.6
10,17,10,544,15.14,961,58.99,31.6
10,17,11,754,7.0,995,54.53,32.5
10,17,12,760,17.7,950,51.34,33.2
10,17,13,719,31.97,830,49.96,33.5
10,17,14,545,46.63,646,50.68,33.300000000000004
10,17,15,345,61.39,416,52.93,32.800000000000004
10,17,16,124,76.15,172,57.8,31.700000000000003
10,17,17,4,91.01,4,67.21000000000001,30.200000000000003
10,18,5,3,87.89,15,93.5,26.700000000000003
10,18,6,12,73.33,207,92.22,27.1
10,18,7,145,58.57,452,89.12,27.8
10,18,8,332,43.84,681,79.46000000000001,29.0
10,18,9,541,29.25,861,66.1,30.4
10,18,10,747,15.26,972,57.59,31.700000000000003
10,18,11,825,7.36,1003,51.96,32.9
10,18,12,764,17.88,956,48.6,33.800000000000004
10,18,13,696,32.08,827,46.92,34.300000000000004
10,18,14,541,46.71,628,46.81,34.300000000000004
10,18,15,386,61.45,399,48.18,33.9
10,18,16,136,76.2,159,52.28,32.9
10,18,17,3,91.04,3,58.69,31.700000000000003
10,19,5,14,87.84,14,88.24,26.9
10,19,6,193,73.28,205,87.67,26.8
10,19,7,430,58.54,450,83.59,27.0
10,19,8,514,43.84,678,77.07000000000001,27.4
10,19,9,701,29.29,858,69.09,28.1
10,19,10,968,15.39,968,62.83,29.0
10,19,11,1000,7.73,1000,57.91,30.1
10,19,12,637,18.07,951,54.97,30.9
10,19,13,638,32.2,825,53.36,31.4
10,19,14,607,46.8,637,53.33,31.5
10,19,15,405,61.51,405,54.45,31.3
10,19,16,136,76.24,163,57.16,30.700000000000003
10,19,17,3,91.07,3,63.51,29.9
10,20,5,16,87.78,16,85.45,27.0
10,20,6,202,73.24,210,84.13,27.5
10,20,7,369,58.52,453,79.23,28.4
10,20,8,466,43.84,678,69.94,29.6
10,20,9,650,29.33,855,60.35,30.9
10,20,10,785,15.52,963,53.5,32.0
10,20,11,779,8.09,990,47.98,33.1
10,20,12,729,18.26,944,44.06,34.0
10,20,13,640,32.32,820,41.35,34.7
10,20,14,570,46.88,628,40.11,34.9
10,20,15,345,61.57,399,39.96,34.7
10,20,16,99,76.29,159,41.96,34.0
10,20,17,3,91.1,3,50.8,32.6
10,21,5,13,87.73,15,82.35000000000001,27.6
10,21,6,117,73.2,207,79.53,28.3
10,21,7,325,58.5,447,72.64,29.5
10,21,8,421,43.84,667,64.12,30.700000000000003
10,21,9,538,29.37,841,60.09,31.5
10,21,10,693,15.67,948,57.11,32.2
10,21,11,758,8.45,980,55.26,32.6
10,21,12,668,18.45,934,54.36,32.800000000000004
10,21,13,514,32.43,813,54.68,32.7
10,21,14,399,46.96,630,55.89,32.4
10,21,15,241,61.63,402,58.33,31.8
10,21,16,70,76.33,161,62.190000000000005,30.9
10,21,17,2,91.12,3,67.89,29.9
10,22,5,13,87.68,17,87.02,26.8
10,22,6,138,73.17,211,85.24,27.3
10,22,7,337,58.48,452,80.64,28.1
10,22,8,534,43.85,674,75.0,28.9
10,22,9,616,29.42,850,70.96000000000001,29.6
10,22,10,712,15.82,961,67.74,30.1
10,22,11,702,8.8,992,65.63,30.4
10,22,12,668,18.63,947,65.95,30.3
10,22,13,596,32.55,825,68.18,29.9
10,22,14,290,47.04,639,70.38,29.5
10,22,15,228,61.690000000000005,406,72.60000000000001,29.0
10,22,16,98,76.36,165,75.29,28.4
10,22,17,4,91.14,4,79.0,27.8
10,23,5,3,87.64,17,85.79,25.700000000000003
10,23,6,23,73.14,211,82.73,26.5
10,23,7,337,58.47,452,75.19,27.8
10,23,8,426,43.87,673,67.86,29.200000000000003
10,23,9,478,29.48,845,62.690000000000005,30.200000000000003
10,23,10,774,15.98,948,59.53,30.8
10,23,11,745,9.15,977,58.09,31.0
10,23,12,792,18.83,930,57.59,31.1
10,23,13,738,32.660000000000004,812,58.17,31.0
10,23,14,430,47.12,634,59.33,30.8
10,23,15,340,61.74,406,61.08,30.5
10,23,16,131,76.4,166,64.24,29.9
10,23,17,4,91.16,4,69.04,29.200000000000003
10,24,5,17,87.59,20,84.86,25.6
10,24,6,177,73.11,221,77.31,27.0
10,24,7,466,58.47,466,63.34,29.200000000000003
10,24,8,677,43.89,690,56.85,31.0
10,24,9,743,29.55,865,51.75,32.5
10,24,10,975,16.15,975,47.91,33.7
10,24,11,1009,9.5,1009,44.97,34.6
10,24,12,961,19.02,961,42.24,35.4
10,24,13,836,32.78,836,40.39,35.800000000000004
10,24,14,646,47.2,646,39.43,35.800000000000004
10,24,15,412,61.8,412,39.37,35.5
10,24,16,166,76.44,166,41.2,34.6
10,24,17,4,91.17,4,49.05,33.300000000000004
10,25,5,20,87.55,20,79.61,28.1
10,25,6,222,73.09,222,73.9,29.4
10,25,7,451,58.46,469,62.09,31.1
10,25,8,638,43.91,694,52.93,32.6
10,25,9,711,29.62,867,47.2,33.9
10,25,10,801,16.32,970,43.49,34.9
10,25,11,859,9.85,994,40.65,35.7
10,25,12,805,19.21,944,38.95,36.1
10,25,13,809,32.89,814,38.1,36.3
10,25,14,542,47.27,617,38.27,36.1
10,25,15,365,61.85,390,39.14,35.7
10,25,16,121,76.47,154,41.44,34.9
10,25,17,2,91.18,2,49.06,33.800000000000004
10,26,5,15,87.52,15,91.02,27.4
10,26,6,204,73.07000000000001,204,88.31,27.8
10,26,7,391,58.46,438,83.28,28.4
10,26,8,488,43.94,649,75.13,29.3
10,26,9,695,29.69,825,66.55,30.4
10,26,10,739,16.5,937,59.68,31.5
10,26,11,805,10.19,972,54.71,32.5
10,26,12,832,19.4,930,51.05,33.4
10,26,13,687,33.01,812,48.98,33.9
10,26,14,507,47.35,628,48.8,33.9
10,26,15,371,61.9,399,49.370000000000005,33.7
10,26,16,136,76.49,159,52.02,32.9
10,26,17,3,91.19,3,57.28,31.8
10,27,5,16,87.48,18,88.10000000000001,27.200000000000003
10,27,6,205,73.05,214,82.65,28.3
10,27,7,458,58.47,458,71.82000000000001,29.9
10,27,8,584,43.98,682,61.45,31.6
10,27,9,738,29.77,857,54.63,33.0
10,27,10,949,16.69,962,49.620000000000005,34.2
10,27,11,985,10.53,985,45.91,35.1
10,27,12,936,19.59,936,43.0,35.800000000000004
10,27,13,808,33.12,808,41.14,36.2
10,27,14,615,47.42,615,40.58,36.2
10,27,15,384,61.940000000000005,384,41.43,35.800000000000004
10,27,16,148,76.52,148,44.06,35.0
10,27,17,2,91.2,2,49.38,33.9
10,28,5,14,87.45,17,81.16,28.1
10,28,6,170,73.04,210,76.16,29.1
10,28,7,397,58.48,452,65.98,30.700000000000003
10,28,8,552,44.01,676,58.25,32.1
10,28,9,782,29.86,848,52.31,33.4
10,28,10,896,16.88,953,48.05,34.4
10,28,11,970,10.86,982,45.1,35.1
10,28,12,921,19.78,933,42.73,35.7
10,28,13,799,33.230000000000004,806,41.55,35.9
10,28,14,580,47.49,617,41.07,35.9
10,28,15,348,61.99,388,41.56,35.6
10,28,16,123,76.54,151,43.68,34.800000000000004
10,28,17,2,91.2,2,47.76,33.800000000000004
10,29,5,15,87.42,17,78.88,28.0
10,29,6,161,73.03,211,73.88,29.0
10,29,7,379,58.49,451,63.02,30.700000000000003
10,29,8,574,44.06,674,53.120000000000005,32.2
10,29,9,701,29.95,848,46.21,33.4
10,29,10,812,17.07,953,41.32,34.5
10,29,11,836,11.19,974,37.66,35.4
10,29,12,827,19.97,923,35.14,36.0
10,29,13,739,33.34,798,33.53,36.3
10,29,14,548,47.56,613,32.74,36.3
10,29,15,350,62.03,383,32.75,36.0
10,29,16,144,76.56,145,34.36,35.1
10,29,17,2,91.2,2,40.73,33.800000000000004
10,30,5,16,87.4,16,74.32000000000001,27.6
10,30,6,200,73.02,205,69.72,28.700000000000003
10,30,7,368,58.51,441,59.4,30.4
10,30,8,532,44.1,658,53.05,32.0
10,30,9,650,30.05,829,48.46,33.4
10,30,10,789,17.27,929,44.85,34.5
10,30,11,819,11.52,951,41.97,35.4
10,30,12,849,20.16,905,40.48,35.800000000000004
10,30,13,785,33.45,785,39.78,36.0
10,30,14,588,47.63,601,39.96,35.9
10,30,15,368,62.07,378,40.66,35.6
10,30,16,133,76.58,146,42.76,34.800000000000004
10,30,17,2,91.2,2,49.56,33.6
10,31,5,13,87.38,13,76.28,28.5
10,31,6,181,73.02,198,73.35000000000001,29.0
10,31,7,373,58.53,432,68.65,29.9
10,31,8,509,44.16,648,63.870000000000005,30.9
10,31,9,616,30.15,818,59.21,31.9
10,31,10,720,17.47,920,54.85,32.800000000000004
10,31,11,732,11.84,946,51.2,33.5
10,31,12,688,20.35,897,48.33,34.0
10,31,13,618,33.56,779,46.0,34.4
10,31,14,415,47.69,595,44.43,34.6
10,31,15,273,62.11,373,44.16,34.4
10,31,16,115,76.60000000000001,142,44.97,33.9
10,31,17,2,91.2,2,50.21,33.1
11,1,5,10,87.36,10,76.11,28.8
11,1,6,178,73.02,182,73.54,29.0
11,1,7,369,58.56,406,71.2,29.200000000000003
11,1,8,557,44.21,614,68.93,29.4
11,1,9,655,30.25,778,66.68,29.700000000000003
11,1,10,595,17.68,892,64.18,30.1
11,1,11,613,12.16,944,61.14,30.700000000000003
11,1,12,681,20.53,905,57.53,31.4
11,1,13,601,33.660000000000004,788,54.78,31.9
11,1,14,542,47.76,609,52.86,32.2
11,1,15,383,62.14,384,51.63,32.300000000000004
11,1,16,137,76.61,152,53.15,31.8
11,1,17,2,91.19,2,58.22,31.0
11,2,5,19,87.34,19,80.23,27.8
11,2,6,177,73.03,218,74.26,28.9
11,2,7,462,58.59,462,61.27,30.8
11,2,8,576,44.27,686,51.83,32.4
11,2,9,861,30.36,861,46.31,33.800000000000004
11,2,10,961,17.89,961,42.95,34.800000000000004
11,2,11,973,12.48,973,40.25,35.6
11,2,12,920,20.72,920,37.83,36.2
11,2,13,719,33.76,792,36.54,36.3
11,2,14,484,47.82,602,35.96,36.2
11,2,15,294,62.18,373,36.24,35.800000000000004
11,2,16,109,76.62,138,38.45,34.9
11,2,17,2,91.18,2,47.55,33.9
11,3,5,12,87.33,12,79.15,28.3
11,3,6,191,73.04,191,75.4,29.1
11,3,7,426,58.620000000000005,426,66.44,30.4
11,3,8,642,44.34,642,59.76,31.5
11,3,9,810,30.47,810,56.06,32.300000000000004
11,3,10,827,18.1,907,52.92,33.0
11,3,11,814,12.79,929,51.1,33.300000000000004
11,3,12,873,20.9,877,50.05,33.4
11,3,13,678,33.87,760,49.870000000000005,33.300000000000004
11,3,14,585,47.88,585,50.41,33.0
11,3,15,367,62.2,367,51.26,32.7
11,3,16,137,76.62,140,54.78,32.0
11,3,17,2,91.16,2,63.77,31.3
11,4,5,7,87.32000000000001,14,97.86,26.200000000000003
11,4,6,32,73.05,197,96.22,26.5
11,4,7,163,58.65,428,92.36,27.200000000000003
11,4,8,405,44.4,642,82.72,28.5
11,4,9,355,30.59,807,71.36,29.9
11,4,10,614,18.31,913,64.42,30.9
11,4,11,530,13.09,946,59.47,31.700000000000003
11,4,12,762,21.08,902,54.9,32.5
11,4,13,641,33.97,784,51.95,32.9
11,4,14,451,47.93,603,50.09,33.1
11,4,15,317,62.23,381,50.04,32.9
11,4,16,139,76.63,148,52.59,32.300000000000004
11,4,17,2,91.14,2,60.79,31.4
11,5,5,10,87.32000000000001,13,90.05,27.3
11,5,6,146,73.06,198,88.71000000000001,27.5
11,5,7,365,58.69,435,84.17,28.0
11,5,8,588,44.48,656,75.86,28.9
11,5,9,682,30.71,832,65.97,30.200000000000003
11,5,10,780,18.53,941,58.41,31.5
11,5,11,822,13.4,969,53.870000000000005,32.6
11,5,12,727,21.26,922,51.54,33.300000000000004
11,5,13,645,34.06,798,50.33,33.7
11,5,14,523,47.99,605,50.72,33.6
11,5,15,345,62.26,380,51.83,33.300000000000004
11,5,16,125,76.63,148,54.56,32.6
11,5,17,2,91.12,2,60.06,31.6
11,6,5,19,87.32000000000001,19,79.04,28.0
11,6,6,215,73.08,215,74.71000000000001,28.8
11,6,7,444,58.74,457,64.75,30.1
11,6,8,642,44.55,682,56.39,31.3
11,6,9,750,30.84,857,49.72,32.6
11,6,10,892,18.75,966,45.37,33.7
11,6,11,951,13.69,1000,42.82,34.5
11,6,12,778,21.43,947,41.16,35.1
11,6,13,686,34.160000000000004,818,40.58,35.300000000000004
11,6,14,559,48.04,628,40.55,35.300000000000004
11,6,15,398,62.28,398,41.62,34.9
11,6,16,158,76.63,158,44.38,34.1
11,6,17,3,91.1,3,52.66,32.7
11,7,5,18,87.32000000000001,18,85.22,27.9
11,7,6,209,73.11,212,80.18,28.8
11,7,7,426,58.79,450,68.8,30.200000000000003
11,7,8,649,44.63,668,58.91,31.700000000000003
11,7,9,712,30.97,837,52.81,33.0
11,7,10,903,18.96,938,48.34,34.1
11,7,11,841,13.98,962,44.91,35.0
11,7,12,877,21.61,915,42.55,35.6
11,7,13,663,34.25,793,41.12,35.9
11,7,14,572,48.08,613,40.6,35.9
11,7,15,363,62.3,384,41.06,35.6
