month,day,hour,GHI,solar_zenith_angle,clearsky_GHI,temperature,relative_humidity
6,21,10,498,40.99,717,28.1,84.74
6,21,11,620,35.63,782,28.3,82.71000000000001
6,21,11,683,31.06,831,28.5,81.76
6,21,12,759,27.69,846,28.700000000000003,80.2
6,21,12,719,25.98,861,28.8,79.66
6,21,13,775,26.27,861,29.0,78.56
6,21,13,730,28.49,841,29.0,78.56
6,21,14,734,32.25,806,29.0,78.66
6,21,14,669,37.07,752,28.9,79.11
6,21,15,621,42.6,678,28.8,80.29
6,21,15,596,48.59,596,28.6,81.22
6,21,16,504,54.89,504,28.4,83.45
6,21,16,401,61.39,401,28.200000000000003,84.42
6,21,17,295,68.03,295,28.0,87.14
6,21,17,143,74.76,186,27.700000000000003,88.76
6,21,18,67,81.53,86,27.5,90.59
6,21,18,14,88.18,14,27.3,91.66
6,22,6,0,100.35,0,26.0,96.78
6,22,6,0,93.47,0,26.1,96.21
6,22,7,31,86.4,31,26.1,96.13
6,22,7,119,79.67,119,26.4,94.45
6,22,8,171,72.9,226,26.6,92.57
6,22,8,135,66.19,337,26.8,91.49
6,22,9,326,59.59,441,27.1,88.5
6,22,9,408,53.13,542,27.3,87.47
6,22,10,350,46.91,632,27.6,85.51
6,22,10,712,41.03,712,27.8,84.52
6,22,11,777,35.660000000000004,777,28.1,82.48
6,22,11,827,31.09,827,28.3,81.53
6,22,12,861,27.7,861,28.4,80.56
6,22,12,876,25.98,876,28.5,80.02
6,22,13,875,26.26,875,28.6,79.36
6,22,13,855,28.46,855,28.6,79.28
6,22,14,819,32.21,819,28.6,79.57000000000001
6,22,14,765,37.03,765,28.6,79.57000000000001
6,22,15,691,42.56,691,28.6,80.53
6,22,15,609,48.54,609,28.5,81.0
6,22,16,518,54.84,518,28.4,82.77
6,22,16,414,61.34,414,28.200000000000003,83.74
6,22,17,307,67.98,307,28.0,86.7
6,22,17,196,74.71000000000001,196,27.8,87.72
6,22,18,93,81.48,93,27.5,90.37
6,22,18,16,88.14,16,27.200000000000003,91.97
6,23,6,0,100.4,0,25.4,97.98
6,23,6,0,93.52,0,25.5,97.41
6,23,7,32,86.45,32,25.700000000000003,96.28
6,23,7,122,79.72,122,26.0,94.59
6,23,8,230,72.95,230,26.200000000000003,93.14
6,23,8,341,66.24,341,26.6,90.98
6,23,9,330,59.63,449,26.9,87.79
6,23,9,260,53.18,549,27.3,85.76
6,23,10,278,46.95,640,27.700000000000003,82.75
6,23,10,456,41.06,719,28.0,81.32000000000001
6,23,11,617,35.69,783,28.3,79.16
6,23,11,833,31.11,833,28.5,78.25
6,23,12,859,27.71,859,28.8,76.26
6,23,12,712,25.98,874,28.9,75.82000000000001
6,23,13,870,26.24,870,29.1,74.54
6,23,13,850,28.43,850,29.1,74.54
6,23,14,811,32.17,811,29.200000000000003,73.91
6,23,14,757,36.99,757,29.1,74.27
6,23,15,690,42.51,690,29.1,74.43
6,23,15,607,48.5,607,28.9,75.29
6,23,16,513,54.79,513,28.8,76.56
6,23,16,410,61.29,410,28.5,77.9
6,23,17,302,67.93,302,28.3,81.35000000000001
6,23,17,193,74.66,193,28.1,82.3
6,23,18,90,81.43,90,27.8,84.67
6,23,18,15,88.09,15,27.6,85.67
6,24,6,0,100.45,0,25.3,97.56
6,24,6,0,93.57,0,25.5,96.41
6,24,7,30,86.49,30,25.6,95.86
6,24,7,117,79.76,117,25.9,94.18
6,24,8,224,73.0,224,26.3,90.58
6,24,8,119,66.28,334,26.6,89.0
6,24,9,171,59.67,443,26.9,84.98
6,24,9,400,53.22,545,27.200000000000003,83.5
6,24,10,419,46.99,636,27.5,79.95
6,24,10,716,41.09,716,27.700000000000003,79.02
6,24,11,383,35.72,781,28.0,76.07000000000001
6,24,11,602,31.12,831,28.200000000000003,75.19
6,24,12,342,27.72,865,28.3,74.2
6,24,12,881,25.97,881,28.4,73.78
6,24,13,877,26.21,877,28.5,73.38
6,24,13,857,28.4,857,28.6,72.95
6,24,14,818,32.13,818,28.6,73.29
6,24,14,764,36.94,764,28.5,73.64
6,24,15,686,42.46,686,28.4,74.62
6,24,15,603,48.44,603,28.3,75.05
6,24,16,340,54.74,514,28.1,77.27
6,24,16,277,61.24,411,27.9,78.17
6,24,17,148,67.88,305,27.700000000000003,81.54
6,24,17,195,74.61,195,27.4,82.98
6,24,18,93,81.38,93,27.200000000000003,84.95
6,24,18,8,88.05,16,26.9,86.45
6,25,6,0,100.5,0,25.5,95.69
6,25,6,0,93.62,0,25.700000000000003,94.65
6,25,7,31,86.54,31,25.9,94.07
6,25,7,120,79.81,120,26.200000000000003,92.43
6,25,8,228,73.04,228,26.6,89.96000000000001
6,25,8,339,66.33,339,26.9,88.39
6,25,9,144,59.71,448,27.1,85.86
6,25,9,187,53.25,550,27.4,84.37
6,25,10,115,47.02,642,27.6,83.03
6,25,10,722,41.12,722,27.9,81.60000000000001
6,25,11,788,35.74,788,28.200000000000003,79.15
6,25,11,140,31.13,838,28.4,78.24
6,25,12,143,27.71,864,28.700000000000003,76.21000000000001
6,25,12,776,25.95,880,28.8,75.77
6,25,13,671,26.18,880,28.9,75.02
6,25,13,860,28.35,860,28.9,75.02
6,25,14,731,32.08,824,29.0,74.55
6,25,14,770,36.88,770,28.9,74.98
6,25,15,373,42.4,691,28.8,76.0
6,25,15,609,48.39,609,28.6,76.88
6,25,16,518,54.68,518,28.4,79.23
6,25,16,415,61.18,415,28.1,80.62
6,25,17,307,67.82000000000001,307,27.9,83.44
6,25,17,197,74.55,197,27.6,84.99
6,25,18,37,81.33,94,27.3,87.59
6,25,18,17,88.0,17,27.0,89.13
6,26,6,0,100.55,0,25.5,96.8
6,26,6,0,93.67,0,25.6,96.22
6,26,7,30,86.58,30,25.6,96.65
6,26,7,108,79.85000000000001,117,25.8,95.61
6,26,8,215,73.08,224,26.0,95.71
6,26,8,284,66.37,334,26.200000000000003,94.59
6,26,9,442,59.75,442,26.4,93.77
6,26,9,494,53.29,543,26.6,92.67
6,26,10,584,47.05,635,26.8,90.66
6,26,10,622,41.14,714,27.200000000000003,88.47
6,26,11,619,35.75,780,27.5,85.29
6,26,11,614,31.14,830,27.8,83.81
6,26,12,624,27.7,855,28.1,80.91
6,26,12,586,25.92,871,28.200000000000003,80.36
6,26,13,559,26.14,870,28.4,78.93
6,26,13,555,28.3,851,28.4,78.85000000000001
6,26,14,484,32.02,815,28.5,78.64
6,26,14,422,36.83,761,28.5,78.64
6,26,15,361,42.35,682,28.5,79.02
6,26,15,182,48.33,601,28.3,79.94
6,26,16,387,54.620000000000005,510,28.200000000000003,81.24
6,26,16,362,61.13,407,27.9,82.67
6,26,17,176,67.77,301,27.6,85.8
6,26,17,172,74.5,192,27.3,87.32000000000001
6,26,18,85,81.28,91,27.0,90.25
6,26,18,16,87.95,16,26.8,91.31
6,27,6,0,100.6,0,25.9,97.34
6,27,6,0,93.71,0,25.9,97.34
6,27,7,11,86.63,29,26.0,97.24
6,27,7,35,79.9,114,26.200000000000003,96.2
6,27,8,149,73.12,220,26.4,96.04
6,27,8,330,66.4,330,26.6,94.91
6,27,9,440,59.78,440,26.8,94.07
6,27,9,541,53.32,541,27.1,92.52
6,27,10,634,47.07,634,27.3,90.43
6,27,10,266,41.16,715,27.700000000000003,88.34
6,27,11,780,35.76,780,28.0,85.41
6,27,11,330,31.14,831,28.3,83.94
6,27,12,500,27.69,859,28.6,81.57000000000001
6,27,12,541,25.89,875,28.700000000000003,81.02
6,27,13,875,26.09,875,28.9,79.51
6,27,13,855,28.25,855,28.9,79.51
6,27,14,818,31.96,818,29.0,78.84
6,27,14,765,36.77,765,28.9,79.3
6,27,15,699,42.28,699,28.9,79.69
6,27,15,616,48.27,616,28.700000000000003,80.62
6,27,16,524,54.57,524,28.6,81.97
6,27,16,421,61.07,421,28.4,82.92
6,27,17,313,67.71000000000001,313,28.1,85.63
6,27,17,202,74.45,202,27.8,87.14
6,27,18,97,81.23,97,27.4,90.45
6,27,18,18,87.91,18,27.200000000000003,91.51
6,28,6,0,100.65,0,25.6,99.0
6,28,6,0,93.76,0,25.8,97.94
6,28,7,30,86.67,30,25.9,97.15
6,28,7,118,79.94,118,26.3,94.89
6,28,8,226,73.16,226,26.6,92.3
6,28,8,338,66.44,338,27.0,90.16
6,28,9,447,59.82,447,27.4,86.53
6,28,9,549,53.34,549,27.700000000000003,85.03
6,28,10,295,47.09,641,28.1,82.35000000000001
6,28,10,721,41.18,721,28.4,80.93
6,28,11,786,35.77,786,28.700000000000003,79.28
6,28,11,836,31.13,836,28.9,78.37
6,28,12,856,27.67,856,29.1,77.34
6,28,12,284,25.85,872,29.3,76.38
6,28,13,871,26.04,871,29.4,75.85000000000001
6,28,13,610,28.19,851,29.4,75.78
6,28,14,451,31.9,815,29.5,75.54
6,28,14,249,36.7,762,29.4,75.97
6,28,15,675,42.22,675,29.4,76.32000000000001
6,28,15,593,48.21,593,29.200000000000003,77.2
6,28,16,504,54.51,504,29.1,78.36
6,28,16,317,61.01,402,28.9,79.27
6,28,17,297,67.66,297,28.6,82.44
6,28,17,189,74.39,189,28.3,83.88
6,28,18,90,81.17,90,27.9,87.83
6,28,18,15,87.86,15,27.6,89.37
6,29,6,0,100.7,0,25.8,97.13
6,29,6,0,93.81,0,25.9,96.55
6,29,7,28,86.71000000000001,28,26.1,95.7
6,29,7,114,79.98,114,26.5,93.48
6,29,8,220,73.2,220,26.9,90.65
6,29,8,331,66.47,331,27.200000000000003,89.07000000000001
6,29,9,440,59.85,440,27.6,85.83
6,29,9,290,53.370000000000005,542,28.0,83.94
6,29,10,635,47.11,635,28.4,81.91
6,29,10,715,41.19,715,28.700000000000003,80.43
6,29,11,425,35.77,781,29.0,78.92
6,29,11,468,31.12,830,29.200000000000003,78.01
6,29,12,478,27.64,865,29.4,77.03
6,29,12,881,25.81,881,29.6,76.15
6,29,13,880,25.98,880,29.700000000000003,75.61
6,29,13,861,28.12,861,29.700000000000003,75.61
6,29,14,825,31.83,825,29.8,75.37
6,29,14,772,36.63,772,29.700000000000003,75.73
6,29,15,691,42.15,691,29.700000000000003,76.29
6,29,15,609,48.14,609,29.5,77.17
6,29,16,517,54.44,517,29.3,79.31
6,29,16,415,60.95,415,29.1,80.22
6,29,17,307,67.6,307,28.9,83.81
6,29,17,197,74.34,197,28.6,85.36
6,29,18,35,81.12,95,28.3,87.72
6,29,18,18,87.81,18,28.0,89.26
6,30,6,0,100.75,0,26.3,96.75
6,30,6,0,93.85,0,26.4,96.18
6,30,7,29,86.75,29,26.4,96.02
6,30,7,116,80.02,116,26.700000000000003,94.44
6,30,8,224,73.23,224,27.0,92.25
6,30,8,335,66.5,335,27.3,90.65
6,30,9,444,59.870000000000005,444,27.6,87.46000000000001
6,30,9,545,53.39,545,28.0,85.45
6,30,10,637,47.13,637,28.3,83.05
6,30,10,717,41.19,717,28.6,81.54
6,30,11,782,35.76,782,29.0,79.03
6,30,11,833,31.1,833,29.200000000000003,78.12
6,30,12,845,27.6,845,29.4,76.62
6,30,12,861,25.76,861,29.5,76.18
6,30,13,861,25.92,861,29.6,75.60000000000001
6,30,13,841,28.05,841,29.700000000000003,75.09
6,30,14,806,31.75,806,29.700000000000003,75.24
6,30,14,752,36.56,752,29.6,75.67
6,30,15,686,42.08,686,29.5,76.89
6,30,15,604,48.08,604,29.3,77.78
6,30,16,512,54.38,512,29.1,80.62
6,30,16,410,60.89,410,28.9,81.55
6,30,17,302,67.54,302,28.6,85.65
6,30,17,194,74.28,194,28.3,87.15
6,30,18,93,81.07000000000001,93,28.1,88.78
6,30,18,17,87.77,17,27.9,89.91
7,1,6,0,100.79,0,26.200000000000003,96.88
7,1,6,0,93.9,0,26.3,96.41
7,1,7,18,86.79,26,26.4,95.7
7,1,7,81,80.05,109,26.700000000000003,94.03
7,1,8,104,73.27,214,27.0,91.67
7,1,8,156,66.53,323,27.3,90.08
7,1,9,215,59.9,433,27.700000000000003,86.07000000000001
7,1,9,534,53.41,534,28.0,84.58
7,1,10,628,47.14,628,28.3,82.15
7,1,10,708,41.2,708,28.6,80.74
7,1,11,775,35.75,775,29.0,78.3
7,1,11,825,31.08,825,29.200000000000003,77.4
7,1,12,866,27.56,866,29.4,76.18
7,1,12,882,25.7,882,29.5,75.75
7,1,13,881,25.85,881,29.700000000000003,74.85000000000001
7,1,13,862,27.97,862,29.700000000000003,74.78
7,1,14,826,31.68,826,29.700000000000003,74.84
7,1,14,773,36.48,773,29.700000000000003,74.77
7,1,15,595,42.01,705,29.6,75.69
7,1,15,553,48.01,623,29.5,76.13
7,1,16,459,54.31,530,29.3,78.77
7,1,16,371,60.83,427,29.1,79.68
7,1,17,318,67.48,318,28.9,83.47
7,1,17,181,74.23,207,28.700000000000003,84.44
7,1,18,90,81.02,102,28.5,85.37
7,1,18,17,87.72,20,28.3,86.36
7,2,6,0,100.84,0,26.1,96.13
7,2,6,0,93.94,0,26.200000000000003,95.57
7,2,7,11,86.83,27,26.3,94.86
7,2,7,51,80.09,113,26.700000000000003,92.75
7,2,8,69,73.3,219,27.0,90.9
7,2,8,114,66.56,329,27.200000000000003,89.85000000000001
7,2,9,243,59.92,437,27.4,86.93
7,2,9,462,53.42,539,27.6,85.92
7,2,10,459,47.14,630,27.9,83.3
7,2,10,586,41.19,710,28.0,82.82000000000001
7,2,11,680,35.74,776,28.200000000000003,80.98
7,2,11,670,31.05,827,28.3,80.52
7,2,12,741,27.52,851,28.5,79.0
7,2,12,778,25.63,868,28.5,78.92
7,2,13,770,25.77,869,28.5,78.79
7,2,13,729,27.89,850,28.5,78.79
7,2,14,699,31.59,817,28.4,79.48
7,2,14,628,36.4,764,28.3,79.94
7,2,15,572,41.93,687,28.200000000000003,81.06
7,2,15,556,47.93,606,28.0,82.01
7,2,16,383,54.25,515,27.8,84.03
7,2,16,274,60.76,412,27.6,85.02
7,2,17,181,67.42,307,27.4,87.54
7,2,17,108,74.17,198,27.200000000000003,88.57000000000001
7,2,18,49,80.97,96,26.9,90.09
7,2,18,10,87.67,18,26.8,90.62
7,3,6,0,100.89,0,25.3,88.47
7,3,6,0,93.98,0,25.5,87.43
7,3,7,2,86.87,28,25.700000000000003,89.06
7,3,7,7,80.12,115,26.1,86.99
7,3,8,42,73.33,223,26.5,88.46000000000001
7,3,8,75,66.58,335,26.8,86.92
7,3,9,53,59.94,444,27.0,86.43
7,3,9,280,53.43,546,27.200000000000003,85.43
7,3,10,267,47.15,638,27.5,82.44
7,3,10,373,41.19,719,27.700000000000003,81.49
7,3,11,357,35.72,785,27.9,79.46000000000001
7,3,11,657,31.01,835,28.0,79.0
7,3,12,718,27.46,867,28.200000000000003,77.29
7,3,12,564,25.56,883,28.200000000000003,77.21000000000001
7,3,13,585,25.68,882,28.200000000000003,76.31
7,3,13,666,27.8,863,28.200000000000003,76.31
7,3,14,407,31.5,828,28.1,76.36
7,3,14,342,36.32,776,28.0,76.81
7,3,15,486,41.85,703,27.9,77.61
7,3,15,496,47.86,621,27.8,78.06
7,3,16,529,54.18,529,27.6,79.85000000000001
7,3,16,427,60.7,427,27.4,80.79
7,3,17,275,67.36,318,27.200000000000003,83.69
7,3,17,146,74.12,207,26.9,85.17
7,3,18,89,80.92,102,26.700000000000003,87.44
7,3,18,17,87.63,20,26.5,88.48
7,4,6,0,100.93,0,25.200000000000003,98.69
7,4,6,0,94.02,0,25.4,97.62
7,4,7,28,86.9,28,25.5,97.63
7,4,7,114,80.16,114,25.700000000000003,96.48
7,4,8,223,73.36,223,25.9,96.13
7,4,8,335,66.61,335,26.200000000000003,94.44
7,4,9,314,59.95,445,26.5,92.47
7,4,9,548,53.44,548,27.0,89.8
7,4,10,642,47.15,642,27.6,85.42
7,4,10,722,41.17,722,28.0,83.45
7,4,11,788,35.69,788,28.4,80.2
7,4,11,839,30.97,839,28.6,79.28
7,4,12,874,27.4,874,28.8,77.86
7,4,12,891,25.48,891,29.0,76.89
7,4,13,890,25.59,890,29.1,76.22
7,4,13,871,27.7,871,29.200000000000003,75.79
7,4,14,835,31.41,835,29.200000000000003,75.66
7,4,14,782,36.23,782,29.200000000000003,75.66
7,4,15,714,41.77,714,29.200000000000003,75.94
7,4,15,632,47.79,632,29.0,76.81
7,4,16,282,54.11,538,28.9,77.91
7,4,16,314,60.64,435,28.700000000000003,78.82000000000001
7,4,17,325,67.3,325,28.4,82.01
7,4,17,214,74.06,214,28.1,83.45
7,4,18,107,80.87,107,27.700000000000003,87.03
7,4,18,22,87.59,22,27.4,88.65
7,5,6,0,100.98,0,25.700000000000003,96.81
7,5,6,0,94.06,0,25.9,95.77
7,5,7,27,86.93,27,26.0,95.33
7,5,7,113,80.18,113,26.4,93.11
7,5,8,220,73.38,220,26.8,89.56
7,5,8,331,66.62,331,27.200000000000003,87.49
7,5,9,440,59.96,440,27.5,83.9
7,5,9,543,53.45,543,27.9,81.97
7,5,10,636,47.14,636,28.3,79.69
7,5,10,717,41.16,717,28.5,78.69
7,5,11,783,35.660000000000004,783,28.8,77.66
7,5,11,835,30.92,835,29.1,76.33
7,5,12,864,27.33,864,29.3,75.93
7,5,12,881,25.4,881,29.4,75.42
7,5,13,881,25.49,881,29.5,75.46000000000001
7,5,13,862,27.6,862,29.6,75.03
7,5,14,827,31.31,827,29.6,75.41
7,5,14,775,36.14,775,29.6,75.41
7,5,15,704,41.69,704,29.5,76.45
7,5,15,622,47.71,622,29.4,76.82000000000001
7,5,16,530,54.04,530,29.200000000000003,78.42
7,5,16,428,60.57,428,29.0,79.32000000000001
7,5,17,319,67.24,319,28.8,81.71000000000001
7,5,17,208,74.01,208,28.5,83.22
7,5,18,102,80.82000000000001,102,28.1,86.87
7,5,18,21,87.54,21,27.8,88.4
7,6,6,0,101.02,0,25.9,98.6
7,6,6,0,94.1,0,26.1,97.54
7,6,7,27,86.97,27,26.4,95.9
7,6,7,113,80.21000000000001,113,26.8,93.68
7,6,8,222,73.4,222,27.3,89.86
7,6,8,334,66.64,334,27.700000000000003,87.88
7,6,9,439,59.97,439,28.0,84.94
7,6,9,542,53.45,542,28.4,82.99
7,6,10,634,47.13,634,28.700000000000003,81.01
7,6,10,716,41.14,716,28.9,80.08
7,6,11,783,35.63,783,29.200000000000003,78.48
7,6,11,835,30.87,835,29.4,77.5
7,6,12,870,27.26,870,29.6,76.51
7,6,12,887,25.31,887,29.700000000000003,76.07000000000001
7,6,13,888,25.39,888,29.8,75.53
7,6,13,869,27.5,869,29.8,75.53
7,6,14,834,31.21,834,29.9,75.22
7,6,14,781,36.04,781,29.8,75.65
7,6,15,715,41.6,715,29.8,75.93
7,6,15,632,47.63,632,29.6,76.81
7,6,16,539,53.96,539,29.4,78.48
7,6,16,435,60.5,435,29.200000000000003,79.39
7,6,17,324,67.18,324,28.9,82.73
7,6,17,212,73.95,212,28.6,84.18
7,6,18,106,80.77,106,28.200000000000003,86.82000000000001
7,6,18,22,87.5,22,27.9,88.35000000000001
7,7,6,0,101.06,0,26.3,94.26
7,7,6,0,94.14,0,26.3,94.36
7,7,7,25,87.0,25,26.3,93.42
7,7,7,46,80.24,110,26.5,92.42
7,7,8,126,73.42,215,26.700000000000003,90.2
7,7,8,187,66.65,327,26.8,89.67
7,7,9,302,59.98,435,26.9,88.99
7,7,9,410,53.44,539,26.9,88.99
7,7,10,405,47.12,631,27.0,88.21000000000001
7,7,10,501,41.11,713,27.1,87.69
7,7,11,589,35.59,780,27.3,86.41
7,7,11,487,30.81,832,27.5,85.41
7,7,12,584,27.18,861,27.700000000000003,84.32000000000001
7,7,12,679,25.21,878,27.8,83.75
7,7,13,475,25.28,880,28.0,82.52
7,7,13,700,27.38,862,28.0,82.52
7,7,14,570,31.11,826,28.0,82.39
7,7,14,611,35.95,773,28.0,82.39
7,7,15,705,41.51,705,27.9,83.2
7,7,15,623,47.55,623,27.700000000000003,84.18
7,7,16,530,53.89,530,27.6,85.82000000000001
7,7,16,386,60.44,426,27.4,86.82000000000001
7,7,17,273,67.12,317,27.3,88.92
7,7,17,187,73.9,206,27.1,89.96000000000001
7,7,18,95,80.72,102,27.0,90.14
7,7,18,20,87.46000000000001,20,26.9,90.75
7,8,6,0,101.1,0,25.6,96.43
7,8,6,0,94.17,0,25.6,96.53
7,8,7,25,87.02,25,25.700000000000003,96.34
7,8,7,108,80.26,108,25.8,95.86
7,8,8,213,73.44,213,26.0,96.05
7,8,8,324,66.66,324,26.1,95.49
7,8,9,394,59.98,433,26.200000000000003,94.6
7,8,9,536,53.44,536,26.4,93.49
7,8,10,601,47.1,630,26.5,91.0
7,8,10,710,41.08,710,26.8,89.42
7,8,11,778,35.54,778,27.1,85.19
7,8,11,830,30.75,830,27.4,83.63
7,8,12,867,27.1,867,27.700000000000003,80.73
7,8,12,885,25.1,885,27.9,79.79
7,8,13,884,25.17,884,28.1,78.24
7,8,13,866,27.27,866,28.200000000000003,77.79
7,8,14,831,31.0,831,28.3,77.19
7,8,14,778,35.85,778,28.3,77.19
7,8,15,701,41.42,701,28.3,77.53
7,8,15,620,47.47,620,28.200000000000003,77.98
7,8,16,528,53.82,528,28.1,79.47
7,8,16,425,60.370000000000005,425,27.9,80.39
7,8,17,317,67.06,317,27.700000000000003,83.88
7,8,17,206,73.84,206,27.5,84.86
7,8,18,102,80.67,102,27.3,86.69
7,8,18,12,87.42,21,27.0,88.23
7,9,6,0,101.14,0,25.5,96.65
7,9,6,0,94.21,0,25.6,96.08
7,9,7,25,87.05,25,25.6,96.11
7,9,7,110,80.28,110,25.8,95.08
7,9,8,217,73.45,217,26.1,93.52
7,9,8,328,66.67,328,26.4,91.89
7,9,9,438,59.98,438,26.6,89.48
7,9,9,541,53.43,541,27.0,87.41
7,9,10,633,47.08,633,27.4,84.84
7,9,10,494,41.05,714,27.700000000000003,83.37
7,9,11,781,35.49,781,28.0,81.48
7,9,11,833,30.67,833,28.200000000000003,80.54
7,9,12,860,27.0,860,28.5,78.4
7,9,12,877,24.99,877,28.6,77.95
7,9,13,878,25.04,878,28.700000000000003,77.12
7,9,13,859,27.15,859,28.8,76.60000000000001
7,9,14,825,30.88,825,28.8,76.58
7,9,14,773,35.74,773,28.8,76.58
7,9,15,703,41.33,703,28.8,76.77
7,9,15,621,47.38,621,28.6,77.66
7,9,16,530,53.74,530,28.5,78.9
7,9,16,427,60.3,427,28.200000000000003,80.28
7,9,17,318,67.0,318,28.0,83.43
7,9,17,207,73.79,207,27.700000000000003,84.98
7,9,18,102,80.62,102,27.3,88.12
7,9,18,21,87.38,21,27.1,89.16
7,10,6,0,101.18,0,25.3,98.18
7,10,6,0,94.24,0,25.4,97.6
7,10,7,17,87.07000000000001,25,25.5,97.25
7,10,7,14,80.3,111,25.700000000000003,96.11
7,10,8,26,73.47,218,25.9,95.62
7,10,8,226,66.68,330,26.200000000000003,93.95
7,10,9,236,59.98,440,26.4,91.4
7,10,9,306,53.42,543,26.8,89.28
7,10,10,471,47.06,637,27.1,85.48
7,10,10,719,41.01,719,27.4,84.0
7,10,11,786,35.44,786,27.8,79.81
7,10,11,838,30.6,838,28.0,78.89
7,10,12,875,26.91,875,28.200000000000003,76.89
7,10,12,892,24.87,892,28.3,76.37
7,10,13,892,24.92,892,28.4,75.92
7,10,13,555,27.02,873,28.5,75.41
7,10,14,705,30.77,837,28.5,75.65
7,10,14,500,35.64,785,28.4,76.09
7,10,15,498,41.24,700,28.4,76.51
7,10,15,526,47.3,618,28.200000000000003,77.4
7,10,16,526,53.67,526,28.0,79.13
7,10,16,424,60.24,424,27.8,80.14
7,10,17,315,66.94,315,27.6,83.18
7,10,17,205,73.74,205,27.4,84.16
7,10,18,101,80.57000000000001,101,27.1,86.44
7,10,18,21,87.34,21,26.9,87.46000000000001
7,11,6,0,101.21,0,24.9,95.54
7,11,6,0,94.27,0,25.1,94.41
7,11,7,13,87.10000000000001,24,25.3,94.63
7,11,7,95,80.32000000000001,108,25.6,92.96
7,11,8,189,73.48,215,26.0,91.31
7,11,8,140,66.68,326,26.3,89.81
7,11,9,436,59.97,436,26.700000000000003,85.96000000000001
7,11,9,386,53.4,539,27.0,84.47
7,11,10,633,47.03,633,27.4,81.58
7,11,10,715,40.97,715,27.700000000000003,80.17
7,11,11,783,35.37,783,28.0,78.49
7,11,11,835,30.52,835,28.200000000000003,77.58
7,11,12,869,26.8,869,28.5,76.41
7,11,12,886,24.75,886,28.6,75.89
7,11,13,887,24.78,887,28.8,75.14
7,11,13,869,26.89,869,28.8,75.14
7,11,14,833,30.65,833,28.9,74.75
7,11,14,781,35.53,781,28.8,75.18
7,11,15,619,41.14,709,28.8,75.7
7,11,15,559,47.21,627,28.6,76.58
7,11,16,534,53.59,534,28.5,78.33
7,11,16,431,60.17,431,28.3,79.32000000000001
7,11,17,285,66.88,322,28.0,83.21000000000001
7,11,17,168,73.68,211,27.700000000000003,84.67
7,11,18,105,80.53,105,27.4,87.09
7,11,18,18,87.3,22,27.200000000000003,88.12
7,12,6,0,101.25,0,25.4,96.33
7,12,6,0,94.3,0,25.5,95.76
7,12,7,25,87.12,25,25.6,94.86
7,12,7,110,80.33,110,25.9,93.2
7,12,8,218,73.48,218,26.200000000000003,89.34
7,12,8,330,66.68,330,26.6,87.36
7,12,9,440,59.96,440,26.9,83.91
7,12,9,544,53.38,544,27.3,81.97
7,12,10,637,47.0,637,27.700000000000003,79.57000000000001
7,12,10,719,40.92,719,28.0,78.2
7,12,11,787,35.31,787,28.3,77.02
7,12,11,840,30.43,840,28.5,76.13
7,12,12,873,26.69,873,28.8,75.18
7,12,12,891,24.62,891,28.9,74.67
7,12,13,891,24.64,891,29.1,74.03
7,12,13,872,26.75,872,29.1,73.96000000000001
7,12,14,837,30.52,837,29.200000000000003,73.60000000000001
7,12,14,785,35.42,785,29.1,74.02
7,12,15,645,41.04,705,29.1,74.38
7,12,15,490,47.13,623,29.0,74.81
7,12,16,340,53.51,532,28.8,76.62
7,12,16,351,60.1,428,28.6,77.51
7,12,17,270,66.82000000000001,320,28.3,81.34
7,12,17,152,73.63,209,28.0,82.76
7,12,18,75,80.48,105,27.6,86.22
7,12,18,17,87.27,22,27.3,87.75
7,13,6,0,101.28,0,25.4,95.76
7,13,6,0,94.32,0,25.5,95.29
7,13,7,25,87.13,25,25.700000000000003,94.38
7,13,7,111,80.34,111,26.1,92.18
7,13,8,220,73.49,220,26.5,88.7
7,13,8,333,66.67,333,26.9,86.73
7,13,9,443,59.95,443,27.3,83.92
7,13,9,547,53.35,547,27.700000000000003,81.99
7,13,10,640,46.96,640,28.0,80.04
7,13,10,456,40.87,722,28.3,78.66
7,13,11,519,35.24,789,28.5,77.12
7,13,11,387,30.34,840,28.700000000000003,76.16
7,13,12,858,26.57,858,28.9,74.85000000000001
7,13,12,875,24.48,875,29.0,74.42
7,13,13,877,24.5,877,29.1,73.71000000000001
7,13,13,859,26.61,859,29.1,73.71000000000001
7,13,14,825,30.39,825,29.1,73.74
7,13,14,773,35.300000000000004,773,29.0,74.17
7,13,15,707,40.94,707,28.9,75.22
7,13,15,235,47.04,625,28.700000000000003,76.09
7,13,16,302,53.44,534,28.5,78.38
7,13,16,338,60.03,431,28.200000000000003,79.76
7,13,17,235,66.76,323,28.0,83.10000000000001
7,13,17,8,73.58,212,27.700000000000003,84.56
7,13,18,5,80.44,107,27.3,87.09
7,13,18,3,87.23,23,27.1,88.11
7,14,6,0,101.31,0,25.200000000000003,96.23
7,14,6,0,94.35,0,25.3,95.66
7,14,7,25,87.15,25,25.4,95.86
7,14,7,17,80.35000000000001,111,25.700000000000003,94.27
7,14,8,42,73.49,219,26.0,93.16
7,14,8,68,66.67,332,26.3,91.53
7,14,9,323,59.93,442,26.700000000000003,88.7
7,14,9,230,53.33,545,27.1,86.65
7,14,10,447,46.92,639,27.4,84.46000000000001
7,14,10,479,40.81,720,27.700000000000003,83.0
