month,day,hour,GHI,solar_zenith_angle,clearsky_GHI,temperature,relative_humidity
2,23,9,25,58.14,499,26.200000000000003,97.6
2,23,9,101,50.77,619,26.3,97.03
2,23,10,186,43.42,729,26.4,95.91
2,23,10,239,36.11,824,26.700000000000003,94.24
2,23,11,366,28.86,905,26.9,92.23
2,23,11,449,21.74,967,27.200000000000003,90.54
2,23,12,391,14.94,1012,27.4,87.99
2,23,12,261,9.22,1037,27.5,87.48
2,23,13,410,7.59,1043,27.5,86.22
2,23,13,409,11.89,1028,27.5,86.22
2,23,14,339,18.33,993,27.5,85.55
2,23,14,372,25.33,939,27.4,86.05
2,23,15,337,32.53,868,27.200000000000003,86.81
2,23,15,436,39.82,780,27.1,87.32000000000001
2,23,16,330,47.16,677,27.0,88.27
2,23,16,98,54.52,563,26.8,89.31
2,23,17,310,61.89,440,26.6,91.28
2,23,17,201,69.27,311,26.4,92.36
2,23,18,123,76.64,184,26.3,93.6
2,23,18,42,83.96000000000001,68,26.1,94.71
2,24,6,0,102.46,0,25.1,97.57
2,24,6,0,95.08,0,25.0,98.25
2,24,7,3,87.44,25,24.9,97.96
2,24,7,11,80.21000000000001,123,25.0,97.38
2,24,8,23,72.85000000000001,247,25.1,97.39
2,24,8,91,65.47,376,25.3,96.24
2,24,9,251,58.08,503,25.4,96.09
2,24,9,420,50.71,622,25.700000000000003,94.4
2,24,10,588,43.35,731,25.9,93.03
2,24,10,603,36.02,826,26.3,90.86
2,24,11,344,28.75,907,26.6,88.7
2,24,11,671,21.59,970,26.9,87.07000000000001
2,24,12,782,14.74,1014,27.3,84.53
2,24,12,641,8.9,1039,27.6,83.07000000000001
2,24,13,494,7.24,1044,27.8,81.93
2,24,13,1028,11.7,1028,28.0,80.98
2,24,14,791,18.23,993,28.200000000000003,80.2
2,24,14,508,25.27,939,28.200000000000003,80.2
2,24,15,867,32.5,867,28.3,79.98
2,24,15,779,39.81,779,28.200000000000003,80.45
2,24,16,581,47.16,676,28.1,81.77
2,24,16,562,54.53,562,27.9,82.73
2,24,17,335,61.91,439,27.700000000000003,85.85000000000001
2,24,17,226,69.3,311,27.4,87.36
2,24,18,98,76.68,183,27.1,90.64
2,24,18,56,84.01,68,27.0,91.26
2,25,6,0,102.45,0,24.9,98.32
2,25,6,0,95.07,0,24.8,99.0
2,25,7,11,87.42,25,24.8,98.33
2,25,7,49,80.18,124,24.9,97.84
2,25,8,103,72.81,247,24.9,98.23
2,25,8,79,65.42,375,25.0,97.65
2,25,9,113,58.03,501,25.1,97.37
2,25,9,195,50.64,621,25.200000000000003,96.8
2,25,10,280,43.27,729,25.3,95.96
2,25,10,160,35.92,825,25.4,95.39
2,25,11,274,28.63,906,25.4,94.64
2,25,11,347,21.45,968,25.5,94.08
2,25,12,371,14.54,1013,25.6,92.85
2,25,12,424,8.59,1038,25.6,92.76
2,25,13,342,6.9,1042,25.700000000000003,92.05
2,25,13,327,11.51,1027,25.6,92.6
2,25,14,423,18.13,993,25.6,92.72
2,25,14,375,25.22,938,25.6,92.72
2,25,15,321,32.47,867,25.6,92.84
2,25,15,189,39.8,778,25.5,93.3
2,25,16,239,47.16,676,25.4,94.04
2,25,16,30,54.54,562,25.3,94.6
2,25,17,21,61.940000000000005,438,25.200000000000003,95.99
2,25,17,43,69.33,310,25.1,96.56
2,25,18,56,76.72,183,25.1,96.08
2,25,18,22,84.06,67,24.9,97.23
2,26,6,0,102.44,0,24.700000000000003,97.93
2,26,6,0,95.05,0,24.8,97.45
2,26,7,5,87.4,26,24.9,97.89
2,26,7,25,80.14,125,25.0,97.4
2,26,8,157,72.77,249,25.200000000000003,97.35
2,26,8,185,65.37,378,25.4,96.3
2,26,9,166,57.97,505,25.6,94.95
2,26,9,280,50.57,624,26.0,92.74
2,26,10,515,43.19,732,26.5,88.12
2,26,10,452,35.83,828,26.9,86.08
2,26,11,348,28.52,908,27.4,81.22
2,26,11,716,21.3,971,27.700000000000003,79.82000000000001
2,26,12,791,14.34,1016,27.9,78.38
2,26,12,704,8.28,1040,28.1,77.48
2,26,13,807,6.55,1045,28.200000000000003,77.33
2,26,13,672,11.34,1030,28.3,76.88
2,26,14,585,18.04,994,28.3,77.11
2,26,14,323,25.17,939,28.3,77.11
2,26,15,127,32.45,867,28.200000000000003,77.89
2,26,15,222,39.79,778,28.1,78.35000000000001
2,26,16,247,47.17,675,27.9,80.12
2,26,16,99,54.56,561,27.700000000000003,81.13
2,26,17,20,61.97,437,27.4,84.52
2,26,17,11,69.37,308,27.1,86.01
2,26,18,8,76.76,181,26.8,89.32000000000001
2,26,18,5,84.11,66,26.5,90.9
2,27,6,0,102.43,0,23.9,97.95
2,27,6,0,95.03,0,24.0,97.36
2,27,7,4,87.37,23,24.1,97.55
2,27,7,18,80.11,118,24.200000000000003,97.07
2,27,8,62,72.73,241,24.4,97.3
2,27,8,124,65.32000000000001,369,24.6,96.14
2,27,9,139,57.91,495,24.8,95.53
2,27,9,324,50.51,615,25.1,93.85
2,27,10,472,43.11,724,25.4,91.58
2,27,10,457,35.74,820,25.9,88.82000000000001
2,27,11,361,28.41,901,26.4,84.66
2,27,11,455,21.16,964,26.700000000000003,83.18
2,27,12,434,14.14,1008,27.1,80.66
2,27,12,474,7.98,1032,27.3,79.64
2,27,13,597,6.21,1039,27.5,78.91
2,27,13,219,11.18,1022,27.6,78.37
2,27,14,759,17.96,988,27.6,78.89
2,27,14,318,25.13,933,27.6,78.81
2,27,15,860,32.44,860,27.6,79.54
2,27,15,207,39.8,771,27.5,80.0
2,27,16,668,47.18,668,27.3,82.17
2,27,16,413,54.59,553,27.1,83.13
2,27,17,243,62.0,430,27.0,85.77
2,27,17,61,69.41,302,26.700000000000003,87.29
2,27,18,24,76.81,175,26.5,89.62
2,27,18,11,84.16,62,26.200000000000003,91.22
2,28,6,0,102.42,0,24.3,97.2
2,28,6,0,95.0,0,24.4,96.63
2,28,7,5,87.34,21,24.5,96.05
2,28,7,23,80.07000000000001,111,24.6,95.47
2,28,8,51,72.68,231,24.8,93.86
2,28,8,132,65.27,358,24.9,93.3
2,28,9,178,57.85,486,25.1,90.75
2,28,9,366,50.44,606,25.4,89.15
2,28,10,457,43.03,717,25.8,84.74
2,28,10,475,35.65,813,26.1,83.17
2,28,11,447,28.3,894,26.5,79.4
2,28,11,489,21.02,957,26.8,78.01
2,28,12,612,13.96,1002,27.0,76.54
2,28,12,746,7.67,1027,27.200000000000003,75.58
2,28,13,720,5.87,1032,27.4,74.73
2,28,13,676,11.03,1016,27.4,74.66
2,28,14,571,17.89,981,27.5,74.26
2,28,14,312,25.1,926,27.5,74.18
2,28,15,462,32.43,854,27.5,74.21000000000001
2,28,15,280,39.8,765,27.3,75.08
2,28,16,324,47.2,662,27.200000000000003,75.81
2,28,16,213,54.61,547,27.0,76.7
2,28,17,146,62.03,424,26.8,78.88
2,28,17,127,69.45,296,26.5,80.28
2,28,18,74,76.86,170,26.3,83.58
2,28,18,24,84.21000000000001,59,26.0,85.07000000000001
3,1,6,0,102.4,0,24.200000000000003,97.54
3,1,6,0,94.98,0,24.5,95.9
3,1,7,9,87.31,23,24.8,94.93
3,1,7,49,80.03,118,25.3,92.25
3,1,8,108,72.64,240,25.700000000000003,88.14
3,1,8,217,65.22,368,26.200000000000003,85.58
3,1,9,441,57.79,493,26.6,82.99
3,1,9,458,50.370000000000005,613,26.9,81.54
3,1,10,721,42.95,721,27.3,79.28
3,1,10,672,35.56,817,27.6,77.9
3,1,11,652,28.19,897,27.9,75.94
3,1,11,305,20.89,959,28.200000000000003,74.55
3,1,12,709,13.77,994,28.4,73.55
3,1,12,844,7.38,1019,28.5,73.06
3,1,13,1024,5.54,1024,28.6,72.85000000000001
3,1,13,684,10.89,1007,28.6,72.78
3,1,14,868,17.830000000000002,972,28.6,73.18
3,1,14,781,25.08,916,28.5,73.53
3,1,15,738,32.42,819,28.5,73.95
3,1,15,731,39.81,731,28.3,74.81
3,1,16,631,47.22,631,28.1,76.46000000000001
3,1,16,517,54.64,517,27.9,77.35000000000001
3,1,17,397,62.07,397,27.700000000000003,80.43
3,1,17,273,69.5,273,27.4,81.85000000000001
3,1,18,152,76.91,152,27.1,85.11
3,1,18,49,84.27,49,26.9,86.11
3,2,6,0,102.38,0,25.200000000000003,97.23
3,2,6,0,94.95,0,25.3,96.75
3,2,7,9,87.28,20,25.5,96.98
3,2,7,110,79.99,110,25.700000000000003,95.84
3,2,8,100,72.59,230,25.9,96.88
3,2,8,173,65.16,356,26.1,95.74
3,2,9,273,57.73,485,26.200000000000003,94.51
3,2,9,245,50.3,603,26.5,92.95
3,2,10,419,42.88,715,26.700000000000003,89.01
3,2,10,456,35.47,811,27.1,86.86
3,2,11,623,28.08,893,27.5,81.88
3,2,11,733,20.76,956,27.700000000000003,80.94
3,2,12,794,13.59,1003,27.9,78.8
3,2,12,1027,7.08,1027,28.0,78.34
3,2,13,836,5.21,1034,28.1,77.51
3,2,13,1018,10.76,1018,28.200000000000003,77.07000000000001
3,2,14,682,17.78,984,28.3,76.54
3,2,14,929,25.06,929,28.200000000000003,76.98
3,2,15,851,32.42,851,28.200000000000003,77.02
3,2,15,761,39.83,761,28.1,77.47
3,2,16,661,47.25,661,28.1,77.83
3,2,16,545,54.68,545,27.9,78.74
3,2,17,277,62.11,424,27.700000000000003,80.66
3,2,17,295,69.54,295,27.4,82.08
3,2,18,170,76.96000000000001,170,27.1,85.83
3,2,18,58,84.33,58,26.8,87.44
3,3,6,0,102.35,0,25.5,97.75
3,3,6,0,94.92,0,25.700000000000003,96.6
3,3,7,22,87.24,25,25.9,96.72
3,3,7,105,79.95,122,26.1,95.59
3,3,8,62,72.54,245,26.4,94.58
3,3,8,254,65.11,373,26.6,93.48
3,3,9,437,57.67,500,26.9,89.74
3,3,9,619,50.23,619,27.200000000000003,88.18
3,3,10,561,42.8,728,27.6,83.38
3,3,10,635,35.38,823,27.8,82.41
3,3,11,704,27.98,903,28.1,79.26
3,3,11,741,20.63,965,28.3,78.27
3,3,12,867,13.42,993,28.4,77.28
3,3,12,907,6.79,1018,28.6,76.39
3,3,13,1022,4.89,1022,28.700000000000003,76.01
3,3,13,895,10.65,1005,28.8,75.57000000000001
3,3,14,857,17.740000000000002,970,28.9,75.29
3,3,14,813,25.05,914,28.8,75.72
3,3,15,749,32.43,833,28.8,75.85000000000001
3,3,15,611,39.85,744,28.700000000000003,76.21000000000001
3,3,16,605,47.28,642,28.6,77.10000000000001
3,3,16,527,54.72,527,28.4,78.0
3,3,17,406,62.16,406,28.200000000000003,80.17
3,3,17,178,69.60000000000001,279,27.9,81.58
3,3,18,91,77.02,156,27.6,85.15
3,3,18,32,84.39,51,27.3,86.74
3,4,6,0,102.33,0,25.6,95.07
3,4,6,0,94.89,0,25.6,95.07
3,4,7,22,87.21000000000001,25,25.6,93.69
3,4,7,106,79.91,122,25.8,92.59
3,4,8,158,72.49,245,26.0,89.43
3,4,8,340,65.05,374,26.3,87.86
3,4,9,433,57.61,500,26.6,83.9
3,4,9,538,50.16,620,27.0,82.04
3,4,10,596,42.72,729,27.4,78.72
3,4,10,624,35.29,824,27.700000000000003,77.36
3,4,11,681,27.88,904,28.1,75.14
3,4,11,761,20.51,967,28.3,74.2
3,4,12,823,13.25,1017,28.6,73.12
3,4,12,848,6.51,1041,28.8,72.28
3,4,13,774,4.58,1045,28.9,72.32000000000001
3,4,13,648,10.55,1028,29.0,71.91
3,4,14,696,17.7,992,29.1,71.92
3,4,14,636,25.05,937,29.0,72.33
3,4,15,698,32.45,850,29.0,72.78
3,4,15,692,39.87,761,28.9,73.12
3,4,16,660,47.31,660,28.8,74.29
3,4,16,544,54.76,544,28.5,75.59
3,4,17,423,62.21,423,28.3,78.01
3,4,17,294,69.65,294,28.0,79.38
3,4,18,169,77.08,169,27.6,83.44
3,4,18,57,84.46000000000001,57,27.3,84.99
3,5,6,0,102.3,0,25.5,93.62
3,5,6,0,94.85,0,25.6,93.16
3,5,7,19,87.17,25,25.700000000000003,91.69
3,5,7,98,79.86,121,25.9,90.7
3,5,8,151,72.44,243,26.200000000000003,86.65
3,5,8,227,65.0,372,26.5,85.22
3,5,9,366,57.55,497,26.8,81.91
3,5,9,492,50.1,616,27.200000000000003,80.02
3,5,10,582,42.65,724,27.5,77.44
3,5,10,661,35.21,819,27.8,76.10000000000001
3,5,11,694,27.78,898,28.0,74.55
3,5,11,723,20.39,961,28.200000000000003,73.69
3,5,12,806,13.09,998,28.4,72.55
3,5,12,1022,6.24,1022,28.4,72.55
3,5,13,1026,4.28,1026,28.5,72.06
3,5,13,1009,10.47,1009,28.5,72.06
3,5,14,973,17.68,973,28.5,72.14
3,5,14,917,25.05,917,28.3,72.98
3,5,15,833,32.47,833,28.200000000000003,74.01
3,5,15,660,39.9,744,28.0,74.88
3,5,16,388,47.35,642,27.8,77.18
3,5,16,401,54.81,527,27.6,78.08
3,5,17,306,62.26,405,27.4,81.28
3,5,17,259,69.71000000000001,279,27.200000000000003,82.23
3,5,18,133,77.14,157,26.9,83.83
3,5,18,51,84.52,51,26.700000000000003,84.81
3,6,6,0,102.27,0,25.5,93.95
3,6,6,0,94.82,0,25.5,93.95
3,6,7,7,87.13,26,25.5,93.69
3,6,7,34,79.82000000000001,126,25.700000000000003,92.59
3,6,8,94,72.39,250,25.8,90.87
3,6,8,221,64.94,379,25.9,90.34
3,6,9,377,57.49,506,25.9,89.02
3,6,9,428,50.03,626,26.0,88.5
3,6,10,607,42.57,735,26.1,88.51
3,6,10,674,35.12,830,26.3,87.47
3,6,11,632,27.68,910,26.5,85.18
3,6,11,443,20.27,972,26.8,83.7
3,6,12,489,12.94,1015,27.0,80.74
3,6,12,797,5.98,1039,27.1,80.19
3,6,13,787,4.0,1042,27.3,78.27
3,6,13,835,10.4,1025,27.3,78.19
3,6,14,780,17.67,988,27.4,77.74
3,6,14,782,25.06,933,27.4,77.66
3,6,15,713,32.49,858,27.4,77.97
3,6,15,768,39.94,768,27.3,78.35000000000001
3,6,16,519,47.4,664,27.200000000000003,79.5
3,6,16,460,54.85,549,27.1,79.96000000000001
3,6,17,20,62.31,424,27.0,82.33
3,6,17,38,69.77,296,26.8,83.3
3,6,18,32,77.21000000000001,169,26.5,86.54
3,6,18,13,84.59,57,26.3,87.56
3,7,6,0,102.24,0,24.9,97.08
3,7,6,0,94.78,0,25.0,96.5
3,7,7,6,87.09,28,25.0,96.96
3,7,7,17,79.77,128,25.200000000000003,95.82
3,7,8,137,72.34,252,25.4,95.11
3,7,8,112,64.88,381,25.6,93.99
3,7,9,215,57.42,508,25.9,91.89
3,7,9,296,49.96,627,26.3,89.84
3,7,10,414,42.5,735,26.700000000000003,87.19
3,7,10,243,35.04,830,27.0,85.59
3,7,11,215,27.59,910,27.4,82.89
3,7,11,357,20.16,971,27.6,81.93
3,7,12,494,12.8,1015,27.9,80.14
3,7,12,481,5.73,1038,28.0,79.68
3,7,13,467,3.74,1042,28.200000000000003,78.68
3,7,13,393,10.35,1025,28.200000000000003,78.68
3,7,14,536,17.66,988,28.3,78.28
3,7,14,612,25.08,932,28.3,78.28
3,7,15,663,32.52,858,28.3,78.60000000000001
3,7,15,67,39.98,768,28.200000000000003,78.98
3,7,16,450,47.44,664,28.1,80.03
3,7,16,365,54.91,549,27.8,81.44
3,7,17,200,62.370000000000005,424,27.6,83.84
3,7,17,296,69.83,296,27.3,85.32000000000001
3,7,18,116,77.27,169,26.9,89.21000000000001
3,7,18,46,84.66,56,26.700000000000003,90.26
3,8,6,0,102.2,0,24.8,97.97
3,8,6,0,94.74,0,24.8,98.07
3,8,7,7,87.05,28,24.9,97.58
3,8,7,31,79.72,128,25.1,96.43
3,8,8,17,72.28,253,25.3,94.8
3,8,8,82,64.83,382,25.6,93.23
3,8,9,144,57.36,508,25.9,90.92
3,8,9,393,49.89,627,26.4,88.28
3,8,10,373,42.43,735,26.9,84.67
3,8,10,502,34.96,830,27.200000000000003,83.2
3,8,11,681,27.5,909,27.6,80.59
3,8,11,738,20.06,971,27.8,79.66
3,8,12,512,12.66,1014,28.1,78.65
3,8,12,672,5.5,1038,28.200000000000003,78.19
3,8,13,744,3.5,1041,28.4,78.19
3,8,13,726,10.31,1024,28.4,78.19
3,8,14,527,17.67,988,28.5,78.66
3,8,14,615,25.11,932,28.4,79.11
3,8,15,587,32.56,852,28.4,80.0
3,8,15,523,40.03,762,28.3,80.47
3,8,16,376,47.49,660,28.1,82.29
3,8,16,420,54.96,544,27.9,83.25
3,8,17,421,62.43,421,27.700000000000003,85.5
3,8,17,171,69.89,292,27.5,86.5
3,8,18,166,77.34,166,27.200000000000003,89.33
3,8,18,54,84.74,54,26.9,90.91
3,9,6,0,102.16,0,25.5,98.2
3,9,6,0,94.7,0,25.5,98.2
3,9,7,3,87.0,29,25.5,98.31
3,9,7,6,79.67,130,25.700000000000003,97.25
3,9,8,11,72.23,254,25.8,97.31
3,9,8,17,64.77,383,25.9,96.83
3,9,9,26,57.3,509,26.0,95.13
3,9,9,36,49.83,628,26.200000000000003,94.02
3,9,10,52,42.35,735,26.4,91.25
3,9,10,118,34.88,830,26.8,89.13
3,9,11,129,27.41,909,27.1,86.05
3,9,11,121,19.96,971,27.4,84.47
3,9,12,106,12.53,1014,27.6,83.01
3,9,12,102,5.28,1037,27.8,81.97
3,9,13,205,3.29,1041,27.9,81.82000000000001
3,9,13,212,10.29,1024,28.0,81.27
3,9,14,146,17.69,987,28.0,81.88
3,9,14,203,25.14,931,28.0,81.79
3,9,15,223,32.6,857,28.0,82.58
3,9,15,135,40.08,767,27.8,83.55
3,9,16,237,47.55,663,27.700000000000003,84.78
3,9,16,254,55.02,547,27.6,85.28
3,9,17,209,62.5,423,27.4,87.49
3,9,17,66,69.96000000000001,294,27.1,89.13
3,9,18,36,77.41,166,26.9,91.26
3,9,18,30,84.81,55,26.700000000000003,92.34
3,10,6,0,102.13,0,25.4,97.87
3,10,6,0,94.65,0,25.5,97.39
3,10,7,15,86.96000000000001,29,25.700000000000003,97.45
3,10,7,130,79.62,130,25.9,96.4
3,10,8,141,72.18,254,26.1,97.3
3,10,8,383,64.71000000000001,383,26.3,96.16
3,10,9,241,57.24,509,26.4,95.76
3,10,9,284,49.76,628,26.6,94.64
3,10,10,481,42.28,736,26.8,92.6
3,10,10,301,34.81,830,27.0,91.43
3,10,11,244,27.33,910,27.3,88.53
3,10,11,285,19.86,972,27.5,87.51
3,10,12,475,12.42,1016,27.8,84.7
3,10,12,780,5.09,1039,28.0,83.72
3,10,13,867,3.12,1043,28.200000000000003,81.10000000000001
3,10,13,1025,10.28,1025,28.3,80.64
3,10,14,989,17.71,989,28.4,79.21000000000001
3,10,14,932,25.18,932,28.4,79.21000000000001
3,10,15,841,32.65,841,28.3,79.61
3,10,15,751,40.13,751,28.200000000000003,80.07000000000001
3,10,16,648,47.61,648,28.1,81.23
3,10,16,532,55.09,532,27.8,82.65
3,10,17,409,62.56,409,27.6,85.16
3,10,17,281,70.03,281,27.3,86.74
3,10,18,156,77.49,156,27.0,90.08
3,10,18,49,84.88,49,26.8,91.14
3,11,6,0,102.08,0,25.5,97.98
3,11,6,0,94.61,0,25.5,97.98
3,11,7,9,86.91,27,25.6,98.25
3,11,7,28,79.57000000000001,124,25.700000000000003,97.68
3,11,8,56,72.12,248,25.8,98.33
3,11,8,18,64.65,376,25.9,97.85
3,11,9,71,57.18,503,26.0,97.62
3,11,9,79,49.7,622,26.200000000000003,96.48
3,11,10,151,42.21,731,26.3,95.33
3,11,10,251,34.730000000000004,825,26.5,94.21
3,11,11,77,27.25,904,26.700000000000003,92.0
3,11,11,88,19.77,966,26.9,90.84
3,11,12,178,12.31,1009,27.1,88.54
3,11,12,267,4.92,1032,27.200000000000003,88.03
3,11,13,301,3.0,1035,27.3,86.72
3,11,13,79,10.29,1018,27.4,86.21000000000001
3,11,14,154,17.75,981,27.4,85.99
3,11,14,120,25.23,924,27.200000000000003,86.99
3,11,15,168,32.71,851,27.1,87.98
3,11,15,287,40.19,760,26.8,89.54
3,11,16,295,47.67,656,26.6,91.25
3,11,16,124,55.15,539,26.4,92.33
3,11,17,122,62.63,416,26.1,94.63
3,11,17,62,70.11,287,26.0,95.19
3,11,18,33,77.56,161,25.9,95.08
3,11,18,13,84.96000000000001,51,25.8,95.74
3,12,6,0,102.04,0,25.200000000000003,97.66
3,12,6,0,94.56,0,25.3,97.18
3,12,7,4,86.86,30,25.4,97.65
3,12,7,7,79.52,131,25.6,96.6
3,12,8,23,72.06,255,25.700000000000003,97.85
3,12,8,148,64.59,384,25.8,97.37
3,12,9,304,57.11,511,25.9,96.14
3,12,9,410,49.63,630,26.1,95.02
3,12,10,557,42.15,738,26.200000000000003,93.15
3,12,10,678,34.660000000000004,833,26.6,90.98
3,12,11,646,27.17,913,27.0,86.73
3,12,11,663,19.69,974,27.3,85.22
3,12,12,610,12.21,1017,27.6,81.9
3,12,12,709,4.7700000000000005,1040,27.700000000000003,81.43
3,12,13,680,2.92,1043,27.9,79.93
3,12,13,806,10.32,1024,27.9,79.93
3,12,14,691,17.8,987,27.9,79.93
3,12,14,670,25.28,930,27.8,80.4
3,12,15,694,32.77,855,27.700000000000003,81.27
3,12,15,655,40.25,764,27.5,82.14
3,12,16,518,47.74,660,27.4,84.17
3,12,16,289,55.22,543,27.200000000000003,85.16
3,12,17,331,62.71,418,27.0,86.14
3,12,17,87,70.18,289,26.8,87.25
3,12,18,46,77.64,162,26.700000000000003,87.63
3,12,18,24,85.04,52,26.6,88.15
3,13,6,0,102.0,0,25.0,98.59
3,13,6,0,94.51,0,25.0,98.59
3,13,7,13,86.81,30,25.1,98.29
3,13,7,51,79.46000000000001,131,25.200000000000003,97.81
3,13,8,10,72.01,255,25.4,97.72
3,13,8,42,64.53,384,25.5,97.14
3,13,9,169,57.05,510,25.6,96.17
3,13,9,140,49.57,628,25.8,95.05
3,13,10,483,42.08,736,26.0,93.21
3,13,10,399,34.59,830,26.200000000000003,92.12
3,13,11,629,27.1,909,26.4,89.89
3,13,11,783,19.61,970,26.6,88.75
3,13,12,719,12.13,1013,26.9,86.58
3,13,12,709,4.65,1035,27.0,86.08
3,13,13,800,2.9,1039,27.1,85.14
3,13,13,660,10.37,1021,27.200000000000003,84.64
3,13,14,692,17.85,984,27.200000000000003,84.0
3,13,14,476,25.34,927,27.200000000000003,84.0
3,13,15,295,32.83,854,27.200000000000003,83.36
3,13,15,481,40.32,763,27.0,84.34
3,13,16,466,47.81,659,26.9,84.76
3,13,16,390,55.3,543,26.6,86.27
3,13,17,367,62.78,419,26.4,87.73
3,13,17,220,70.26,290,26.1,89.29
3,13,18,163,77.72,163,25.8,91.72
3,13,18,52,85.12,52,25.6,92.81
3,14,6,0,101.95,0,24.4,98.21
3,14,6,0,94.46,0,24.6,97.15
3,14,7,19,86.76,32,24.8,97.11
3,14,7,78,79.41,136,25.0,95.96
3,14,8,155,71.95,261,25.3,94.62
3,14,8,145,64.48,391,25.700000000000003,92.41
3,14,9,253,56.99,517,26.1,90.19
3,14,9,177,49.51,636,26.5,88.18
3,14,10,279,42.02,743,27.0,84.91
3,14,10,603,34.53,837,27.4,82.87
3,14,11,659,27.03,916,27.8,80.02
3,14,11,390,19.54,976,28.0,79.10000000000001
3,14,12,467,12.05,1018,28.3,77.64
3,14,12,667,4.5600000000000005,1041,28.4,77.19
3,14,13,330,2.94,1043,28.6,76.59
3,14,13,470,10.43,1025,28.6,76.52
3,14,14,759,17.92,987,28.6,76.92
3,14,14,514,25.41,930,28.5,77.29
3,14,15,507,32.910000000000004,856,28.3,79.33
3,14,15,706,40.4,764,28.0,80.72
3,14,16,659,47.89,659,27.700000000000003,84.26
3,14,16,543,55.370000000000005,543,27.4,85.75
3,14,17,314,62.86,418,27.200000000000003,89.18
3,14,17,289,70.34,289,26.9,90.76
3,14,18,163,77.8,163,26.700000000000003,92.06
3,14,18,45,85.2,51,26.5,93.15
3,15,6,0,101.9,0,25.200000000000003,97.79
3,15,6,0,94.41,0,25.4,96.64
3,15,7,8,86.71000000000001,30,25.5,97.28
3,15,7,132,79.35000000000001,132,25.700000000000003,96.24
3,15,8,169,71.89,256,25.9,96.5
3,15,8,272,64.42,384,26.1,95.37
3,15,9,310,56.93,510,26.3,93.81
3,15,9,361,49.44,629,26.700000000000003,91.63
3,15,10,345,41.95,736,27.1,88.39
3,15,10,544,34.46,830,27.6,85.85000000000001
3,15,11,641,26.97,908,28.0,82.99
3,15,11,701,19.48,969,28.200000000000003,81.95
3,15,12,787,11.99,1011,28.4,80.83
3,15,12,766,4.5,1034,28.5,80.29
3,15,13,851,3.03,1036,28.6,79.92
3,15,13,1018,10.51,1018,28.6,79.84
3,15,14,980,18.0,980,28.6,79.99
3,15,14,789,25.49,923,28.6,79.91
3,15,15,693,32.980000000000004,835,28.5,80.77
3,15,15,297,40.47,744,28.3,81.71000000000001
3,15,16,58,47.96,642,28.1,82.91
3,15,16,136,55.45,526,27.9,83.87
3,15,17,83,62.940000000000005,403,27.6,86.02
3,15,17,175,70.42,275,27.3,87.53
3,15,18,92,77.89,151,27.0,89.9
3,15,18,29,85.29,44,26.9,90.43
3,16,6,0,101.85,0,25.5,97.58
3,16,6,0,94.36,0,25.6,97.0
3,16,7,23,86.66,25,25.700000000000003,97.13
3,16,7,94,79.3,119,25.8,96.56
3,16,8,196,71.84,237,26.0,96.21
3,16,8,239,64.36,362,26.1,95.65
3,16,9,359,56.870000000000005,486,26.200000000000003,94.32
3,16,9,510,49.38,603,26.4,93.22
3,16,10,164,41.89,710,26.6,90.88
3,16,10,74,34.4,804,27.0,88.69
3,16,11,471,26.91,882,27.3,84.84
3,16,11,710,19.42,942,27.700000000000003,82.89
3,16,12,828,11.93,985,28.0,79.62
3,16,12,700,4.48,1007,28.200000000000003,78.7
3,16,13,607,3.16,1010,28.4,77.10000000000001
3,16,13,335,10.6,992,28.5,76.65
3,16,14,735,18.08,955,28.6,76.08
3,16,14,773,25.57,897,28.6,76.08
3,16,15,823,33.06,823,28.6,76.37
3,16,15,646,40.56,732,28.5,76.74
3,16,16,553,48.05,629,28.4,77.79
3,16,16,455,55.54,513,28.200000000000003,78.7
3,16,17,326,63.02,391,28.0,81.07000000000001
3,16,17,204,70.51,264,27.6,82.98
3,16,18,109,77.97,143,27.3,86.19
3,16,18,33,85.37,40,27.1,87.29
3,17,6,0,101.8,0,25.6,97.45
3,17,6,0,94.31,0,25.8,96.41
3,17,7,25,86.61,25,26.0,95.26
3,17,7,118,79.24,118,26.200000000000003,94.14
3,17,8,219,71.78,235,26.5,91.26
3,17,8,361,64.3,361,26.8,89.67
3,17,9,482,56.81,482,27.1,86.43
3,17,9,600,49.33,600,27.5,84.44
3,17,10,705,41.84,705,27.8,81.94
3,17,10,798,34.34,798,28.200000000000003,80.06
3,17,11,875,26.86,875,28.5,77.98
3,17,11,936,19.37,936,28.8,76.56
3,17,12,976,11.9,976,29.1,74.69
3,17,12,998,4.49,998,29.200000000000003,74.19
3,17,13,1001,3.35,1001,29.4,73.09
3,17,13,983,10.71,983,29.5,72.67
3,17,14,946,18.18,946,29.6,72.11
3,17,14,888,25.66,888,29.5,72.52
3,17,15,800,33.15,800,29.4,73.02
3,17,15,709,40.64,709,29.3,73.44
3,17,16,606,48.13,606,29.1,74.73
3,17,16,491,55.620000000000005,491,28.8,76.11
3,17,17,369,63.11,369,28.6,78.67
3,17,17,246,70.59,246,28.200000000000003,80.51
3,17,18,128,78.06,128,27.8,84.05
3,17,18,32,85.46000000000001,32,27.6,85.03
3,18,6,0,101.74,0,26.0,95.46
3,18,6,0,94.25,0,26.200000000000003,94.35
3,18,7,16,86.55,21,26.3,93.84
3,18,7,75,79.18,111,26.6,92.2
3,18,8,215,71.72,226,27.0,88.61
